vehicle_id,citizen_id,vehicle_number,vehicle_type
VH004622,CID007746,KA29AB9113,Car
VH004623,CID007750,KA45AB7449,Car
VH004624,CID007751,KA36AB2817,Truck
VH004625,CID007754,KA41AB8276,Car
VH004626,CID007757,KA10AB4019,Bike
VH004627,CID007758,KA56AB7471,Car
VH004628,CID007759,KA15AB7785,Auto
VH004629,CID007761,KA01AB6660,Car
VH004630,CID007764,KA87AB1486,Bike
VH004631,CID007765,KA25AB3631,Auto
VH004632,CID007767,KA42AB5297,Auto
VH004633,CID007768,KA26AB1362,Auto
VH004634,CID007770,KA40AB2527,Car
VH004635,CID007771,KA02AB3093,Auto
VH004636,CID007772,KA52AB7811,Car
VH004637,CID007773,KA85AB1908,Bike
VH004638,CID007774,KA50AB3980,Auto
VH004639,CID007775,KA64AB4851,Auto
VH004640,CID007776,KA15AB5533,Auto
VH004641,CID007777,KA11AB9257,Auto
VH004642,CID007780,KA11AB5078,Bike
VH004643,CID007781,KA33AB9009,Car
VH004644,CID007782,KA46AB4703,Truck
VH004645,CID007783,KA14AB5682,Bike
VH004646,CID007785,KA07AB1449,Truck
VH004647,CID007787,KA77AB2998,Auto
VH004648,CID007788,KA05AB5089,Auto
VH004649,CID007789,KA40AB9176,Auto
VH004650,CID007790,KA63AB9635,Truck
VH004651,CID007794,KA95AB7429,Bike
VH004652,CID007797,KA09AB9238,Car
VH004653,CID007798,KA33AB3321,Car
VH004654,CID007801,KA92AB8335,Bike
VH004655,CID007803,KA82AB3873,Auto
VH004656,CID007805,KA84AB1229,Truck
VH004657,CID007806,KA65AB3380,Auto
VH004658,CID007807,KA12AB1746,Auto
VH004659,CID007808,KA44AB6536,Bike
VH004660,CID007809,KA64AB9510,Bike
VH004661,CID007811,KA88AB4200,Auto
VH004662,CID007813,KA28AB4525,Car
VH004663,CID007814,KA74AB1618,Truck
VH004664,CID007815,KA39AB9776,Car
VH004665,CID007816,KA47AB1299,Truck
VH004666,CID007817,KA43AB3067,Car
VH004667,CID007818,KA42AB6198,Bike
VH004668,CID007819,KA44AB6659,Bike
VH004669,CID007822,KA11AB5982,Bike
VH004670,CID007823,KA52AB6486,Auto
VH004671,CID007825,KA77AB6059,Bike
VH004672,CID007826,KA02AB7371,Auto
VH004673,CID007827,KA04AB3731,Car
VH004674,CID007830,KA69AB4473,Bike
VH004675,CID007831,KA04AB3900,Bike
VH004676,CID007833,KA10AB1096,Truck
VH004677,CID007834,KA99AB7338,Bike
VH004678,CID007835,KA58AB1874,Auto
VH004679,CID007836,KA75AB8749,Bike
VH004680,CID007837,KA87AB8599,Auto
VH004681,CID007838,KA25AB8272,Car
VH004682,CID007839,KA51AB2652,Auto
VH004683,CID007840,KA59AB2668,Truck
VH004684,CID007842,KA04AB7743,Truck
VH004685,CID007844,KA46AB7457,Auto
VH004686,CID007845,KA44AB5327,Truck
VH004687,CID007846,KA08AB2975,Bike
VH004688,CID007847,KA25AB5044,Bike
VH004689,CID007850,KA75AB6238,Auto
VH004690,CID007851,KA17AB5149,Truck
VH004691,CID007852,KA55AB7281,Car
VH004692,CID007853,KA30AB9707,Auto
VH004693,CID007855,KA16AB9736,Auto
VH004694,CID007856,KA23AB6116,Car
VH004695,CID007857,KA28AB5776,Auto
VH004696,CID007858,KA69AB6968,Truck
VH004697,CID007860,KA69AB3150,Car
VH004698,CID007861,KA65AB6008,Truck
VH004699,CID007863,KA30AB2364,Truck
VH004700,CID007865,KA99AB3919,Bike
VH004701,CID007866,KA07AB9581,Auto
VH004702,CID007867,KA18AB5286,Truck
VH004703,CID007868,KA76AB3830,Bike
VH004704,CID007869,KA90AB8873,Truck
VH004705,CID007871,KA66AB2759,Car
VH004706,CID007874,KA50AB8073,Car
VH004707,CID007876,KA16AB1706,Car
VH004708,CID007877,KA36AB8298,Car
VH004709,CID007878,KA16AB4351,Car
VH004710,CID007879,KA33AB1807,Auto
VH004711,CID007880,KA47AB2624,Car
VH004712,CID007881,KA69AB5260,Car
VH004713,CID007882,KA20AB3387,Bike
VH004714,CID007883,KA80AB4673,Auto
VH004715,CID007884,KA71AB7485,Bike
VH004716,CID007887,KA83AB4029,Car
VH004717,CID007888,KA84AB4075,Car
VH004718,CID007889,KA79AB3203,Truck
VH004719,CID007892,KA53AB8364,Bike
VH004720,CID007894,KA10AB8619,Truck
VH004721,CID007896,KA95AB6400,Bike
VH004722,CID007897,KA88AB7218,Bike
VH004723,CID007898,KA95AB5175,Bike
VH004724,CID007900,KA59AB9282,Car
VH004725,CID007901,KA09AB5151,Bike
VH004726,CID007904,KA32AB4888,Auto
VH004727,CID007906,KA53AB7292,Auto
VH004728,CID007908,KA49AB3122,Auto
VH004729,CID007909,KA74AB5743,Auto
VH004730,CID007911,KA49AB8791,Auto
VH004731,CID007913,KA89AB8268,Car
VH004732,CID007914,KA36AB9017,Bike
VH004733,CID007915,KA16AB9971,Bike
VH004734,CID007919,KA46AB3564,Car
VH004735,CID007921,KA34AB3586,Bike
VH004736,CID007922,KA76AB8529,Auto
VH004737,CID007923,KA84AB9455,Car
VH004738,CID007925,KA67AB9658,Bike
VH004739,CID007926,KA42AB6497,Auto
VH004740,CID007927,KA02AB9723,Auto
VH004741,CID007928,KA21AB3340,Auto
VH004742,CID007932,KA96AB6744,Bike
VH004743,CID007933,KA21AB2522,Truck
VH004744,CID007934,KA50AB9891,Car
VH004745,CID007935,KA07AB6095,Truck
VH004746,CID007936,KA35AB5434,Car
VH004747,CID007938,KA93AB8163,Bike
VH004748,CID007939,KA57AB8775,Bike
VH004749,CID007941,KA57AB2698,Bike
VH004750,CID007946,KA06AB8056,Truck
VH004751,CID007947,KA49AB2592,Truck
VH004752,CID007948,KA16AB8527,Bike
VH004753,CID007950,KA10AB3698,Bike
VH004754,CID007951,KA46AB9045,Auto
VH004755,CID007952,KA99AB5931,Auto
VH004756,CID007954,KA92AB5489,Truck
VH004757,CID007955,KA76AB9670,Truck
VH004758,CID007956,KA50AB9035,Bike
VH004759,CID007957,KA87AB2029,Car
VH004760,CID007959,KA06AB3150,Bike
VH004761,CID007960,KA68AB5326,Auto
VH004762,CID007967,KA62AB9978,Bike
VH004763,CID007968,KA10AB6040,Car
VH004764,CID007969,KA01AB9871,Auto
VH004765,CID007972,KA58AB5027,Auto
VH004766,CID007974,KA04AB6239,Car
VH004767,CID007975,KA55AB3823,Auto
VH004768,CID007976,KA08AB4241,Truck
VH004769,CID007977,KA08AB7033,Bike
VH004770,CID007979,KA70AB2541,Bike
VH004771,CID007982,KA11AB9585,Auto
VH004772,CID007984,KA04AB6802,Truck
VH004773,CID007993,KA05AB7075,Auto
VH004774,CID007994,KA80AB9054,Bike
VH004775,CID007996,KA63AB5322,Bike
VH004776,CID007998,KA61AB1858,Auto
VH004777,CID007999,KA50AB6490,Car
VH004778,CID008003,KA67AB5420,Auto
VH004779,CID008004,KA62AB2797,Auto
VH004780,CID008005,KA06AB9224,Truck
VH004781,CID008006,KA11AB4004,Truck
VH004782,CID008010,KA13AB5946,Car
VH004783,CID008011,KA90AB1067,Bike
VH004784,CID008012,KA76AB8411,Truck
VH004785,CID008013,KA15AB5280,Truck
VH004786,CID008015,KA71AB1787,Auto
VH004787,CID008016,KA22AB1692,Truck
VH004788,CID008018,KA45AB2791,Bike
VH004789,CID008022,KA83AB8487,Truck
VH004790,CID008023,KA33AB1364,Bike
VH004791,CID008025,KA39AB7071,Truck
VH004792,CID008026,KA52AB4082,Car
VH004793,CID008028,KA34AB6588,Bike
VH004794,CID008029,KA16AB2505,Truck
VH004795,CID008030,KA92AB2427,Bike
VH004796,CID008031,KA42AB6946,Auto
VH004797,CID008032,KA83AB2548,Car
VH004798,CID008034,KA50AB4295,Car
VH004799,CID008036,KA28AB1691,Bike
VH004800,CID008038,KA23AB7937,Auto
VH004801,CID008041,KA66AB6202,Truck
VH004802,CID008044,KA26AB1023,Truck
VH004803,CID008046,KA92AB5382,Auto
VH004804,CID008047,KA47AB1775,Bike
VH004805,CID008048,KA62AB7810,Car
VH004806,CID008049,KA90AB9838,Auto
VH004807,CID008050,KA96AB5924,Car
VH004808,CID008051,KA89AB4146,Truck
VH004809,CID008052,KA63AB2552,Auto
VH004810,CID008056,KA62AB4171,Car
VH004811,CID008059,KA72AB1158,Auto
VH004812,CID008060,KA49AB2759,Car
VH004813,CID008061,KA79AB6338,Car
VH004814,CID008062,KA78AB5954,Truck
VH004815,CID008064,KA05AB4484,Auto
VH004816,CID008066,KA41AB6361,Car
VH004817,CID008068,KA99AB2137,Truck
VH004818,CID008069,KA02AB1387,Truck
VH004819,CID008070,KA40AB2596,Auto
VH004820,CID008071,KA47AB1748,Bike
VH004821,CID008073,KA65AB9852,Truck
VH004822,CID008074,KA46AB4299,Truck
VH004823,CID008075,KA85AB4555,Auto
VH004824,CID008079,KA65AB2323,Bike
VH004825,CID008080,KA63AB3547,Bike
VH004826,CID008082,KA15AB3492,Truck
VH004827,CID008084,KA39AB4914,Bike
VH004828,CID008085,KA97AB9409,Auto
VH004829,CID008086,KA06AB3077,Truck
VH004830,CID008087,KA28AB7903,Car
VH004831,CID008089,KA55AB2152,Car
VH004832,CID008090,KA83AB4670,Auto
VH004833,CID008091,KA12AB9971,Auto
VH004834,CID008092,KA88AB2225,Truck
VH004835,CID008094,KA61AB4742,Car
VH004836,CID008096,KA26AB6706,Car
VH004837,CID008098,KA24AB2291,Auto
VH004838,CID008099,KA42AB1736,Auto
VH004839,CID008101,KA14AB6988,Car
VH004840,CID008105,KA82AB1923,Car
VH004841,CID008106,KA47AB5734,Truck
VH004842,CID008108,KA69AB6405,Car
VH004843,CID008110,KA09AB3085,Car
VH004844,CID008112,KA90AB8737,Car
VH004845,CID008113,KA11AB2806,Bike
VH004846,CID008114,KA19AB9293,Bike
VH004847,CID008116,KA89AB8897,Auto
VH004848,CID008117,KA57AB9522,Bike
VH004849,CID008119,KA02AB4797,Auto
VH004850,CID008120,KA49AB7689,Car
VH004851,CID008124,KA72AB2599,Bike
VH004852,CID008125,KA58AB6791,Bike
VH004853,CID008126,KA60AB1582,Car
VH004854,CID008127,KA43AB1317,Bike
VH004855,CID008128,KA73AB2039,Truck
VH004856,CID008129,KA19AB9915,Truck
VH004857,CID008130,KA39AB8092,Truck
VH004858,CID008132,KA90AB9059,Auto
VH004859,CID008137,KA08AB6022,Bike
VH004860,CID008138,KA93AB8525,Bike
VH004861,CID008139,KA87AB6671,Car
VH004862,CID008142,KA28AB7341,Bike
VH004863,CID008143,KA66AB6822,Car
VH004864,CID008144,KA98AB3109,Bike
VH004865,CID008147,KA61AB9315,Truck
VH004866,CID008148,KA37AB7017,Auto
VH004867,CID008149,KA14AB9207,Car
VH004868,CID008155,KA34AB6380,Auto
VH004869,CID008156,KA57AB3615,Truck
VH004870,CID008157,KA80AB5264,Truck
VH004871,CID008158,KA02AB1773,Bike
VH004872,CID008159,KA18AB9710,Car
VH004873,CID008160,KA12AB1933,Auto
VH004874,CID008161,KA36AB6738,Auto
VH004875,CID008164,KA67AB8298,Truck
VH004876,CID008165,KA37AB7896,Bike
VH004877,CID008166,KA20AB8408,Bike
VH004878,CID008167,KA46AB4475,Car
VH004879,CID008168,KA37AB1069,Car
VH004880,CID008173,KA28AB3839,Bike
VH004881,CID008175,KA18AB8181,Truck
VH004882,CID008177,KA46AB2889,Car
VH004883,CID008178,KA02AB8049,Truck
VH004884,CID008180,KA24AB2994,Auto
VH004885,CID008181,KA82AB1125,Auto
VH004886,CID008183,KA39AB9271,Truck
VH004887,CID008184,KA66AB8663,Car
VH004888,CID008185,KA75AB7477,Car
VH004889,CID008186,KA74AB5633,Bike
VH004890,CID008187,KA01AB2696,Bike
VH004891,CID008188,KA84AB4837,Car
VH004892,CID008189,KA96AB8375,Bike
VH004893,CID008191,KA24AB1534,Bike
VH004894,CID008192,KA90AB6449,Bike
VH004895,CID008193,KA42AB7923,Car
VH004896,CID008194,KA90AB2865,Car
VH004897,CID008196,KA42AB4681,Auto
VH004898,CID008200,KA27AB5843,Truck
VH004899,CID008201,KA06AB9516,Auto
VH004900,CID008204,KA59AB1754,Car
VH004901,CID008205,KA02AB3911,Auto
VH004902,CID008208,KA19AB8317,Auto
VH004903,CID008209,KA15AB5257,Car
VH004904,CID008210,KA02AB3665,Auto
VH004905,CID008213,KA06AB3433,Truck
VH004906,CID008215,KA25AB8650,Truck
VH004907,CID008216,KA70AB4147,Car
VH004908,CID008218,KA92AB5992,Car
VH004909,CID008219,KA11AB4134,Bike
VH004910,CID008220,KA15AB2091,Truck
VH004911,CID008223,KA38AB3548,Auto
VH004912,CID008226,KA30AB1954,Bike
VH004913,CID008228,KA61AB3410,Bike
VH004914,CID008233,KA95AB6618,Truck
VH004915,CID008234,KA45AB3388,Car
VH004916,CID008237,KA32AB2163,Bike
VH004917,CID008238,KA73AB4445,Car
VH004918,CID008239,KA95AB7608,Bike
VH004919,CID008242,KA42AB5814,Bike
VH004920,CID008243,KA99AB2615,Bike
VH004921,CID008245,KA34AB7882,Car
VH004922,CID008247,KA90AB3903,Bike
VH004923,CID008248,KA55AB2215,Truck
VH004924,CID008249,KA90AB9468,Truck
VH004925,CID008250,KA62AB1397,Car
VH004926,CID008252,KA86AB8078,Car
VH004927,CID008256,KA23AB7354,Truck
VH004928,CID008257,KA19AB3321,Car
VH004929,CID008259,KA59AB5821,Truck
VH004930,CID008260,KA10AB3520,Bike
VH004931,CID008262,KA24AB6734,Car
VH004932,CID008264,KA81AB6806,Truck
VH004933,CID008267,KA83AB4314,Auto
VH004934,CID008268,KA75AB4921,Bike
VH004935,CID008269,KA87AB2967,Car
VH004936,CID008270,KA34AB5841,Car
VH004937,CID008271,KA26AB7886,Bike
VH004938,CID008272,KA61AB6135,Bike
VH004939,CID008273,KA55AB9728,Car
VH004940,CID008274,KA28AB5665,Truck
VH004941,CID008275,KA06AB2814,Bike
VH004942,CID008276,KA20AB5912,Car
VH004943,CID008277,KA34AB7301,Bike
VH004944,CID008278,KA20AB6038,Car
VH004945,CID008279,KA96AB1121,Truck
VH004946,CID008281,KA79AB5790,Truck
VH004947,CID008282,KA16AB7961,Bike
VH004948,CID008283,KA57AB4665,Bike
VH004949,CID008285,KA68AB3934,Bike
VH004950,CID008288,KA73AB4399,Truck
VH004951,CID008289,KA75AB5077,Auto
VH004952,CID008290,KA97AB9431,Bike
VH004953,CID008291,KA75AB6394,Bike
VH004954,CID008292,KA34AB7274,Truck
VH004955,CID008294,KA79AB8544,Truck
VH004956,CID008295,KA01AB4576,Auto
VH004957,CID008298,KA97AB5136,Car
VH004958,CID008299,KA75AB4978,Bike
VH004959,CID008300,KA16AB8379,Truck
VH004960,CID008301,KA34AB8647,Car
VH004961,CID008302,KA12AB6325,Truck
VH004962,CID008305,KA45AB2778,Car
VH004963,CID008306,KA25AB3803,Bike
VH004964,CID008307,KA55AB6834,Truck
VH004965,CID008308,KA79AB8132,Truck
VH004966,CID008310,KA15AB6980,Auto
VH004967,CID008312,KA19AB5667,Auto
VH004968,CID008313,KA95AB3111,Auto
VH004969,CID008317,KA31AB1135,Auto
VH004970,CID008318,KA60AB5675,Truck
VH004971,CID008319,KA16AB6685,Car
VH004972,CID008320,KA10AB4864,Truck
VH004973,CID008321,KA84AB7609,Auto
VH004974,CID008322,KA92AB8019,Auto
VH004975,CID008323,KA20AB4066,Truck
VH004976,CID008324,KA20AB7101,Car
VH004977,CID008325,KA63AB5732,Truck
VH004978,CID008327,KA73AB2326,Truck
VH004979,CID008329,KA82AB2240,Auto
VH004980,CID008331,KA01AB3083,Truck
VH004981,CID008332,KA17AB7002,Car
VH004982,CID008334,KA77AB8455,Bike
VH004983,CID008336,KA76AB5964,Bike
VH004984,CID008337,KA31AB7711,Car
VH004985,CID008338,KA85AB8347,Bike
VH004986,CID008339,KA60AB8813,Bike
VH004987,CID008340,KA52AB1848,Bike
VH004988,CID008342,KA56AB6631,Truck
VH004989,CID008343,KA62AB1965,Auto
VH004990,CID008345,KA90AB9530,Truck
VH004991,CID008346,KA73AB7049,Truck
VH004992,CID008347,KA89AB2175,Auto
VH004993,CID008349,KA69AB8373,Truck
VH004994,CID008350,KA04AB2098,Truck
VH004995,CID008351,KA69AB4915,Truck
VH004996,CID008352,KA70AB1470,Car
VH004997,CID008355,KA03AB4903,Truck
VH004998,CID008357,KA35AB4776,Truck
VH004999,CID008358,KA81AB7637,Car
VH005000,CID008361,KA74AB2286,Car
VH005001,CID008365,KA71AB9981,Auto
VH005002,CID008366,KA75AB3709,Auto
VH005003,CID008372,KA32AB6972,Car
VH005004,CID008375,KA83AB3395,Bike
VH005005,CID008376,KA84AB6031,Bike
VH005006,CID008377,KA68AB9515,Car
VH005007,CID008378,KA09AB9271,Truck
VH005008,CID008379,KA97AB5802,Bike
VH005009,CID008382,KA02AB6315,Bike
VH005010,CID008383,KA76AB2613,Car
VH005011,CID008384,KA75AB9267,Car
VH005012,CID008385,KA24AB1758,Auto
VH005013,CID008386,KA23AB9018,Bike
VH005014,CID008389,KA52AB6309,Car
VH005015,CID008391,KA73AB7269,Car
VH005016,CID008392,KA01AB2007,Truck
VH005017,CID008394,KA17AB1209,Auto
VH005018,CID008398,KA46AB3050,Car
VH005019,CID008399,KA04AB8190,Truck
VH005020,CID008400,KA30AB7845,Car
VH005021,CID008401,KA44AB1142,Truck
VH005022,CID008403,KA35AB9002,Truck
VH005023,CID008405,KA82AB6091,Auto
VH005024,CID008406,KA28AB3858,Truck
VH005025,CID008408,KA56AB1687,Car
VH005026,CID008409,KA13AB6807,Bike
VH005027,CID008410,KA68AB7399,Auto
VH005028,CID008411,KA50AB2972,Bike
VH005029,CID008413,KA74AB1684,Auto
VH005030,CID008414,KA83AB3688,Auto
VH005031,CID008416,KA58AB1626,Bike
VH005032,CID008417,KA99AB9088,Bike
VH005033,CID008419,KA39AB8659,Auto
VH005034,CID008420,KA55AB8599,Truck
VH005035,CID008423,KA70AB7726,Truck
VH005036,CID008427,KA83AB9132,Bike
VH005037,CID008428,KA04AB2120,Auto
VH005038,CID008429,KA63AB7822,Auto
VH005039,CID008430,KA59AB6431,Auto
VH005040,CID008432,KA02AB6088,Car
VH005041,CID008433,KA27AB4954,Car
VH005042,CID008434,KA03AB4209,Car
VH005043,CID008437,KA96AB4106,Bike
VH005044,CID008441,KA88AB7636,Auto
VH005045,CID008443,KA94AB2592,Car
VH005046,CID008444,KA87AB1013,Truck
VH005047,CID008447,KA49AB7677,Auto
VH005048,CID008448,KA04AB7913,Auto
VH005049,CID008450,KA52AB6967,Truck
VH005050,CID008451,KA13AB4805,Truck
VH005051,CID008452,KA94AB8868,Truck
VH005052,CID008453,KA51AB4385,Bike
VH005053,CID008454,KA70AB9212,Car
VH005054,CID008455,KA16AB4605,Car
VH005055,CID008457,KA47AB1776,Auto
VH005056,CID008459,KA57AB2156,Auto
VH005057,CID008460,KA64AB2893,Bike
VH005058,CID008465,KA78AB1724,Auto
VH005059,CID008466,KA43AB6679,Bike
VH005060,CID008467,KA05AB6136,Bike
VH005061,CID008468,KA91AB2008,Bike
VH005062,CID008470,KA95AB1611,Car
VH005063,CID008471,KA34AB9446,Auto
VH005064,CID008472,KA09AB1366,Truck
VH005065,CID008473,KA25AB9913,Auto
VH005066,CID008477,KA73AB5109,Bike
VH005067,CID008479,KA70AB7545,Truck
VH005068,CID008480,KA42AB3063,Bike
VH005069,CID008481,KA36AB5257,Car
VH005070,CID008482,KA60AB1131,Car
VH005071,CID008483,KA57AB3443,Auto
VH005072,CID008484,KA56AB5549,Bike
VH005073,CID008485,KA82AB8153,Bike
VH005074,CID008487,KA86AB8903,Bike
VH005075,CID008489,KA97AB2094,Truck
VH005076,CID008490,KA06AB7620,Truck
VH005077,CID008491,KA62AB2729,Truck
VH005078,CID008492,KA42AB1629,Truck
VH005079,CID008495,KA97AB5652,Truck
VH005080,CID008500,KA88AB8360,Bike
VH005081,CID008504,KA52AB2655,Bike
VH005082,CID008505,KA18AB2838,Car
VH005083,CID008506,KA82AB1277,Auto
VH005084,CID008510,KA63AB5828,Auto
VH005085,CID008511,KA23AB9278,Bike
VH005086,CID008513,KA57AB7129,Truck
VH005087,CID008514,KA39AB7598,Truck
VH005088,CID008518,KA31AB3915,Truck
VH005089,CID008519,KA03AB5129,Truck
VH005090,CID008520,KA18AB2678,Truck
VH005091,CID008521,KA26AB5006,Truck
VH005092,CID008522,KA94AB7135,Bike
VH005093,CID008523,KA37AB3314,Auto
VH005094,CID008525,KA34AB4805,Bike
VH005095,CID008526,KA04AB6136,Bike
VH005096,CID008530,KA97AB3556,Bike
VH005097,CID008531,KA38AB5392,Car
VH005098,CID008532,KA13AB3440,Truck
VH005099,CID008533,KA74AB6819,Auto
VH005100,CID008534,KA50AB8300,Truck
VH005101,CID008536,KA44AB4738,Truck
VH005102,CID008539,KA02AB3869,Bike
VH005103,CID008541,KA09AB2003,Truck
VH005104,CID008542,KA87AB4626,Truck
VH005105,CID008543,KA92AB5242,Auto
VH005106,CID008544,KA28AB8065,Truck
VH005107,CID008546,KA85AB3585,Bike
VH005108,CID008547,KA04AB7159,Bike
VH005109,CID008551,KA52AB5570,Bike
VH005110,CID008552,KA90AB7739,Car
VH005111,CID008556,KA60AB1905,Bike
VH005112,CID008557,KA82AB4047,Car
VH005113,CID008558,KA90AB5994,Truck
VH005114,CID008560,KA16AB5626,Car
VH005115,CID008561,KA41AB3751,Car
VH005116,CID008562,KA99AB9662,Bike
VH005117,CID008563,KA79AB6347,Car
VH005118,CID008564,KA31AB9510,Auto
VH005119,CID008566,KA31AB7316,Bike
VH005120,CID008568,KA75AB4656,Auto
VH005121,CID008572,KA36AB8948,Car
VH005122,CID008575,KA37AB1964,Car
VH005123,CID008576,KA66AB7909,Bike
VH005124,CID008577,KA07AB9966,Auto
VH005125,CID008578,KA70AB8833,Bike
VH005126,CID008579,KA65AB9790,Bike
VH005127,CID008580,KA86AB2765,Truck
VH005128,CID008581,KA53AB5575,Car
VH005129,CID008582,KA91AB5505,Car
VH005130,CID008583,KA10AB7085,Truck
VH005131,CID008584,KA09AB1879,Bike
VH005132,CID008586,KA19AB7781,Truck
VH005133,CID008588,KA12AB5017,Car
VH005134,CID008589,KA97AB7618,Car
VH005135,CID008590,KA24AB5767,Auto
VH005136,CID008591,KA71AB7121,Bike
VH005137,CID008592,KA79AB4682,Auto
VH005138,CID008594,KA95AB3748,Auto
VH005139,CID008597,KA03AB6524,Auto
VH005140,CID008599,KA42AB3723,Car
VH005141,CID008600,KA95AB3504,Auto
VH005142,CID008601,KA61AB3665,Truck
VH005143,CID008602,KA78AB9506,Auto
VH005144,CID008603,KA92AB6277,Car
VH005145,CID008604,KA11AB3377,Car
VH005146,CID008605,KA35AB6939,Car
VH005147,CID008607,KA21AB9286,Truck
VH005148,CID008610,KA95AB8889,Car
VH005149,CID008611,KA02AB1971,Truck
VH005150,CID008612,KA14AB1727,Bike
VH005151,CID008613,KA78AB4226,Car
VH005152,CID008618,KA52AB6555,Car
VH005153,CID008620,KA05AB9681,Truck
VH005154,CID008621,KA87AB9685,Truck
VH005155,CID008622,KA01AB6758,Car
VH005156,CID008623,KA56AB8385,Car
VH005157,CID008627,KA54AB6569,Bike
VH005158,CID008628,KA90AB4366,Car
VH005159,CID008631,KA40AB4587,Auto
VH005160,CID008633,KA38AB8656,Car
VH005161,CID008634,KA50AB1985,Bike
VH005162,CID008635,KA01AB6275,Bike
VH005163,CID008640,KA98AB2726,Bike
VH005164,CID008641,KA93AB3493,Truck
VH005165,CID008642,KA20AB5955,Car
VH005166,CID008643,KA39AB4221,Truck
VH005167,CID008646,KA71AB8773,Auto
VH005168,CID008647,KA75AB3704,Truck
VH005169,CID008651,KA69AB1928,Car
VH005170,CID008653,KA91AB3101,Car
VH005171,CID008655,KA25AB5172,Truck
VH005172,CID008656,KA87AB5998,Bike
VH005173,CID008657,KA83AB7032,Bike
VH005174,CID008658,KA96AB4075,Auto
VH005175,CID008660,KA24AB5338,Bike
VH005176,CID008661,KA17AB9842,Auto
VH005177,CID008662,KA67AB1363,Bike
VH005178,CID008664,KA14AB6347,Auto
VH005179,CID008665,KA36AB6479,Bike
VH005180,CID008666,KA09AB1860,Auto
VH005181,CID008668,KA19AB1121,Car
VH005182,CID008670,KA42AB8705,Truck
VH005183,CID008671,KA64AB7604,Auto
VH005184,CID008672,KA44AB2658,Truck
VH005185,CID008673,KA89AB7217,Car
VH005186,CID008674,KA94AB4958,Car
VH005187,CID008675,KA34AB2894,Auto
VH005188,CID008676,KA49AB1617,Truck
VH005189,CID008677,KA58AB4285,Car
VH005190,CID008678,KA20AB1113,Auto
VH005191,CID008679,KA74AB5892,Bike
VH005192,CID008680,KA38AB5209,Truck
VH005193,CID008681,KA76AB6316,Truck
VH005194,CID008684,KA83AB7615,Truck
VH005195,CID008685,KA49AB4809,Auto
VH005196,CID008686,KA65AB9153,Car
VH005197,CID008687,KA63AB8969,Car
VH005198,CID008688,KA62AB9696,Car
VH005199,CID008689,KA99AB8272,Auto
VH005200,CID008690,KA92AB9029,Truck
VH005201,CID008691,KA85AB5160,Truck
VH005202,CID008694,KA66AB2577,Bike
VH005203,CID008695,KA96AB2698,Truck
VH005204,CID008696,KA29AB4570,Truck
VH005205,CID008698,KA26AB4621,Bike
VH005206,CID008700,KA92AB2298,Bike
VH005207,CID008702,KA60AB3877,Auto
VH005208,CID008703,KA36AB4218,Car
VH005209,CID008708,KA95AB9516,Bike
VH005210,CID008709,KA31AB9750,Truck
VH005211,CID008712,KA11AB7675,Truck
VH005212,CID008714,KA33AB9303,Truck
VH005213,CID008715,KA93AB5957,Car
VH005214,CID008717,KA99AB7377,Truck
VH005215,CID008718,KA68AB9007,Auto
VH005216,CID008719,KA47AB5315,Bike
VH005217,CID008720,KA56AB6862,Car
VH005218,CID008722,KA45AB8081,Car
VH005219,CID008723,KA66AB3778,Bike
VH005220,CID008724,KA04AB7136,Car
VH005221,CID008725,KA89AB4729,Truck
VH005222,CID008726,KA50AB1544,Auto
VH005223,CID008727,KA16AB9335,Bike
VH005224,CID008730,KA20AB1148,Truck
VH005225,CID008732,KA35AB1030,Car
VH005226,CID008733,KA70AB2827,Car
VH005227,CID008734,KA88AB5943,Truck
VH005228,CID008735,KA74AB2415,Bike
VH005229,CID008736,KA07AB3594,Bike
VH005230,CID008739,KA58AB3792,Auto
VH005231,CID008741,KA68AB3789,Bike
VH005232,CID008742,KA41AB9651,Car
VH005233,CID008745,KA18AB9833,Car
VH005234,CID008746,KA19AB1615,Truck
VH005235,CID008747,KA80AB4777,Auto
VH005236,CID008748,KA61AB3041,Bike
VH005237,CID008751,KA41AB8929,Car
VH005238,CID008756,KA66AB6899,Car
VH005239,CID008757,KA60AB8397,Bike
VH005240,CID008760,KA25AB3650,Auto
VH005241,CID008761,KA79AB8981,Car
VH005242,CID008762,KA98AB1803,Auto
VH005243,CID008763,KA08AB1543,Car
VH005244,CID008764,KA52AB7186,Truck
VH005245,CID008765,KA87AB8713,Truck
VH005246,CID008766,KA69AB9158,Auto
VH005247,CID008768,KA42AB8918,Car
VH005248,CID008769,KA21AB8250,Car
VH005249,CID008770,KA06AB9069,Auto
VH005250,CID008771,KA73AB3965,Truck
VH005251,CID008774,KA32AB4572,Bike
VH005252,CID008775,KA38AB5861,Car
VH005253,CID008776,KA68AB2576,Bike
VH005254,CID008778,KA84AB4646,Truck
VH005255,CID008779,KA17AB5047,Truck
VH005256,CID008780,KA68AB2031,Auto
VH005257,CID008783,KA30AB8634,Bike
VH005258,CID008784,KA50AB8423,Bike
VH005259,CID008785,KA08AB5050,Truck
VH005260,CID008786,KA20AB7891,Bike
VH005261,CID008791,KA05AB5576,Bike
VH005262,CID008793,KA38AB5609,Auto
VH005263,CID008797,KA37AB6465,Truck
