evidence_id,case_id,evidence_type,description,status,collected_by
EV012070,CASE000402,Bank Statement,Est soluta amet numquam nemo quisquam temporibus perferendis dolore.,Sent to FSL,OFF00354
EV012071,CASE003520,WhatsApp Chat,Autem minus quae provident adipisci cumque voluptatem necessitatibus eveniet.,Pending Analysis,OFF00256
EV012072,CASE002703,Driving License,Odit a sunt qui dicta.,Pending Analysis,OFF00216
EV012073,CASE005322,Mobile Phone,Laudantium vero et cum iste voluptas.,Pending Analysis,OFF00211
EV012074,CASE000030,Driving License,Incidunt at maxime quibusdam eum rerum repellendus esse nam blanditiis.,Pending Analysis,OFF00195
EV012075,CASE000643,Fingerprint,Itaque accusamus sunt nihil voluptas laborum necessitatibus fugiat ut doloribus incidunt.,Collected,OFF00195
EV012076,CASE003561,Bank Statement,Vero laborum aspernatur dolor temporibus sint adipisci autem officia enim.,Sent to FSL,OFF00139
EV012077,CASE002674,Call Records,Pariatur ipsum quibusdam deserunt quam quidem architecto maxime voluptates molestiae.,Collected,OFF00331
EV012078,CASE005279,WhatsApp Chat,Repudiandae doloribus distinctio illo non veritatis at quia incidunt cumque.,Pending Analysis,OFF00055
EV012079,CASE002936,Laptop,Accusantium qui dolore consequatur quia est officiis.,Verified,OFF00164
EV012080,CASE009281,Photo,Quae fugiat deserunt inventore.,Pending Analysis,OFF00451
EV012081,CASE009293,Bank Statement,Aliquam tempore maxime id quo.,Verified,OFF00381
EV012082,CASE009004,SIM Card,Iusto minus dignissimos quos eum ullam dicta non totam.,Collected,OFF00260
EV012083,CASE007852,DNA Sample,Voluptatum nulla repellendus quis consequuntur deleniti mollitia.,Pending Analysis,OFF00335
EV012084,CASE002802,Driving License,Nemo numquam amet quam quam sed.,Pending Analysis,OFF00311
EV012085,CASE007787,Photo,Explicabo ad dolore eligendi deleniti perspiciatis accusamus.,Pending Analysis,OFF00287
EV012086,CASE008432,Bank Statement,Dolores facilis quisquam iure placeat.,Sent to FSL,OFF00216
EV012087,CASE009658,Driving License,Cum ab praesentium ex natus ea nihil optio.,Collected,OFF00205
EV012088,CASE007243,Bank Statement,Dignissimos dicta aut labore vero ipsum blanditiis vero.,Collected,OFF00413
EV012089,CASE002359,WhatsApp Chat,Autem provident commodi ea rem explicabo minima facere consectetur.,Sent to FSL,OFF00118
EV012090,CASE008610,WhatsApp Chat,Exercitationem exercitationem quidem explicabo modi laboriosam voluptatum fugit.,Pending Analysis,OFF00319
EV012091,CASE002148,SIM Card,Nostrum dolorum doloribus ducimus ut aliquid.,Verified,OFF00176
EV012092,CASE007491,Vehicle,Dignissimos reiciendis iusto aut explicabo officia dolorem.,Pending Analysis,OFF00266
EV012093,CASE004330,Driving License,Omnis assumenda neque quidem dolorum recusandae ratione mollitia quae.,Sent to FSL,OFF00105
EV012094,CASE002263,Driving License,Suscipit itaque odit ab beatae ut.,Collected,OFF00041
EV012095,CASE007726,Call Records,Repudiandae accusantium alias voluptatem unde aspernatur nam commodi tempore.,Collected,OFF00279
EV012096,CASE007626,Video,Esse laudantium quam veniam blanditiis.,Verified,OFF00499
EV012097,CASE002427,Fingerprint,Reprehenderit asperiores vero fugit libero eveniet.,Pending Analysis,OFF00216
EV012098,CASE007145,CCTV Footage,Dignissimos quas repellendus accusamus fugit ea.,Sent to FSL,OFF00363
EV012099,CASE006986,CCTV Footage,Nesciunt maxime impedit voluptatem maiores vel provident culpa minus.,Pending Analysis,OFF00374
EV012100,CASE007050,Passport,Iste nostrum eveniet libero a unde soluta voluptatum.,Sent to FSL,OFF00213
EV012101,CASE000609,Video,Saepe animi quis quam at maiores consequuntur.,Pending Analysis,OFF00263
EV012102,CASE002977,DNA Sample,Soluta molestias ipsam reprehenderit repellendus facilis.,Sent to FSL,OFF00217
EV012103,CASE000579,Video,Magnam asperiores alias tenetur quasi deleniti placeat nesciunt.,Pending Analysis,OFF00271
EV012104,CASE001804,WhatsApp Chat,Molestiae libero perspiciatis quas omnis autem laboriosam.,Pending Analysis,OFF00104
EV012105,CASE000483,Fingerprint,Fugiat maxime incidunt possimus qui iusto eveniet magni.,Verified,OFF00054
EV012106,CASE002881,Vehicle,Voluptatibus officiis modi ad sit porro minus tenetur cupiditate.,Verified,OFF00434
EV012107,CASE002854,Call Records,Dolore iusto iste quod.,Collected,OFF00155
EV012108,CASE002544,Fingerprint,Ab dolorem quod commodi tempora unde reiciendis delectus.,Sent to FSL,OFF00092
EV012109,CASE006313,Laptop,Quo vel debitis rem voluptatibus iure architecto.,Sent to FSL,OFF00163
EV012110,CASE008723,Call Records,Incidunt numquam debitis mollitia cupiditate atque tenetur provident optio explicabo.,Collected,OFF00118
EV012111,CASE007008,Laptop,Optio necessitatibus doloribus esse earum fugit veritatis voluptatum qui.,Sent to FSL,OFF00441
EV012112,CASE008539,Bank Statement,Ex commodi nesciunt asperiores sit maiores incidunt facilis neque quod assumenda.,Pending Analysis,OFF00378
EV012113,CASE006418,Vehicle,Est nulla ad reiciendis esse.,Sent to FSL,OFF00163
EV012114,CASE009583,Laptop,Modi maiores quidem maxime consectetur vitae necessitatibus rem soluta provident.,Pending Analysis,OFF00020
EV012115,CASE002897,Photo,Alias sapiente autem quasi eos quo.,Verified,OFF00419
EV012116,CASE008751,Fingerprint,Nam reiciendis dolorum voluptates soluta.,Sent to FSL,OFF00068
EV012117,CASE002641,WhatsApp Chat,Maiores fugiat sequi quisquam illum nihil voluptatum aliquam adipisci.,Pending Analysis,OFF00288
EV012118,CASE007890,Laptop,Corporis error harum qui consequuntur tempore.,Verified,OFF00295
EV012119,CASE003627,Mobile Phone,Accusamus at placeat est beatae rerum doloremque officia officia maiores quo.,Sent to FSL,OFF00230
EV012120,CASE003392,DNA Sample,Quae voluptatum rem exercitationem voluptas.,Sent to FSL,OFF00261
EV012121,CASE003767,Mobile Phone,Rerum mollitia quibusdam officia minus distinctio fuga eaque.,Verified,OFF00076
EV012122,CASE009994,Mobile Phone,Corrupti provident aspernatur maiores quisquam illum.,Pending Analysis,OFF00129
EV012123,CASE005096,DNA Sample,Maiores quasi vel rem.,Collected,OFF00114
EV012124,CASE005537,SIM Card,Tempora ratione eos tempora dolores cum optio aperiam veniam sed.,Sent to FSL,OFF00188
EV012125,CASE007943,WhatsApp Chat,Blanditiis illo nam nemo accusantium perferendis sint.,Pending Analysis,OFF00195
EV012126,CASE001606,CCTV Footage,Explicabo ipsa impedit ad.,Sent to FSL,OFF00394
EV012127,CASE001565,Weapon,Dolor quos repudiandae recusandae occaecati fugiat cupiditate quia tempore.,Collected,OFF00166
EV012128,CASE004079,CCTV Footage,Distinctio rerum ex totam reiciendis placeat architecto temporibus reprehenderit inventore accusamus.,Verified,OFF00029
EV012129,CASE005903,SIM Card,Possimus aliquid autem accusantium aut asperiores quasi.,Pending Analysis,OFF00004
EV012130,CASE005800,Call Records,Dicta velit officia provident soluta nesciunt ipsam beatae aspernatur fugiat.,Pending Analysis,OFF00258
EV012131,CASE007567,Passport,Labore cum quae tempore quasi atque quod soluta nesciunt.,Sent to FSL,OFF00155
EV012132,CASE002254,DNA Sample,Nobis labore voluptates maiores doloribus consequatur corporis dignissimos minus dolore deserunt.,Verified,OFF00350
EV012133,CASE004626,Video,Adipisci hic commodi dignissimos dolorem harum amet.,Collected,OFF00371
EV012134,CASE009831,Fingerprint,Quos magnam nisi iure sit quasi eos eos.,Pending Analysis,OFF00252
EV012135,CASE002593,Photo,Nulla culpa asperiores recusandae eligendi rem voluptatibus.,Collected,OFF00123
EV012136,CASE002054,Bank Statement,Nostrum recusandae qui numquam error ipsum non.,Sent to FSL,OFF00186
EV012137,CASE006436,Weapon,Expedita facere facere officia architecto tempore.,Verified,OFF00118
EV012138,CASE008567,Bank Statement,Minima laboriosam velit iusto dolorum modi maxime earum.,Collected,OFF00186
EV012139,CASE007773,Call Records,Consequuntur quis ipsa corporis reiciendis explicabo eaque esse.,Pending Analysis,OFF00150
EV012140,CASE002036,Passport,Quis culpa omnis dolore natus vitae facilis quibusdam rerum et.,Collected,OFF00027
EV012141,CASE006558,Bank Statement,Nisi assumenda sint dolores natus cumque ducimus dolore.,Verified,OFF00073
EV012142,CASE000069,Weapon,Ut saepe optio amet dolores sapiente fuga alias.,Pending Analysis,OFF00045
EV012143,CASE004886,Photo,Amet atque voluptas sed voluptate atque consectetur magnam.,Sent to FSL,OFF00007
EV012144,CASE009471,Photo,Maxime porro iure exercitationem beatae blanditiis quam explicabo.,Pending Analysis,OFF00480
EV012145,CASE007239,Laptop,Deleniti tempora molestiae suscipit nisi adipisci.,Pending Analysis,OFF00149
EV012146,CASE009462,Driving License,Facere aperiam voluptates voluptates commodi libero quisquam officia.,Collected,OFF00339
EV012147,CASE007575,Call Records,Temporibus laborum doloribus dolores nam ad quod a nobis nemo.,Pending Analysis,OFF00099
EV012148,CASE003369,DNA Sample,In quos molestiae sed quaerat iure maiores porro.,Verified,OFF00240
EV012149,CASE003115,Fingerprint,Deserunt et saepe illo.,Collected,OFF00267
EV012150,CASE000821,Vehicle,Necessitatibus impedit possimus odit quae dolorum corrupti iste dicta doloremque.,Sent to FSL,OFF00177
EV012151,CASE003304,Video,Optio reiciendis atque nemo voluptate voluptatum incidunt.,Verified,OFF00266
EV012152,CASE006937,Weapon,Quaerat necessitatibus accusamus non voluptas.,Verified,OFF00341
EV012153,CASE000177,Mobile Phone,Illum tempore incidunt voluptas tempore animi blanditiis quaerat.,Pending Analysis,OFF00485
EV012154,CASE004859,Fingerprint,Maxime ullam aspernatur quo accusantium quae iste quos earum eveniet asperiores.,Collected,OFF00453
EV012155,CASE004304,CCTV Footage,Laboriosam corporis dolorum maxime libero doloremque unde mollitia.,Collected,OFF00014
EV012156,CASE002199,Passport,Explicabo architecto consectetur atque minus odio.,Collected,OFF00280
EV012157,CASE001375,Vehicle,Vel debitis ex corporis vel a distinctio iste.,Pending Analysis,OFF00459
EV012158,CASE003398,Weapon,Ipsam neque provident esse tempore modi a.,Sent to FSL,OFF00500
EV012159,CASE009344,Bank Statement,Vitae doloremque ducimus alias facilis repudiandae culpa.,Pending Analysis,OFF00395
EV012160,CASE004354,Photo,Natus quam sequi repellendus aut nostrum asperiores.,Verified,OFF00416
EV012161,CASE005981,Fingerprint,Quas et facilis inventore reprehenderit quisquam impedit quas.,Sent to FSL,OFF00173
EV012162,CASE001903,Passport,Corporis placeat reiciendis voluptates a animi saepe fuga.,Collected,OFF00283
EV012163,CASE003221,Weapon,Consectetur neque doloribus odit id harum.,Verified,OFF00195
EV012164,CASE000575,WhatsApp Chat,Officia error maiores illum.,Pending Analysis,OFF00458
EV012165,CASE002409,Driving License,Ullam quisquam eveniet tenetur excepturi accusamus laudantium praesentium consectetur laborum.,Verified,OFF00048
EV012166,CASE002355,SIM Card,Est ipsa voluptatem consectetur laboriosam possimus fugit nostrum quae voluptas.,Collected,OFF00154
EV012167,CASE004420,Mobile Phone,Dolorem earum beatae ipsum ea eaque asperiores omnis.,Collected,OFF00437
EV012168,CASE002004,Photo,Quae quidem quia dicta at corrupti quisquam.,Verified,OFF00160
EV012169,CASE003819,Driving License,Dolorum distinctio impedit veniam veritatis dolor quaerat facilis dolore eum.,Pending Analysis,OFF00163
EV012170,CASE006345,Laptop,Magnam tempore itaque fugit ea hic nobis quae labore doloremque.,Collected,OFF00388
EV012171,CASE006541,Fingerprint,Enim consequuntur dolorem deleniti temporibus.,Verified,OFF00340
EV012172,CASE003296,Bank Statement,Explicabo aut ratione assumenda ullam.,Collected,OFF00416
EV012173,CASE008822,Weapon,Assumenda ratione eum dicta distinctio nesciunt nisi optio mollitia.,Sent to FSL,OFF00062
EV012174,CASE005930,Mobile Phone,Iusto beatae non rerum quibusdam consequatur quasi perferendis possimus.,Pending Analysis,OFF00095
EV012175,CASE009018,DNA Sample,Quaerat voluptate pariatur sunt sed qui cumque cupiditate non harum.,Collected,OFF00310
EV012176,CASE003726,Weapon,Iusto aliquid beatae optio libero iste accusantium magnam amet sapiente.,Verified,OFF00002
EV012177,CASE004737,Call Records,Recusandae distinctio totam eaque blanditiis culpa culpa nihil laborum.,Pending Analysis,OFF00064
EV012178,CASE001513,CCTV Footage,Earum nihil illum iure laudantium.,Sent to FSL,OFF00068
EV012179,CASE002112,Passport,Quidem pariatur vitae sequi totam assumenda nulla.,Collected,OFF00273
EV012180,CASE002116,Weapon,Voluptas iure soluta dolores repudiandae vel sed repellat ipsam temporibus.,Sent to FSL,OFF00329
EV012181,CASE007318,Video,Iure architecto in doloribus non.,Collected,OFF00126
EV012182,CASE001075,DNA Sample,Ab laborum reprehenderit excepturi cum unde.,Sent to FSL,OFF00402
EV012183,CASE005474,CCTV Footage,Quo expedita nemo odio illum architecto repellat.,Pending Analysis,OFF00301
EV012184,CASE005679,Driving License,Voluptatum aliquam laudantium numquam pariatur architecto.,Sent to FSL,OFF00217
EV012185,CASE003868,Video,Optio cupiditate maxime accusantium possimus.,Pending Analysis,OFF00217
EV012186,CASE008299,Bank Statement,Nulla deserunt porro adipisci dolore adipisci omnis assumenda iste velit.,Verified,OFF00048
EV012187,CASE005401,SIM Card,Nisi quibusdam dolor modi quos ab.,Sent to FSL,OFF00107
EV012188,CASE006848,Fingerprint,Omnis culpa magnam fuga tempora illum.,Verified,OFF00129
EV012189,CASE000200,CCTV Footage,Voluptate iure cum veritatis odio officia repellat aut minima saepe.,Collected,OFF00010
EV012190,CASE008850,CCTV Footage,Nulla laborum voluptatibus modi facilis.,Collected,OFF00377
EV012191,CASE007749,Mobile Phone,Harum impedit nobis temporibus tempore similique quia error.,Pending Analysis,OFF00125
EV012192,CASE008495,SIM Card,Nobis voluptatum voluptatibus corporis totam.,Collected,OFF00099
EV012193,CASE006058,Passport,Delectus eveniet dolore blanditiis possimus velit nesciunt rem asperiores.,Collected,OFF00235
EV012194,CASE006102,Fingerprint,Eum necessitatibus tempora laborum molestias in ducimus sed hic tenetur.,Pending Analysis,OFF00420
EV012195,CASE005128,Passport,Animi ea id similique maxime quam nemo.,Sent to FSL,OFF00033
EV012196,CASE005366,Driving License,Rerum ea quo quod nam quod.,Pending Analysis,OFF00318
EV012197,CASE001930,Photo,Suscipit ratione rerum aliquid.,Sent to FSL,OFF00422
EV012198,CASE003624,DNA Sample,Autem eos necessitatibus harum cupiditate.,Sent to FSL,OFF00178
EV012199,CASE003567,Driving License,Voluptate explicabo impedit fugit animi consequatur nesciunt architecto itaque earum.,Pending Analysis,OFF00128
EV012200,CASE003363,Vehicle,Ut suscipit fugit porro animi.,Sent to FSL,OFF00246
EV012201,CASE003268,SIM Card,Odio ex amet nihil voluptas soluta explicabo deleniti qui quibusdam.,Sent to FSL,OFF00383
EV012202,CASE002098,Weapon,Totam labore doloribus tempore.,Sent to FSL,OFF00330
EV012203,CASE009939,SIM Card,Quisquam aut nostrum minus incidunt alias magni.,Sent to FSL,OFF00487
EV012204,CASE002861,Mobile Phone,Nesciunt est optio minus ab.,Verified,OFF00479
EV012205,CASE003545,Mobile Phone,Accusantium vitae cum earum vero.,Collected,OFF00018
EV012206,CASE003563,Mobile Phone,Eos eveniet dolore quo repellendus necessitatibus tenetur.,Collected,OFF00153
EV012207,CASE006925,Laptop,Id laborum provident veritatis expedita alias recusandae qui eveniet.,Pending Analysis,OFF00171
EV012208,CASE005818,Passport,Labore nisi ullam dolore saepe tempore.,Verified,OFF00358
EV012209,CASE009043,WhatsApp Chat,Veniam reiciendis provident inventore neque numquam quidem hic at.,Verified,OFF00216
EV012210,CASE003747,Mobile Phone,Eveniet a dicta totam facere porro dicta facilis.,Pending Analysis,OFF00416
EV012211,CASE003950,Call Records,Fugiat voluptate minus incidunt laudantium vel animi.,Pending Analysis,OFF00139
EV012212,CASE009753,Bank Statement,Quam ex quos dicta ullam natus itaque temporibus nostrum atque.,Pending Analysis,OFF00354
EV012213,CASE005669,Call Records,Molestias laboriosam dolores quibusdam asperiores tenetur vitae.,Pending Analysis,OFF00346
EV012214,CASE008151,Vehicle,Necessitatibus sed magni aliquam saepe.,Collected,OFF00025
EV012215,CASE006941,Fingerprint,Iure incidunt sequi hic deleniti.,Sent to FSL,OFF00240
EV012216,CASE001546,Driving License,Ipsam voluptatem nemo veniam nemo ducimus fugiat modi voluptatem.,Sent to FSL,OFF00047
EV012217,CASE009139,Vehicle,Suscipit consequatur adipisci occaecati iusto cupiditate architecto esse officiis ad.,Pending Analysis,OFF00377
EV012218,CASE006192,Weapon,Cum sint dolores esse facilis.,Sent to FSL,OFF00009
EV012219,CASE002848,Laptop,Omnis animi labore iste iste enim maxime commodi doloribus.,Verified,OFF00477
EV012220,CASE008804,Passport,Suscipit fugiat illum temporibus fugiat ad quibusdam illo.,Verified,OFF00466
EV012221,CASE008076,SIM Card,Hic eaque recusandae quidem at dolores.,Sent to FSL,OFF00348
EV012222,CASE006266,Driving License,A repellat eligendi exercitationem modi harum rerum ducimus ab deserunt.,Collected,OFF00080
EV012223,CASE008762,Fingerprint,Facere sapiente quibusdam eius ullam modi.,Pending Analysis,OFF00064
EV012224,CASE005590,WhatsApp Chat,Aut ut repellat mollitia nihil perferendis dolore.,Sent to FSL,OFF00215
EV012225,CASE004105,Fingerprint,Aspernatur vero quibusdam numquam porro sed explicabo aliquid.,Pending Analysis,OFF00047
EV012226,CASE003003,Passport,Ab illo autem libero soluta esse aut.,Pending Analysis,OFF00148
EV012227,CASE009711,DNA Sample,Exercitationem iste ipsa assumenda non molestiae iusto pariatur ipsa illum.,Sent to FSL,OFF00293
EV012228,CASE002187,Video,Eum necessitatibus ipsum illum error nam maxime aut rerum atque.,Sent to FSL,OFF00163
EV012229,CASE008412,CCTV Footage,Consectetur a beatae ab ut sunt.,Pending Analysis,OFF00174
EV012230,CASE003337,Fingerprint,Eligendi similique cumque consectetur dolorem sunt.,Verified,OFF00250
EV012231,CASE007021,Weapon,Vitae qui dolorum ipsam nihil facilis ad ipsum.,Pending Analysis,OFF00269
EV012232,CASE008835,Call Records,Laboriosam aut sapiente cupiditate rem accusamus facere officia odit.,Collected,OFF00317
EV012233,CASE003609,Laptop,Eveniet placeat esse rerum magnam a a ab quaerat reprehenderit dolorem.,Pending Analysis,OFF00014
EV012234,CASE001837,Mobile Phone,Voluptatibus atque laudantium omnis similique repellat.,Sent to FSL,OFF00107
EV012235,CASE001179,WhatsApp Chat,Dolores itaque cum maiores aut.,Pending Analysis,OFF00437
EV012236,CASE000144,Passport,Nesciunt quis explicabo incidunt nostrum sed totam.,Verified,OFF00444
EV012237,CASE003412,Driving License,Quas labore aliquam perferendis inventore est reprehenderit dolore tempora distinctio.,Verified,OFF00013
EV012238,CASE005504,Video,Sint veritatis quas voluptas.,Collected,OFF00144
EV012239,CASE005308,Mobile Phone,Maxime deleniti omnis expedita ad assumenda ducimus labore ab.,Verified,OFF00212
EV012240,CASE003389,DNA Sample,Unde adipisci dolorum eaque atque repudiandae maxime.,Verified,OFF00284
EV012241,CASE001985,Call Records,Aut quos cumque harum pariatur similique.,Pending Analysis,OFF00271
EV012242,CASE009870,Vehicle,Ipsam nesciunt nostrum amet voluptate culpa autem maxime illo.,Sent to FSL,OFF00097
EV012243,CASE002011,Video,Nesciunt aliquam aliquid assumenda repellat nemo aliquid.,Pending Analysis,OFF00470
EV012244,CASE000683,DNA Sample,Enim saepe fuga voluptates inventore alias assumenda.,Collected,OFF00216
EV012245,CASE002937,Call Records,A in dolore dicta molestiae eveniet.,Verified,OFF00439
EV012246,CASE002786,SIM Card,Numquam debitis voluptas eaque dolore voluptate quidem tenetur minus.,Pending Analysis,OFF00335
EV012247,CASE007043,DNA Sample,Minus quis amet quae recusandae.,Pending Analysis,OFF00257
EV012248,CASE008163,DNA Sample,Accusantium ut aliquid sequi laborum laborum excepturi unde.,Sent to FSL,OFF00491
EV012249,CASE001777,Photo,Quo repellendus hic amet quibusdam sed.,Sent to FSL,OFF00128
EV012250,CASE006716,Weapon,Sit iste quas fugit consequuntur vitae illo dolorem sequi nobis officiis.,Sent to FSL,OFF00355
EV012251,CASE004422,Video,Ab aliquid eum ratione perspiciatis perspiciatis sapiente aspernatur consequatur perspiciatis praesentium.,Collected,OFF00177
EV012252,CASE005266,Video,Ducimus non laborum itaque quas ea accusantium voluptate animi maiores.,Sent to FSL,OFF00418
EV012253,CASE001005,Photo,Unde doloremque quae sed corrupti delectus consectetur praesentium soluta accusamus.,Sent to FSL,OFF00078
EV012254,CASE002762,CCTV Footage,Est vitae totam dolores debitis.,Pending Analysis,OFF00472
EV012255,CASE005042,Bank Statement,Est itaque consequuntur perspiciatis ut assumenda laborum dolores iste voluptas.,Pending Analysis,OFF00251
EV012256,CASE000565,WhatsApp Chat,Deserunt quod animi sunt occaecati amet.,Collected,OFF00444
EV012257,CASE000039,SIM Card,Molestias aut aliquid ab ullam eaque.,Sent to FSL,OFF00068
EV012258,CASE002304,WhatsApp Chat,Quaerat ullam ratione aut ratione ipsum illum officia.,Verified,OFF00176
EV012259,CASE004082,Laptop,Veritatis dolorum quam non earum architecto minima.,Pending Analysis,OFF00056
EV012260,CASE002551,Mobile Phone,Ullam illo commodi a dolorem et quidem sequi.,Collected,OFF00235
EV012261,CASE005976,Weapon,Assumenda dolor assumenda aut voluptates eligendi fugiat.,Sent to FSL,OFF00019
EV012262,CASE004701,Fingerprint,Amet aut autem veniam iusto eos autem aperiam neque dolorum.,Collected,OFF00152
EV012263,CASE005954,Vehicle,Ducimus ea eaque quidem id enim.,Pending Analysis,OFF00040
EV012264,CASE006076,Mobile Phone,Necessitatibus nisi quis quas officia aspernatur ratione unde.,Verified,OFF00274
EV012265,CASE000836,Video,Sint repellat eos similique hic dolorem cupiditate consequatur non quidem rem.,Sent to FSL,OFF00320
EV012266,CASE009677,Photo,Perferendis beatae aliquid officiis amet nesciunt corrupti fuga ab.,Pending Analysis,OFF00094
EV012267,CASE008020,SIM Card,Repellat temporibus ipsum magni corporis doloremque adipisci quam accusamus.,Verified,OFF00265
EV012268,CASE007255,Bank Statement,Id distinctio hic atque possimus impedit repellendus.,Collected,OFF00025
EV012269,CASE000783,SIM Card,Velit error temporibus consequatur commodi iste.,Verified,OFF00397
EV012270,CASE001981,Call Records,Expedita dolorum iusto sunt qui blanditiis.,Collected,OFF00022
EV012271,CASE002536,WhatsApp Chat,Sint sequi reprehenderit consequuntur quibusdam facilis quod modi explicabo harum.,Sent to FSL,OFF00055
EV012272,CASE001035,WhatsApp Chat,Cum ipsa ipsam quam nihil ipsum illum ex blanditiis.,Collected,OFF00440
EV012273,CASE004654,WhatsApp Chat,Voluptas sequi quaerat sit blanditiis sit.,Pending Analysis,OFF00412
EV012274,CASE008834,Laptop,Cumque dolorum eius laborum quia repudiandae repellat voluptas veniam repellendus.,Sent to FSL,OFF00164
EV012275,CASE008087,Driving License,Maiores provident laborum laborum cum dolorum dolor.,Pending Analysis,OFF00366
EV012276,CASE003606,Laptop,Ipsum nesciunt nesciunt maiores animi ut id in maxime.,Pending Analysis,OFF00037
EV012277,CASE004842,Fingerprint,Facilis voluptas officiis quia numquam.,Verified,OFF00393
EV012278,CASE004511,Passport,Omnis quo reiciendis perspiciatis cupiditate iste eligendi nulla atque vero.,Verified,OFF00389
EV012279,CASE003367,Laptop,Odio doloremque laudantium facilis laborum esse dolorem.,Verified,OFF00327
EV012280,CASE006769,Passport,Deserunt qui temporibus distinctio quia officiis quo quod.,Pending Analysis,OFF00307
EV012281,CASE002815,Bank Statement,Repellendus sapiente saepe quia dicta nisi iste.,Sent to FSL,OFF00399
EV012282,CASE005343,WhatsApp Chat,Itaque quisquam veritatis assumenda iusto iusto occaecati ea consectetur accusamus.,Verified,OFF00158
EV012283,CASE008991,Bank Statement,Error fugit ex ex sapiente commodi magni natus animi facilis.,Pending Analysis,OFF00143
EV012284,CASE009736,Photo,Et est voluptate incidunt similique neque.,Verified,OFF00139
EV012285,CASE008596,DNA Sample,Officia a rerum aliquam laboriosam harum eaque reprehenderit aliquid.,Verified,OFF00188
EV012286,CASE005953,CCTV Footage,Atque nulla aut suscipit quo maxime unde blanditiis.,Verified,OFF00160
EV012287,CASE006796,Weapon,Odio praesentium reprehenderit itaque aspernatur modi non hic animi.,Sent to FSL,OFF00017
EV012288,CASE006037,Weapon,Tempore quisquam voluptate possimus molestias odit ratione sunt.,Sent to FSL,OFF00109
EV012289,CASE001501,Mobile Phone,Recusandae tenetur repellat consequuntur suscipit dolor architecto.,Verified,OFF00119
EV012290,CASE006689,Mobile Phone,Alias consectetur ea recusandae quis voluptates sint similique quasi itaque.,Pending Analysis,OFF00483
EV012291,CASE007453,Laptop,Fuga est eligendi ipsam quam officiis nostrum neque.,Verified,OFF00296
EV012292,CASE004389,Photo,Modi totam accusamus aliquam repudiandae animi sunt.,Collected,OFF00132
EV012293,CASE001649,Vehicle,Dignissimos corrupti blanditiis deserunt earum numquam reprehenderit.,Verified,OFF00455
EV012294,CASE000596,SIM Card,Odit deleniti magni iste quas maiores suscipit.,Verified,OFF00162
EV012295,CASE003230,CCTV Footage,Quos cum maxime cupiditate cumque eaque odit.,Verified,OFF00062
EV012296,CASE002715,Photo,Nostrum aliquam quidem ipsum repellat dolorum.,Pending Analysis,OFF00271
EV012297,CASE009348,Photo,Iure sint magni minima eos facere in asperiores.,Collected,OFF00173
EV012298,CASE003002,Fingerprint,Aperiam reiciendis dolorem veniam et at.,Verified,OFF00227
EV012299,CASE007063,CCTV Footage,Magnam occaecati in molestias rem natus reprehenderit ratione.,Pending Analysis,OFF00001
EV012300,CASE002155,Video,Vero culpa nisi officiis molestiae.,Pending Analysis,OFF00405
EV012301,CASE009982,Laptop,Quae animi odio iusto expedita ratione ad.,Sent to FSL,OFF00086
EV012302,CASE009565,Bank Statement,Doloribus dolore facere reiciendis hic.,Collected,OFF00484
EV012303,CASE002869,Mobile Phone,Voluptatem dolor blanditiis nihil laboriosam suscipit.,Sent to FSL,OFF00176
EV012304,CASE002389,Photo,Dolor dignissimos corrupti atque error possimus nobis aperiam consequatur.,Verified,OFF00171
EV012305,CASE000779,Weapon,Praesentium amet quisquam tempore voluptas.,Pending Analysis,OFF00429
EV012306,CASE002922,Fingerprint,Nobis repudiandae illum est perferendis nam exercitationem nostrum.,Collected,OFF00265
EV012307,CASE007678,WhatsApp Chat,Nobis facilis natus optio similique iure nihil asperiores eligendi autem.,Collected,OFF00122
EV012308,CASE006290,Passport,Ex reiciendis totam inventore dolor minus.,Sent to FSL,OFF00221
EV012309,CASE004939,Bank Statement,Corporis sint suscipit adipisci consectetur explicabo.,Sent to FSL,OFF00294
EV012310,CASE003261,Mobile Phone,Sunt molestias ducimus corrupti nostrum voluptatibus nam quisquam.,Sent to FSL,OFF00094
EV012311,CASE004158,Passport,Consectetur dicta earum laboriosam omnis eaque.,Sent to FSL,OFF00276
EV012312,CASE005571,Bank Statement,Commodi consequuntur consectetur deleniti sapiente laboriosam animi officia.,Collected,OFF00487
EV012313,CASE006132,Video,Tempora facilis exercitationem iusto commodi doloremque beatae nostrum eaque.,Collected,OFF00190
EV012314,CASE004198,WhatsApp Chat,Voluptatem perferendis minus quos vero.,Verified,OFF00072
EV012315,CASE002281,WhatsApp Chat,Unde fugit est quasi id quod non voluptatem recusandae tempore modi.,Sent to FSL,OFF00087
EV012316,CASE002580,Laptop,Dignissimos labore tempora omnis iure molestias dolorum id repellendus.,Verified,OFF00496
EV012317,CASE005586,Weapon,Quibusdam cupiditate nisi aliquid aperiam.,Pending Analysis,OFF00077
EV012318,CASE003328,Vehicle,Reiciendis corporis nobis mollitia repellendus quia corporis qui rem perferendis.,Collected,OFF00271
EV012319,CASE006002,Driving License,Nostrum nam ad veritatis mollitia numquam accusantium accusantium non.,Verified,OFF00005
EV012320,CASE004844,Video,Laborum eveniet at omnis officiis quas accusantium.,Verified,OFF00168
