victim_id,case_id,citizen_id,injury_level
VIC006754,CASE008619,CID006467,None
VIC006755,CASE008608,CID005183,Serious
VIC006756,CASE000848,CID006625,Critical
VIC006757,CASE004958,CID007273,None
VIC006758,CASE009046,CID008611,None
VIC006759,CASE003046,CID007769,None
VIC006760,CASE003419,CID007525,Critical
VIC006761,CASE004043,CID001487,Critical
VIC006762,CASE000642,CID006567,Minor
VIC006763,CASE003679,CID008943,Minor
VIC006764,CASE004077,CID000408,Serious
VIC006765,CASE005526,CID009090,None
VIC006766,CASE002623,CID001100,Critical
VIC006767,CASE002808,CID002587,Minor
VIC006768,CASE001522,CID001450,Serious
VIC006769,CASE007800,CID004678,Serious
VIC006770,CASE009496,CID000870,Critical
VIC006771,CASE001191,CID001698,Critical
VIC006772,CASE007958,CID003103,None
VIC006773,CASE002974,CID007577,Minor
VIC006774,CASE004216,CID005797,Minor
VIC006775,CASE000638,CID006711,Critical
VIC006776,CASE004951,CID003012,Critical
VIC006777,CASE008100,CID008343,Serious
VIC006778,CASE000948,CID008267,Critical
VIC006779,CASE000810,CID004111,None
VIC006780,CASE001461,CID004959,Critical
VIC006781,CASE005326,CID006698,Serious
VIC006782,CASE009611,CID000122,Serious
VIC006783,CASE008151,CID005564,Critical
VIC006784,CASE001263,CID000283,Critical
VIC006785,CASE001659,CID006100,Serious
VIC006786,CASE006378,CID003465,Serious
VIC006787,CASE009278,CID009541,None
VIC006788,CASE000740,CID005459,None
VIC006789,CASE005772,CID007002,Critical
VIC006790,CASE007630,CID009170,Serious
VIC006791,CASE000374,CID001455,None
VIC006792,CASE002641,CID003016,None
VIC006793,CASE006458,CID004389,Critical
VIC006794,CASE006517,CID007237,Critical
VIC006795,CASE002449,CID008870,Minor
VIC006796,CASE003724,CID002010,Minor
VIC006797,CASE006667,CID006091,None
VIC006798,CASE005059,CID002635,Critical
VIC006799,CASE005212,CID004755,Critical
VIC006800,CASE001516,CID001776,Critical
VIC006801,CASE008782,CID008982,Critical
VIC006802,CASE009334,CID001530,Critical
VIC006803,CASE001850,CID009445,Serious
VIC006804,CASE009607,CID006149,Serious
VIC006805,CASE009124,CID001255,Critical
VIC006806,CASE001474,CID007608,Minor
VIC006807,CASE000780,CID009055,Minor
VIC006808,CASE003231,CID009791,Serious
VIC006809,CASE004353,CID007088,Minor
VIC006810,CASE004443,CID009191,Critical
VIC006811,CASE008874,CID002482,Minor
VIC006812,CASE003092,CID001907,Serious
VIC006813,CASE004526,CID001897,Critical
VIC006814,CASE005179,CID005261,Critical
VIC006815,CASE001961,CID000951,Minor
VIC006816,CASE009369,CID002491,Serious
VIC006817,CASE004847,CID009051,Serious
VIC006818,CASE009547,CID009229,None
VIC006819,CASE004945,CID007866,Minor
VIC006820,CASE001683,CID008443,Serious
VIC006821,CASE009254,CID002445,None
VIC006822,CASE006764,CID008367,None
VIC006823,CASE006227,CID003110,Serious
VIC006824,CASE005376,CID008395,Critical
VIC006825,CASE006541,CID007767,Serious
VIC006826,CASE006729,CID007334,None
VIC006827,CASE009857,CID003966,None
VIC006828,CASE009271,CID004863,None
VIC006829,CASE008440,CID007147,Critical
VIC006830,CASE004052,CID000469,Serious
VIC006831,CASE007881,CID001220,Minor
VIC006832,CASE008740,CID008296,Serious
VIC006833,CASE003163,CID006484,Serious
VIC006834,CASE002743,CID004849,None
VIC006835,CASE009944,CID006008,None
VIC006836,CASE002791,CID001715,None
VIC006837,CASE003180,CID005413,None
VIC006838,CASE002731,CID003966,Serious
VIC006839,CASE008636,CID009360,None
VIC006840,CASE003543,CID005924,None
VIC006841,CASE005510,CID008533,Minor
VIC006842,CASE000167,CID004596,Serious
VIC006843,CASE002456,CID001850,Serious
VIC006844,CASE006168,CID008029,None
VIC006845,CASE006015,CID007633,Minor
VIC006846,CASE005151,CID004362,Minor
VIC006847,CASE002598,CID008522,Minor
VIC006848,CASE006277,CID000394,Minor
VIC006849,CASE002769,CID007324,Critical
VIC006850,CASE006484,CID003578,Serious
VIC006851,CASE004569,CID000185,Critical
VIC006852,CASE008886,CID000547,Serious
VIC006853,CASE004651,CID004071,Minor
VIC006854,CASE005382,CID005648,Minor
VIC006855,CASE004666,CID008768,None
VIC006856,CASE002624,CID006098,Critical
VIC006857,CASE003157,CID002732,Critical
VIC006858,CASE003022,CID000595,Serious
VIC006859,CASE002926,CID009857,Minor
VIC006860,CASE008753,CID003328,Critical
VIC006861,CASE005187,CID002856,Critical
VIC006862,CASE004977,CID000729,Critical
VIC006863,CASE000455,CID002483,Minor
VIC006864,CASE004542,CID003736,Minor
VIC006865,CASE000247,CID005534,Minor
VIC006866,CASE004508,CID000826,None
VIC006867,CASE002225,CID000533,Minor
VIC006868,CASE008002,CID001631,None
VIC006869,CASE001870,CID000487,Serious
VIC006870,CASE009967,CID005468,None
VIC006871,CASE008628,CID007248,None
VIC006872,CASE005461,CID008765,Minor
VIC006873,CASE004967,CID001824,Minor
VIC006874,CASE009454,CID001207,Minor
VIC006875,CASE008639,CID001209,Serious
VIC006876,CASE004999,CID000741,Serious
VIC006877,CASE003355,CID006550,Serious
VIC006878,CASE009791,CID008200,Minor
VIC006879,CASE003220,CID006354,Minor
VIC006880,CASE007926,CID004931,Minor
VIC006881,CASE006660,CID006616,Critical
VIC006882,CASE007261,CID001831,None
VIC006883,CASE009844,CID001463,Minor
VIC006884,CASE006606,CID009732,None
VIC006885,CASE007908,CID000075,Serious
VIC006886,CASE007334,CID004741,Serious
VIC006887,CASE002581,CID008685,Minor
VIC006888,CASE002266,CID005120,Critical
VIC006889,CASE006355,CID006120,None
VIC006890,CASE007666,CID008564,Critical
VIC006891,CASE009610,CID009139,Critical
VIC006892,CASE007175,CID008471,Minor
VIC006893,CASE001977,CID009225,None
VIC006894,CASE007779,CID004492,None
VIC006895,CASE005348,CID007101,Serious
VIC006896,CASE000245,CID009788,None
VIC006897,CASE001067,CID007488,Critical
VIC006898,CASE009131,CID005276,None
VIC006899,CASE000051,CID009847,Minor
VIC006900,CASE003281,CID003075,Critical
VIC006901,CASE006482,CID004816,Serious
VIC006902,CASE003279,CID007598,None
VIC006903,CASE001958,CID006406,None
VIC006904,CASE005834,CID003362,None
VIC006905,CASE006245,CID003671,Serious
VIC006906,CASE003340,CID006128,Serious
VIC006907,CASE001579,CID005040,None
VIC006908,CASE002200,CID008621,None
VIC006909,CASE007192,CID004090,None
VIC006910,CASE003618,CID008550,Critical
VIC006911,CASE001780,CID000401,Critical
VIC006912,CASE002520,CID000837,Serious
VIC006913,CASE004125,CID006227,Critical
VIC006914,CASE006688,CID009941,Serious
VIC006915,CASE006788,CID002301,Serious
VIC006916,CASE008170,CID000624,Serious
VIC006917,CASE000810,CID004402,Critical
VIC006918,CASE008157,CID000992,Serious
VIC006919,CASE001660,CID001593,Minor
VIC006920,CASE008755,CID006143,Serious
VIC006921,CASE000963,CID000867,Serious
VIC006922,CASE007986,CID000329,Serious
VIC006923,CASE007387,CID004182,None
VIC006924,CASE008614,CID005763,Minor
VIC006925,CASE004216,CID009982,Critical
VIC006926,CASE008355,CID008543,Critical
VIC006927,CASE008561,CID000776,Minor
VIC006928,CASE002674,CID000730,None
VIC006929,CASE000018,CID005287,Serious
VIC006930,CASE001756,CID006412,Critical
VIC006931,CASE008595,CID005894,None
VIC006932,CASE003157,CID005858,Minor
VIC006933,CASE008221,CID001867,Serious
VIC006934,CASE000529,CID004033,Serious
VIC006935,CASE002560,CID009959,Critical
VIC006936,CASE005388,CID007296,Serious
VIC006937,CASE003350,CID007820,Serious
VIC006938,CASE005869,CID000039,Serious
VIC006939,CASE009454,CID005962,Serious
VIC006940,CASE004515,CID004584,Minor
VIC006941,CASE003747,CID003410,Serious
VIC006942,CASE000320,CID004140,Serious
VIC006943,CASE007330,CID007756,Critical
VIC006944,CASE008828,CID005265,Serious
VIC006945,CASE008631,CID007002,Critical
VIC006946,CASE005730,CID009384,Critical
VIC006947,CASE005718,CID000298,Serious
VIC006948,CASE003311,CID007127,Minor
VIC006949,CASE004981,CID001576,None
VIC006950,CASE008350,CID008556,Minor
VIC006951,CASE002517,CID009004,Critical
VIC006952,CASE000714,CID003975,Serious
VIC006953,CASE001583,CID005919,None
VIC006954,CASE004885,CID008441,Critical
VIC006955,CASE001429,CID006741,Minor
VIC006956,CASE001346,CID005005,Critical
VIC006957,CASE005914,CID004954,Critical
VIC006958,CASE007408,CID005067,Critical
VIC006959,CASE007990,CID005125,Critical
VIC006960,CASE005405,CID002498,Serious
VIC006961,CASE001177,CID007768,Serious
VIC006962,CASE007980,CID006347,None
VIC006963,CASE000294,CID006022,Minor
VIC006964,CASE008691,CID004186,Minor
VIC006965,CASE006834,CID009573,Serious
VIC006966,CASE004428,CID008147,Critical
VIC006967,CASE008425,CID002273,Minor
VIC006968,CASE008060,CID002477,Minor
VIC006969,CASE005528,CID000630,Critical
VIC006970,CASE001696,CID000086,Minor
VIC006971,CASE005052,CID004321,None
VIC006972,CASE000255,CID000645,Critical
VIC006973,CASE000600,CID004296,Critical
VIC006974,CASE000400,CID002348,Critical
VIC006975,CASE005372,CID002415,Critical
VIC006976,CASE007771,CID005636,Critical
VIC006977,CASE004518,CID001223,None
VIC006978,CASE009499,CID000475,Minor
VIC006979,CASE000091,CID007830,None
VIC006980,CASE001227,CID005456,Minor
VIC006981,CASE004988,CID006602,Critical
VIC006982,CASE008236,CID000649,Critical
VIC006983,CASE000683,CID008354,Serious
VIC006984,CASE000825,CID001510,Serious
VIC006985,CASE002031,CID003405,Minor
VIC006986,CASE007863,CID007699,Minor
VIC006987,CASE002714,CID007634,Critical
VIC006988,CASE002637,CID006284,Minor
VIC006989,CASE000548,CID007641,Serious
VIC006990,CASE009443,CID000775,Serious
VIC006991,CASE004667,CID007170,Critical
VIC006992,CASE005732,CID009757,Minor
VIC006993,CASE009018,CID001923,Critical
VIC006994,CASE007701,CID001066,None
VIC006995,CASE000437,CID007854,Serious
VIC006996,CASE004240,CID000021,Minor
VIC006997,CASE000973,CID005240,Critical
VIC006998,CASE002110,CID003962,Serious
VIC006999,CASE006930,CID008335,Minor
VIC007000,CASE006652,CID005882,Minor
VIC007001,CASE007336,CID001205,None
VIC007002,CASE005987,CID008961,Serious
VIC007003,CASE001336,CID001617,Minor
VIC007004,CASE008087,CID008948,Minor
VIC007005,CASE003565,CID007108,Critical
VIC007006,CASE000618,CID006748,Critical
VIC007007,CASE006047,CID004010,Minor
VIC007008,CASE001044,CID002132,Critical
VIC007009,CASE006708,CID009546,None
VIC007010,CASE004124,CID005722,Critical
VIC007011,CASE008491,CID001308,Minor
VIC007012,CASE009438,CID004972,None
VIC007013,CASE003071,CID008956,Serious
VIC007014,CASE007344,CID008093,Critical
VIC007015,CASE002771,CID000814,Minor
VIC007016,CASE004401,CID005422,Critical
VIC007017,CASE002754,CID001179,None
VIC007018,CASE005469,CID008771,Serious
VIC007019,CASE001313,CID007322,None
VIC007020,CASE002476,CID007420,None
VIC007021,CASE001819,CID001600,None
VIC007022,CASE008817,CID008699,None
VIC007023,CASE006045,CID000568,Critical
VIC007024,CASE005939,CID001302,Minor
VIC007025,CASE009120,CID002497,Critical
VIC007026,CASE007147,CID000376,None
VIC007027,CASE004426,CID007400,Minor
VIC007028,CASE009529,CID009681,Minor
VIC007029,CASE009536,CID008077,Minor
VIC007030,CASE002735,CID004622,Serious
VIC007031,CASE008961,CID008901,Minor
VIC007032,CASE006307,CID005698,Serious
VIC007033,CASE004611,CID005970,None
VIC007034,CASE007097,CID007902,Critical
VIC007035,CASE007172,CID007711,Minor
VIC007036,CASE004653,CID001874,Critical
VIC007037,CASE007940,CID007915,None
VIC007038,CASE007809,CID004596,None
VIC007039,CASE003226,CID001638,None
VIC007040,CASE005817,CID004802,Serious
VIC007041,CASE002062,CID009593,Serious
VIC007042,CASE001156,CID009148,Minor
VIC007043,CASE006767,CID007342,Minor
VIC007044,CASE001986,CID006171,Serious
VIC007045,CASE000126,CID004130,Serious
VIC007046,CASE002042,CID003777,Critical
VIC007047,CASE008412,CID008839,Critical
VIC007048,CASE005170,CID002045,None
VIC007049,CASE002681,CID002926,Serious
VIC007050,CASE008153,CID008055,Critical
VIC007051,CASE008700,CID002693,Serious
VIC007052,CASE004285,CID001332,Serious
VIC007053,CASE007670,CID007530,Critical
VIC007054,CASE002492,CID008900,Serious
VIC007055,CASE007307,CID007677,Minor
VIC007056,CASE009140,CID002057,Critical
VIC007057,CASE000816,CID001344,None
VIC007058,CASE002663,CID004531,Serious
VIC007059,CASE009599,CID007429,Critical
VIC007060,CASE009491,CID005913,Serious
VIC007061,CASE000294,CID003115,Serious
VIC007062,CASE002655,CID003134,None
VIC007063,CASE001150,CID008180,Critical
VIC007064,CASE004686,CID008218,Serious
VIC007065,CASE004159,CID009772,None
VIC007066,CASE002881,CID004804,Serious
VIC007067,CASE002868,CID005748,None
VIC007068,CASE001690,CID001318,None
VIC007069,CASE000427,CID008896,None
VIC007070,CASE004684,CID004305,Minor
VIC007071,CASE000558,CID002397,Serious
VIC007072,CASE006579,CID009934,None
VIC007073,CASE004784,CID006156,Serious
VIC007074,CASE009633,CID001438,Minor
VIC007075,CASE009630,CID000357,None
VIC007076,CASE004669,CID007736,Critical
VIC007077,CASE002551,CID006846,Critical
VIC007078,CASE004897,CID008076,Serious
VIC007079,CASE008654,CID006463,None
VIC007080,CASE003146,CID000675,None
VIC007081,CASE002353,CID006359,Serious
VIC007082,CASE001217,CID009511,Critical
VIC007083,CASE004248,CID007256,Serious
VIC007084,CASE008189,CID000827,Minor
VIC007085,CASE006751,CID007672,None
VIC007086,CASE006346,CID005570,Serious
VIC007087,CASE002482,CID003215,None
VIC007088,CASE008077,CID006981,None
VIC007089,CASE003275,CID003335,Minor
VIC007090,CASE000651,CID009337,Minor
VIC007091,CASE004443,CID005307,Serious
VIC007092,CASE005938,CID000391,Critical
VIC007093,CASE003323,CID009432,Critical
VIC007094,CASE006369,CID001452,Minor
VIC007095,CASE004623,CID008310,Serious
VIC007096,CASE008457,CID001151,Serious
VIC007097,CASE006434,CID009012,Critical
VIC007098,CASE008294,CID000545,Minor
VIC007099,CASE006321,CID007817,Critical
VIC007100,CASE002624,CID002054,Critical
VIC007101,CASE002571,CID008118,Serious
VIC007102,CASE007068,CID003366,Minor
VIC007103,CASE007326,CID001450,Minor
VIC007104,CASE007199,CID005436,None
VIC007105,CASE004795,CID002899,Serious
VIC007106,CASE003395,CID009846,None
VIC007107,CASE008897,CID005168,Serious
VIC007108,CASE007730,CID009751,Serious
VIC007109,CASE009111,CID004160,Serious
VIC007110,CASE007006,CID009374,None
VIC007111,CASE002120,CID005454,Serious
VIC007112,CASE009176,CID003048,Serious
VIC007113,CASE007971,CID004980,Serious
VIC007114,CASE009760,CID007013,Minor
VIC007115,CASE003780,CID006375,Minor
VIC007116,CASE004767,CID004182,Critical
VIC007117,CASE009511,CID004035,Critical
VIC007118,CASE008225,CID007958,Critical
VIC007119,CASE005007,CID007047,Serious
VIC007120,CASE000770,CID007579,Minor
VIC007121,CASE006582,CID007126,None
VIC007122,CASE008570,CID003713,Critical
VIC007123,CASE005732,CID009005,Critical
VIC007124,CASE006607,CID000096,None
VIC007125,CASE005476,CID007991,Minor
VIC007126,CASE004147,CID006757,Critical
VIC007127,CASE008101,CID009374,None
VIC007128,CASE009144,CID000501,Minor
VIC007129,CASE006377,CID008784,None
VIC007130,CASE007082,CID007546,None
VIC007131,CASE007194,CID003382,Serious
VIC007132,CASE006858,CID009886,Minor
VIC007133,CASE004984,CID005245,None
VIC007134,CASE005526,CID004229,Critical
VIC007135,CASE004048,CID003718,None
VIC007136,CASE009552,CID002649,Minor
VIC007137,CASE005097,CID008090,Minor
VIC007138,CASE004142,CID008749,Critical
VIC007139,CASE006568,CID008808,None
VIC007140,CASE002436,CID001066,Critical
VIC007141,CASE004691,CID007702,Minor
VIC007142,CASE001247,CID002133,None
VIC007143,CASE009809,CID000957,Critical
VIC007144,CASE003934,CID002082,Critical
VIC007145,CASE009881,CID005910,Critical
VIC007146,CASE007793,CID007872,Critical
VIC007147,CASE004993,CID003288,Critical
VIC007148,CASE007229,CID006707,Minor
VIC007149,CASE007945,CID003858,None
VIC007150,CASE009508,CID003034,Critical
VIC007151,CASE007266,CID005756,Minor
VIC007152,CASE004254,CID008202,Serious
VIC007153,CASE002627,CID000385,Critical
VIC007154,CASE004512,CID003165,Serious
VIC007155,CASE005789,CID005136,None
VIC007156,CASE009348,CID003598,Critical
VIC007157,CASE002816,CID004411,None
VIC007158,CASE008723,CID004379,Critical
VIC007159,CASE009607,CID004108,Minor
VIC007160,CASE001434,CID000235,Serious
VIC007161,CASE006855,CID007097,Serious
VIC007162,CASE005721,CID006638,Serious
VIC007163,CASE002783,CID008067,Minor
VIC007164,CASE004523,CID003835,Serious
VIC007165,CASE005769,CID006777,Serious
VIC007166,CASE000820,CID001749,Minor
VIC007167,CASE002051,CID005919,Critical
VIC007168,CASE000005,CID008521,Critical
VIC007169,CASE002117,CID009467,Serious
VIC007170,CASE004765,CID003342,Minor
VIC007171,CASE004698,CID002582,Minor
VIC007172,CASE005491,CID004908,Critical
VIC007173,CASE006426,CID008483,Critical
VIC007174,CASE007503,CID005943,None
VIC007175,CASE004649,CID005553,Serious
VIC007176,CASE004975,CID000916,Minor
VIC007177,CASE006606,CID009613,Serious
VIC007178,CASE008764,CID005461,Serious
VIC007179,CASE007823,CID001135,None
VIC007180,CASE007507,CID003974,Critical
VIC007181,CASE006242,CID001825,Minor
VIC007182,CASE006051,CID004222,None
VIC007183,CASE006081,CID005215,Serious
VIC007184,CASE001497,CID004100,Serious
VIC007185,CASE004220,CID000288,Minor
VIC007186,CASE009607,CID001030,None
VIC007187,CASE004535,CID001452,Minor
VIC007188,CASE007185,CID005857,None
VIC007189,CASE000078,CID007342,None
VIC007190,CASE002590,CID001300,Minor
VIC007191,CASE007646,CID008069,Critical
VIC007192,CASE009631,CID002457,Critical
VIC007193,CASE002342,CID000718,Critical
VIC007194,CASE009018,CID004494,None
VIC007195,CASE003754,CID009599,None
VIC007196,CASE002811,CID003557,None
VIC007197,CASE004993,CID000999,None
VIC007198,CASE000033,CID003046,None
VIC007199,CASE004230,CID002374,Critical
VIC007200,CASE008807,CID006424,Minor
VIC007201,CASE004703,CID006462,Serious
VIC007202,CASE005349,CID006613,Critical
VIC007203,CASE002261,CID009045,Critical
VIC007204,CASE008370,CID002081,None
VIC007205,CASE001410,CID002478,Serious
VIC007206,CASE009107,CID005700,None
VIC007207,CASE002243,CID006046,Serious
VIC007208,CASE007749,CID002639,Critical
VIC007209,CASE000433,CID005308,None
VIC007210,CASE005482,CID006220,Minor
VIC007211,CASE005350,CID008844,Critical
VIC007212,CASE003775,CID000775,Minor
VIC007213,CASE008805,CID008134,Critical
VIC007214,CASE009054,CID002938,None
VIC007215,CASE009488,CID000427,None
VIC007216,CASE001216,CID006525,None
VIC007217,CASE009636,CID008741,Critical
VIC007218,CASE008967,CID008399,None
VIC007219,CASE001423,CID008672,Serious
VIC007220,CASE006835,CID006673,Serious
VIC007221,CASE004269,CID001130,Minor
VIC007222,CASE009264,CID009143,Minor
VIC007223,CASE007787,CID009790,None
VIC007224,CASE002972,CID003963,Minor
VIC007225,CASE007886,CID006159,Critical
VIC007226,CASE005419,CID001825,Serious
VIC007227,CASE002188,CID007942,Critical
VIC007228,CASE006178,CID003022,None
VIC007229,CASE001069,CID000630,Serious
VIC007230,CASE008860,CID009321,Serious
VIC007231,CASE001149,CID003960,Minor
VIC007232,CASE003357,CID002386,None
VIC007233,CASE000802,CID000704,Minor
VIC007234,CASE008821,CID001222,Minor
VIC007235,CASE009834,CID005432,None
VIC007236,CASE008921,CID006912,Minor
VIC007237,CASE005783,CID006965,Serious
VIC007238,CASE005634,CID005911,Critical
VIC007239,CASE009208,CID004460,None
VIC007240,CASE009226,CID009746,Serious
VIC007241,CASE008051,CID004897,Serious
VIC007242,CASE008616,CID009685,Minor
VIC007243,CASE003363,CID001569,Serious
VIC007244,CASE007508,CID004821,Serious
VIC007245,CASE004786,CID001975,Serious
VIC007246,CASE000554,CID006904,None
VIC007247,CASE000451,CID001513,Serious
VIC007248,CASE009363,CID004283,Critical
VIC007249,CASE005139,CID004572,None
VIC007250,CASE001198,CID005241,Critical
VIC007251,CASE003981,CID002161,Serious
VIC007252,CASE009461,CID000593,Serious
VIC007253,CASE002948,CID007870,Critical
VIC007254,CASE002807,CID005451,Critical
VIC007255,CASE004403,CID006996,Critical
VIC007256,CASE003323,CID003449,Serious
VIC007257,CASE009166,CID005786,Serious
VIC007258,CASE005792,CID003091,Serious
VIC007259,CASE002578,CID008439,Serious
VIC007260,CASE008518,CID009579,Minor
VIC007261,CASE003754,CID002508,Critical
VIC007262,CASE006685,CID004286,Serious
VIC007263,CASE003769,CID003656,Critical
VIC007264,CASE008482,CID008087,Critical
VIC007265,CASE000304,CID006303,Serious
VIC007266,CASE008853,CID000679,Serious
VIC007267,CASE003484,CID005127,Critical
VIC007268,CASE000621,CID009197,None
VIC007269,CASE003291,CID006567,Critical
VIC007270,CASE008972,CID006344,Critical
VIC007271,CASE007555,CID009861,Serious
VIC007272,CASE004244,CID001179,Serious
VIC007273,CASE006236,CID002542,None
VIC007274,CASE007470,CID008643,Critical
VIC007275,CASE005015,CID008227,Minor
VIC007276,CASE008527,CID000012,None
VIC007277,CASE007040,CID000136,Critical
VIC007278,CASE007767,CID002459,Serious
VIC007279,CASE003761,CID005319,Critical
VIC007280,CASE009211,CID005888,None
VIC007281,CASE008285,CID008380,None
VIC007282,CASE003705,CID009870,Critical
VIC007283,CASE006996,CID008951,Minor
VIC007284,CASE008474,CID001545,None
VIC007285,CASE003922,CID004928,Serious
VIC007286,CASE004860,CID001632,None
VIC007287,CASE008221,CID009838,Serious
VIC007288,CASE004821,CID008847,Serious
VIC007289,CASE004037,CID005459,Serious
VIC007290,CASE007778,CID006683,Critical
VIC007291,CASE005317,CID008983,Minor
VIC007292,CASE005428,CID005238,None
VIC007293,CASE009892,CID004304,Critical
VIC007294,CASE005424,CID001123,Serious
VIC007295,CASE007393,CID007106,None
VIC007296,CASE005406,CID004616,Critical
VIC007297,CASE002851,CID007202,None
VIC007298,CASE002195,CID008313,Critical
VIC007299,CASE004247,CID006252,Critical
VIC007300,CASE001313,CID009472,Minor
VIC007301,CASE005227,CID005157,Serious
VIC007302,CASE006563,CID008532,None
VIC007303,CASE003768,CID006476,Serious
VIC007304,CASE008527,CID002624,Serious
VIC007305,CASE009255,CID002620,Minor
VIC007306,CASE003076,CID007779,Minor
VIC007307,CASE000784,CID002124,Serious
VIC007308,CASE006177,CID008360,Critical
VIC007309,CASE006951,CID004501,Minor
VIC007310,CASE007816,CID006248,Minor
VIC007311,CASE002176,CID004652,None
VIC007312,CASE006828,CID005315,Critical
VIC007313,CASE004377,CID003242,Serious
VIC007314,CASE005038,CID009000,Minor
VIC007315,CASE008466,CID006124,Minor
VIC007316,CASE007668,CID001389,Critical
VIC007317,CASE002155,CID004590,Serious
VIC007318,CASE006038,CID006615,None
VIC007319,CASE001543,CID001020,None
VIC007320,CASE002273,CID000383,Critical
VIC007321,CASE005417,CID004774,None
VIC007322,CASE009067,CID000869,Serious
VIC007323,CASE006124,CID002631,Serious
VIC007324,CASE006585,CID002341,Critical
VIC007325,CASE004551,CID003614,None
VIC007326,CASE000365,CID002646,None
VIC007327,CASE005248,CID008161,Serious
VIC007328,CASE009283,CID002392,Serious
VIC007329,CASE007054,CID004760,Critical
VIC007330,CASE002893,CID006836,None
VIC007331,CASE000429,CID003055,Serious
VIC007332,CASE002205,CID007833,Critical
VIC007333,CASE005064,CID006676,Critical
VIC007334,CASE009286,CID007102,Critical
VIC007335,CASE004006,CID007257,Critical
VIC007336,CASE007891,CID004688,Critical
VIC007337,CASE001309,CID008130,None
VIC007338,CASE005618,CID001026,Serious
VIC007339,CASE007977,CID005567,Critical
VIC007340,CASE007933,CID003523,Critical
VIC007341,CASE000999,CID007956,None
VIC007342,CASE007254,CID004491,Minor
VIC007343,CASE000859,CID001646,Critical
VIC007344,CASE009473,CID009565,None
VIC007345,CASE007069,CID003164,Critical
VIC007346,CASE008180,CID003984,None
VIC007347,CASE002008,CID003061,Critical
VIC007348,CASE006006,CID008148,Serious
VIC007349,CASE000453,CID008245,Serious
VIC007350,CASE009881,CID001724,Critical
VIC007351,CASE009551,CID007875,Critical
VIC007352,CASE004516,CID008849,Serious
VIC007353,CASE003252,CID001636,Critical
VIC007354,CASE007748,CID006924,Minor
VIC007355,CASE000480,CID002363,None
VIC007356,CASE007628,CID009807,Critical
VIC007357,CASE006948,CID001094,Critical
VIC007358,CASE005490,CID000368,Critical
VIC007359,CASE004180,CID002803,Critical
VIC007360,CASE009566,CID001571,Minor
VIC007361,CASE006968,CID004878,None
VIC007362,CASE002122,CID005979,None
VIC007363,CASE006315,CID000716,Critical
VIC007364,CASE009277,CID006715,Serious
VIC007365,CASE002376,CID002248,None
VIC007366,CASE006673,CID002495,Serious
VIC007367,CASE005593,CID004261,Critical
VIC007368,CASE004151,CID003733,Serious
VIC007369,CASE001188,CID002978,Critical
VIC007370,CASE002625,CID001169,Critical
VIC007371,CASE000991,CID007705,Critical
VIC007372,CASE002919,CID002944,Minor
VIC007373,CASE000963,CID000343,Minor
VIC007374,CASE008184,CID006651,None
VIC007375,CASE002174,CID003235,None
VIC007376,CASE007605,CID005747,Serious
VIC007377,CASE000604,CID001838,None
VIC007378,CASE001158,CID001559,Serious
VIC007379,CASE006481,CID003023,Critical
VIC007380,CASE006390,CID002850,Minor
VIC007381,CASE004920,CID003666,Serious
VIC007382,CASE005304,CID007371,None
VIC007383,CASE001786,CID007604,Minor
VIC007384,CASE003845,CID007845,None
VIC007385,CASE006490,CID008144,None
VIC007386,CASE002519,CID005072,Serious
VIC007387,CASE001242,CID004606,Minor
VIC007388,CASE001829,CID003595,Serious
VIC007389,CASE008155,CID007432,None
VIC007390,CASE003086,CID002687,Critical
VIC007391,CASE001588,CID000593,Critical
VIC007392,CASE005312,CID000372,Serious
VIC007393,CASE008965,CID003031,Minor
VIC007394,CASE009611,CID006499,None
VIC007395,CASE009843,CID008813,None
VIC007396,CASE009144,CID001059,Serious
VIC007397,CASE003348,CID005199,Minor
VIC007398,CASE001927,CID008938,Minor
VIC007399,CASE005670,CID008734,Critical
VIC007400,CASE006718,CID002507,Minor
VIC007401,CASE009161,CID000419,Minor
VIC007402,CASE006915,CID009195,Minor
VIC007403,CASE005164,CID007749,Critical
VIC007404,CASE003612,CID005090,None
VIC007405,CASE002344,CID000390,Critical
VIC007406,CASE001492,CID006559,Serious
VIC007407,CASE003162,CID008515,Minor
VIC007408,CASE005749,CID005294,Minor
VIC007409,CASE006896,CID001871,Minor
VIC007410,CASE000501,CID000115,Critical
VIC007411,CASE005268,CID002738,Minor
VIC007412,CASE004794,CID001644,Minor
VIC007413,CASE009203,CID008472,Minor
VIC007414,CASE009715,CID000531,Serious
VIC007415,CASE000327,CID007900,Minor
VIC007416,CASE000230,CID004181,Critical
VIC007417,CASE009153,CID006140,Minor
VIC007418,CASE003740,CID005660,Critical
VIC007419,CASE000462,CID006501,Serious
VIC007420,CASE001605,CID008971,Serious
VIC007421,CASE004184,CID002621,Serious
VIC007422,CASE003738,CID000127,Serious
VIC007423,CASE006875,CID001169,Critical
VIC007424,CASE003413,CID005563,Serious
VIC007425,CASE000334,CID001426,Minor
VIC007426,CASE002196,CID005147,None
VIC007427,CASE009802,CID004424,Serious
VIC007428,CASE002466,CID009311,None
VIC007429,CASE001724,CID003038,None
VIC007430,CASE002682,CID003033,Minor
VIC007431,CASE003756,CID004339,Minor
VIC007432,CASE003308,CID005119,Critical
VIC007433,CASE000831,CID006753,None
VIC007434,CASE003018,CID004371,None
