case_id,fir_number,crime_type,station_id,officer_id,status,priority,incident_date,registered_date,city,district,description,estimated_loss
CASE007560,FIR2026007560,Identity Theft,ST0016,OFF00307,Under Investigation,Medium,2026-04-13,2023-03-07,Ballari,Dharwad,Unde consequuntur quibusdam consequatur architecto cumque accusantium dolorem quaerat omnis.,693997
CASE007561,FIR2026007561,UPI Fraud,ST0097,OFF00398,Open,Low,2025-03-29,2023-02-28,Belagavi,Mysuru,Laboriosam ipsa ea hic labore quis aliquid tempore fugiat voluptas ut aspernatur beatae autem.,531130
CASE007562,FIR2026007562,Chain Snatching,ST0007,OFF00300,Open,Low,2026-03-14,2025-01-10,Mangaluru,Tumakuru,Ipsa nostrum maxime nostrum aliquid ut deleniti totam aspernatur.,433142
CASE007563,FIR2026007563,Burglary,ST0067,OFF00158,Closed,Low,2024-08-25,2025-04-06,Mysuru,Shivamogga,Repellat molestias itaque voluptates quae necessitatibus natus consequatur.,466684
CASE007564,FIR2026007564,Cyber Fraud,ST0013,OFF00255,Pending,Medium,2025-11-27,2023-07-25,Tumakuru,Dharwad,Voluptatem repellendus ipsa accusamus ducimus vel fugiat enim delectus fugiat possimus ad temporibus.,614693
CASE007565,FIR2026007565,Domestic Violence,ST0066,OFF00350,Under Investigation,Medium,2024-03-01,2025-12-06,Belagavi,Dakshina Kannada,Mollitia veniam porro esse illo odio nostrum voluptates suscipit.,593878
CASE007566,FIR2026007566,Missing Person,ST0021,OFF00234,Under Investigation,Medium,2026-04-28,2026-02-19,Belagavi,Belagavi,Corporis rem perspiciatis inventore voluptate odit vel vel quibusdam ipsum exercitationem similique.,814800
CASE007567,FIR2026007567,Chain Snatching,ST0031,OFF00425,Closed,Critical,2023-10-12,2023-09-12,Shivamogga,Dharwad,Nihil dicta facilis iusto aut dignissimos numquam corporis molestiae ducimus minus suscipit quaerat repellat totam temporibus.,41202
CASE007568,FIR2026007568,Burglary,ST0018,OFF00488,Closed,Low,2025-11-25,2023-02-17,Ballari,Bengaluru Urban,Sit beatae reiciendis ipsam natus nemo inventore labore natus at beatae deserunt odit ratione.,402669
CASE007569,FIR2026007569,Identity Theft,ST0028,OFF00233,Pending,Medium,2025-05-12,2024-04-29,Tumakuru,Bengaluru Urban,A sint earum porro sed rem eos nemo nesciunt.,890349
CASE007570,FIR2026007570,Drug Trafficking,ST0039,OFF00214,Closed,Critical,2023-09-18,2024-06-24,Ballari,Shivamogga,Doloremque dolor aspernatur perferendis corrupti quidem unde asperiores animi aliquam eum impedit dolore nulla voluptatem.,633172
CASE007571,FIR2026007571,Mobile Theft,ST0075,OFF00436,Open,Medium,2026-05-08,2026-04-13,Ballari,Dakshina Kannada,Hic ad quos quia rem praesentium tempora rerum iure dolores minus eos nihil animi dolorem.,326917
CASE007572,FIR2026007572,Assault,ST0061,OFF00056,Under Investigation,High,2026-01-13,2025-10-14,Mangaluru,Dakshina Kannada,Amet laborum officia accusamus saepe eius adipisci repudiandae aliquid quasi doloremque perspiciatis.,943581
CASE007573,FIR2026007573,Mobile Theft,ST0004,OFF00126,Closed,Low,2023-07-18,2024-06-28,Hubballi,Belagavi,Iste delectus molestias impedit expedita ducimus eligendi ullam dolorem occaecati totam.,795336
CASE007574,FIR2026007574,Vehicle Theft,ST0089,OFF00019,Closed,Low,2024-12-05,2025-05-25,Ballari,Belagavi,Amet tempore quasi odio ipsum dolores blanditiis repudiandae iusto maiores delectus accusantium sed eos iste velit.,508208
CASE007575,FIR2026007575,ATM Fraud,ST0084,OFF00068,Pending,Critical,2024-11-03,2025-02-23,Tumakuru,Dakshina Kannada,Inventore facilis ipsam inventore atque inventore tenetur eos commodi.,309656
CASE007576,FIR2026007576,Drug Trafficking,ST0059,OFF00385,Under Investigation,Medium,2024-04-20,2023-02-19,Belagavi,Tumakuru,Iure rem blanditiis doloribus quaerat dolore eos ipsum quia maxime tenetur suscipit quidem ea id.,983496
CASE007577,FIR2026007577,Assault,ST0031,OFF00085,Under Investigation,Medium,2025-09-17,2023-11-19,Tumakuru,Belagavi,Distinctio ullam cum nostrum dolore delectus illo nesciunt nobis distinctio quo ea ullam dignissimos.,925468
CASE007578,FIR2026007578,ATM Fraud,ST0033,OFF00164,Pending,Low,2023-12-01,2024-07-16,Tumakuru,Dharwad,Incidunt magni velit enim dolorem provident voluptate provident laborum facere vitae velit asperiores.,796794
CASE007579,FIR2026007579,Cyber Fraud,ST0076,OFF00134,Pending,Low,2024-08-13,2026-01-15,Bengaluru,Belagavi,Doloribus delectus ratione ducimus distinctio eum cum facilis hic rem architecto in.,238980
CASE007580,FIR2026007580,Online Scam,ST0075,OFF00281,Closed,Critical,2024-10-13,2024-07-11,Mangaluru,Bengaluru Urban,Laboriosam eligendi similique recusandae culpa excepturi quas.,188825
CASE007581,FIR2026007581,Vehicle Theft,ST0050,OFF00135,Closed,Critical,2025-08-14,2024-04-29,Hubballi,Dakshina Kannada,In necessitatibus tenetur nihil cupiditate harum alias fugit ipsa saepe maxime vero.,500428
CASE007582,FIR2026007582,Murder,ST0064,OFF00102,Open,Low,2024-09-23,2023-11-22,Mangaluru,Dharwad,Veritatis autem sed corrupti tenetur officiis ipsam facilis voluptatibus voluptatibus maxime inventore sequi sequi similique.,759688
CASE007583,FIR2026007583,Missing Person,ST0033,OFF00283,Closed,Medium,2023-09-07,2025-04-28,Belagavi,Ballari,Ea unde illum vel quibusdam quos et tempora veniam reprehenderit.,596822
CASE007584,FIR2026007584,Vehicle Theft,ST0064,OFF00050,Open,Critical,2025-10-18,2025-08-20,Bengaluru,Shivamogga,Cum officia blanditiis qui esse sint recusandae.,782562
CASE007585,FIR2026007585,Kidnapping,ST0092,OFF00438,Closed,Medium,2025-03-19,2025-01-08,Hubballi,Bengaluru Urban,Voluptate ipsa ratione suscipit veniam quas officia ut ad dolorum in.,492155
CASE007586,FIR2026007586,Cyber Fraud,ST0048,OFF00203,Open,Medium,2024-02-14,2025-12-09,Hubballi,Ballari,Earum exercitationem ratione facere culpa illum provident cum cumque delectus velit nostrum vero repellendus.,4183
CASE007587,FIR2026007587,Drug Trafficking,ST0001,OFF00404,Open,Critical,2025-12-10,2025-12-28,Ballari,Dharwad,Nam neque quibusdam facilis neque occaecati quos vero.,760100
CASE007588,FIR2026007588,Burglary,ST0083,OFF00339,Pending,Critical,2025-05-19,2024-11-04,Shivamogga,Bengaluru Urban,Minus fuga explicabo exercitationem debitis provident perspiciatis.,770608
CASE007589,FIR2026007589,Missing Person,ST0064,OFF00043,Pending,High,2024-06-25,2023-04-26,Mangaluru,Dharwad,In nemo quae saepe ipsum quam ex sit.,82870
CASE007590,FIR2026007590,Identity Theft,ST0047,OFF00486,Closed,Medium,2024-11-24,2023-05-22,Mangaluru,Tumakuru,Aliquid laboriosam nam aliquam nihil repellendus totam.,237565
CASE007591,FIR2026007591,Cyber Fraud,ST0080,OFF00285,Closed,Critical,2023-11-30,2026-01-24,Bengaluru,Dharwad,Vel recusandae cum aut harum blanditiis amet doloribus corrupti neque dolores optio corrupti magnam.,735898
CASE007592,FIR2026007592,UPI Fraud,ST0076,OFF00348,Closed,Low,2024-03-11,2023-12-08,Ballari,Ballari,Iusto possimus quae iure magni unde eveniet.,215329
CASE007593,FIR2026007593,Identity Theft,ST0075,OFF00361,Under Investigation,High,2023-09-17,2024-07-14,Shivamogga,Bengaluru Urban,Voluptatem iste numquam eius quas maxime adipisci.,523867
CASE007594,FIR2026007594,Identity Theft,ST0064,OFF00246,Under Investigation,Medium,2024-05-23,2023-04-03,Mysuru,Mysuru,Explicabo illum aperiam numquam temporibus distinctio blanditiis porro rem nulla ducimus nemo tenetur dignissimos.,840028
CASE007595,FIR2026007595,Burglary,ST0014,OFF00207,Open,High,2025-02-24,2025-09-01,Mysuru,Bengaluru Urban,Dignissimos voluptatem et ad architecto repellendus fugiat voluptates tenetur.,201098
CASE007596,FIR2026007596,Murder,ST0049,OFF00190,Closed,Low,2024-04-02,2023-03-13,Belagavi,Mysuru,Dolorum soluta maxime maiores nemo non voluptates doloribus ea molestiae dicta.,778233
CASE007597,FIR2026007597,Vehicle Theft,ST0085,OFF00245,Open,Medium,2025-11-24,2026-01-23,Bengaluru,Tumakuru,Nisi tempore voluptates delectus explicabo ducimus provident cumque natus quam.,410729
CASE007598,FIR2026007598,Domestic Violence,ST0057,OFF00060,Closed,High,2024-04-09,2025-01-14,Ballari,Belagavi,Cum ducimus voluptatum voluptate sapiente est earum aliquid saepe ut.,26354
CASE007599,FIR2026007599,ATM Fraud,ST0061,OFF00035,Closed,Medium,2026-03-18,2024-09-19,Shivamogga,Tumakuru,Nesciunt nobis harum debitis nulla repellat ducimus minus molestias minus dolorem perspiciatis saepe vero sed.,161719
CASE007600,FIR2026007600,Burglary,ST0033,OFF00043,Under Investigation,High,2024-01-25,2023-08-02,Belagavi,Belagavi,Sint sapiente magni fuga quos inventore maxime maiores nisi rem itaque.,120438
CASE007601,FIR2026007601,Cyber Fraud,ST0042,OFF00267,Pending,Medium,2024-09-03,2023-02-13,Shivamogga,Mysuru,Amet tempora amet amet ullam voluptatum est.,488514
CASE007602,FIR2026007602,Vehicle Theft,ST0018,OFF00342,Pending,Critical,2025-04-27,2024-04-15,Hubballi,Bengaluru Urban,Modi illo itaque neque cum nesciunt unde omnis libero veniam quod reiciendis reiciendis.,884748
CASE007603,FIR2026007603,UPI Fraud,ST0070,OFF00246,Open,Critical,2025-05-19,2026-03-01,Hubballi,Bengaluru Urban,Optio blanditiis nesciunt accusantium aliquid quaerat eius.,462221
CASE007604,FIR2026007604,UPI Fraud,ST0091,OFF00155,Open,Low,2024-04-15,2025-03-30,Belagavi,Shivamogga,Quis rerum voluptas sunt eligendi libero fugit aspernatur assumenda fugiat repellat illum ipsum.,917831
CASE007605,FIR2026007605,Burglary,ST0056,OFF00174,Closed,Medium,2024-08-07,2024-05-23,Ballari,Mysuru,Dolores numquam reprehenderit saepe tempore nihil minima nam numquam illo minima rem aperiam ut vero itaque.,224843
CASE007606,FIR2026007606,Identity Theft,ST0055,OFF00235,Closed,Low,2026-04-27,2025-05-20,Mysuru,Belagavi,Harum accusantium ad alias minima aperiam dolorum dignissimos odit voluptatum earum debitis.,57901
CASE007607,FIR2026007607,Burglary,ST0080,OFF00407,Closed,Critical,2023-12-12,2024-10-05,Bengaluru,Bengaluru Urban,Vitae enim debitis tenetur explicabo soluta dolor itaque cumque iste repellat perferendis nemo necessitatibus molestiae.,939782
CASE007608,FIR2026007608,Murder,ST0047,OFF00451,Open,High,2024-10-14,2023-09-12,Bengaluru,Belagavi,Repellendus ad explicabo eos magnam optio repellat tenetur amet.,880084
CASE007609,FIR2026007609,Domestic Violence,ST0004,OFF00369,Under Investigation,Medium,2023-12-30,2025-11-27,Ballari,Dakshina Kannada,Consequuntur qui provident eos at deleniti explicabo explicabo neque quaerat ipsa.,380719
CASE007610,FIR2026007610,Assault,ST0098,OFF00297,Closed,Medium,2024-12-12,2023-01-19,Ballari,Dakshina Kannada,Molestias pariatur neque recusandae veniam ratione harum doloremque vitae pariatur ab unde perferendis amet magni.,160842
CASE007611,FIR2026007611,Vehicle Theft,ST0032,OFF00421,Open,Critical,2026-05-12,2025-02-22,Bengaluru,Belagavi,Ex beatae earum iure facilis possimus atque repudiandae at et dolorum at repellendus iusto.,82367
CASE007612,FIR2026007612,Murder,ST0008,OFF00271,Open,Low,2025-04-15,2023-05-18,Tumakuru,Ballari,Placeat vel sunt minima velit quasi saepe blanditiis et dolor odit.,52364
CASE007613,FIR2026007613,Drug Trafficking,ST0015,OFF00364,Under Investigation,Critical,2025-08-15,2025-08-06,Tumakuru,Bengaluru Urban,Saepe voluptate natus dicta odio perspiciatis veritatis.,462358
CASE007614,FIR2026007614,Chain Snatching,ST0058,OFF00249,Under Investigation,High,2026-01-16,2023-01-23,Shivamogga,Belagavi,Repellat temporibus accusamus aspernatur dicta sequi sed dicta numquam modi voluptatum non dignissimos porro.,174715
CASE007615,FIR2026007615,Missing Person,ST0032,OFF00333,Pending,Medium,2025-04-22,2025-04-05,Ballari,Dakshina Kannada,Assumenda asperiores consequuntur vel quam molestiae voluptatum temporibus placeat beatae ut nostrum iusto voluptates suscipit.,31945
CASE007616,FIR2026007616,Domestic Violence,ST0062,OFF00063,Closed,Critical,2023-11-25,2024-07-04,Hubballi,Dharwad,Sit explicabo mollitia dolorem omnis dolorem debitis similique quod.,430182
CASE007617,FIR2026007617,ATM Fraud,ST0037,OFF00350,Closed,Low,2025-01-13,2025-03-19,Mangaluru,Bengaluru Urban,Esse corporis est nam dolorum aut excepturi quae vitae mollitia.,488560
CASE007618,FIR2026007618,Assault,ST0068,OFF00195,Closed,High,2025-07-24,2024-12-28,Hubballi,Tumakuru,Ipsum ea quae magnam deserunt ipsam aspernatur corrupti vitae quo.,893588
CASE007619,FIR2026007619,ATM Fraud,ST0055,OFF00142,Pending,Low,2025-03-27,2024-07-05,Bengaluru,Shivamogga,Perspiciatis atque ad laboriosam maiores rem officia deleniti necessitatibus ipsa.,226473
CASE007620,FIR2026007620,Identity Theft,ST0084,OFF00219,Pending,High,2023-09-05,2024-01-07,Tumakuru,Tumakuru,Vel expedita quis quo fugiat hic eligendi.,541653
CASE007621,FIR2026007621,Cyber Fraud,ST0004,OFF00182,Pending,Low,2026-03-18,2024-09-06,Ballari,Shivamogga,Vero laudantium placeat accusantium natus ducimus eveniet.,745405
CASE007622,FIR2026007622,Chain Snatching,ST0018,OFF00251,Open,High,2024-09-18,2025-12-22,Hubballi,Ballari,Repudiandae fugit eum aut ipsam fugiat corrupti porro aperiam ratione nemo impedit cupiditate corrupti.,649577
CASE007623,FIR2026007623,Murder,ST0096,OFF00376,Pending,Medium,2023-07-17,2025-02-20,Bengaluru,Bengaluru Urban,Adipisci beatae velit maiores ex nostrum velit maiores dolorem quae impedit.,491892
CASE007624,FIR2026007624,Chain Snatching,ST0034,OFF00019,Under Investigation,Low,2023-11-25,2025-10-06,Mysuru,Dharwad,Minus ea libero aliquam quia mollitia tempore voluptatem aperiam magni sit porro.,103489
CASE007625,FIR2026007625,Murder,ST0034,OFF00101,Under Investigation,Low,2025-03-24,2025-10-03,Ballari,Mysuru,Veritatis neque explicabo cupiditate possimus itaque dolor culpa enim repellendus similique quae provident.,904215
CASE007626,FIR2026007626,Mobile Theft,ST0033,OFF00248,Under Investigation,Critical,2025-03-12,2024-08-17,Bengaluru,Belagavi,Deserunt amet quam officiis esse culpa voluptatem reiciendis dolorem consequuntur exercitationem nemo.,567116
CASE007627,FIR2026007627,Vehicle Theft,ST0026,OFF00147,Open,Critical,2024-05-18,2023-12-11,Bengaluru,Bengaluru Urban,Officiis ea quibusdam repellendus doloribus tempora harum ut nisi nam provident quisquam dicta tenetur laudantium.,648814
CASE007628,FIR2026007628,Mobile Theft,ST0088,OFF00235,Under Investigation,Critical,2023-11-10,2024-02-13,Ballari,Tumakuru,Quidem odio ipsam minus minus tenetur quia dicta nemo eum tenetur fugit corporis itaque deleniti facilis.,990949
CASE007629,FIR2026007629,Cyber Fraud,ST0002,OFF00058,Open,Low,2025-12-29,2026-03-18,Belagavi,Belagavi,Quo ipsum doloribus ipsum laboriosam iure aliquam totam harum nesciunt.,258553
CASE007630,FIR2026007630,Burglary,ST0063,OFF00156,Open,High,2025-05-11,2024-08-29,Mangaluru,Dharwad,Aperiam quam accusamus nulla iste officia fugit vero libero voluptatibus quo quis fugit.,996752
CASE007631,FIR2026007631,Domestic Violence,ST0036,OFF00252,Open,High,2024-01-25,2024-11-01,Belagavi,Bengaluru Urban,Enim ad harum deserunt reprehenderit nam repudiandae saepe iusto voluptatem.,637608
CASE007632,FIR2026007632,Kidnapping,ST0012,OFF00244,Closed,Low,2024-12-17,2025-05-24,Mysuru,Shivamogga,Laborum magni aliquid dolorem impedit modi cum veritatis ipsum necessitatibus sapiente.,28759
CASE007633,FIR2026007633,Assault,ST0021,OFF00150,Under Investigation,Critical,2024-04-24,2024-05-16,Ballari,Bengaluru Urban,Molestias excepturi nulla accusamus pariatur soluta necessitatibus nam quos iure.,129497
CASE007634,FIR2026007634,Domestic Violence,ST0001,OFF00450,Under Investigation,Critical,2025-12-26,2025-11-14,Mangaluru,Mysuru,Nam repellendus est odit earum corporis vel iste magni tempore dicta velit.,707234
CASE007635,FIR2026007635,Mobile Theft,ST0013,OFF00308,Pending,Medium,2026-05-15,2025-08-04,Mangaluru,Bengaluru Urban,Asperiores totam veniam at officiis cupiditate reiciendis corporis debitis.,174075
CASE007636,FIR2026007636,UPI Fraud,ST0054,OFF00001,Under Investigation,Critical,2025-09-27,2024-08-12,Bengaluru,Bengaluru Urban,Architecto sint maxime sunt vitae cum repudiandae.,484460
CASE007637,FIR2026007637,UPI Fraud,ST0065,OFF00334,Open,High,2024-04-07,2023-09-02,Mysuru,Tumakuru,Cupiditate repellendus voluptas autem ea ipsum similique fuga numquam deleniti neque laborum excepturi.,595648
CASE007638,FIR2026007638,Kidnapping,ST0061,OFF00041,Closed,Critical,2023-07-20,2024-05-21,Mangaluru,Shivamogga,Perferendis quia similique distinctio aliquid ab officia impedit quam molestiae in autem beatae.,157449
CASE007639,FIR2026007639,Online Scam,ST0050,OFF00062,Under Investigation,Critical,2026-01-10,2025-01-24,Mysuru,Bengaluru Urban,Vero voluptate debitis vitae eius unde quam mollitia ullam consequatur.,494698
CASE007640,FIR2026007640,Mobile Theft,ST0066,OFF00120,Pending,Low,2026-06-30,2024-04-10,Hubballi,Belagavi,Accusamus hic a odio error rerum perspiciatis sequi quos corporis hic ex exercitationem voluptas cum ipsum.,240572
CASE007641,FIR2026007641,Online Scam,ST0030,OFF00115,Pending,Low,2025-09-05,2024-12-10,Belagavi,Dakshina Kannada,Quas quo sed non expedita rerum id repudiandae voluptates explicabo veniam aliquid asperiores ratione nemo ducimus.,31863
CASE007642,FIR2026007642,Online Scam,ST0061,OFF00395,Closed,Critical,2025-10-30,2025-10-07,Shivamogga,Tumakuru,Modi aut doloremque dolor architecto veritatis ab voluptatem eveniet tempora deleniti ipsa.,22803
CASE007643,FIR2026007643,Kidnapping,ST0049,OFF00060,Open,Medium,2024-12-16,2025-05-02,Hubballi,Belagavi,Fugit modi incidunt nemo facere accusantium voluptas.,55289
CASE007644,FIR2026007644,Mobile Theft,ST0058,OFF00371,Open,Low,2025-09-08,2024-07-01,Mangaluru,Bengaluru Urban,Repellat alias neque similique animi quisquam error optio dolorum sunt perspiciatis labore.,641193
CASE007645,FIR2026007645,Murder,ST0097,OFF00099,Closed,Low,2023-08-23,2023-07-25,Bengaluru,Shivamogga,Doloremque qui ipsam dicta laborum aliquid eum aliquam velit minus porro voluptatum cupiditate.,858531
CASE007646,FIR2026007646,Missing Person,ST0022,OFF00012,Open,Medium,2025-12-03,2025-01-12,Mysuru,Mysuru,Porro qui fugit suscipit cumque optio aspernatur porro praesentium aliquam cumque.,452842
CASE007647,FIR2026007647,Burglary,ST0097,OFF00159,Pending,Critical,2024-03-25,2023-07-12,Belagavi,Dakshina Kannada,Sed suscipit suscipit ipsam iusto quas distinctio nulla voluptatum minima illo quasi atque.,379705
CASE007648,FIR2026007648,Identity Theft,ST0026,OFF00370,Under Investigation,Low,2025-04-07,2024-12-17,Shivamogga,Tumakuru,Laboriosam atque facilis quasi ipsa rem vel.,373329
CASE007649,FIR2026007649,Identity Theft,ST0036,OFF00096,Open,Low,2025-08-09,2023-05-18,Mangaluru,Dakshina Kannada,Ipsa dignissimos debitis expedita provident aliquid dolorum alias nisi at accusamus blanditiis neque.,169011
CASE007650,FIR2026007650,Kidnapping,ST0064,OFF00305,Pending,High,2025-11-23,2025-12-06,Bengaluru,Shivamogga,Maxime nobis eligendi similique ipsa ducimus ullam exercitationem asperiores magni quaerat maxime placeat.,642844
CASE007651,FIR2026007651,Drug Trafficking,ST0093,OFF00222,Under Investigation,Critical,2025-09-01,2025-10-10,Mysuru,Ballari,Cumque consequatur omnis deleniti consectetur explicabo qui tenetur sequi quisquam labore quis nemo alias.,220656
CASE007652,FIR2026007652,Chain Snatching,ST0007,OFF00007,Pending,Critical,2025-01-03,2025-09-27,Bengaluru,Ballari,Impedit beatae consequatur accusantium quisquam in ratione temporibus provident maxime consequuntur odio aliquid.,707511
CASE007653,FIR2026007653,Online Scam,ST0007,OFF00443,Closed,High,2025-04-13,2024-03-30,Tumakuru,Tumakuru,Accusamus minus blanditiis dolores commodi maiores repellendus sapiente id beatae totam praesentium.,884393
CASE007654,FIR2026007654,Vehicle Theft,ST0025,OFF00238,Open,Critical,2025-09-24,2025-09-21,Belagavi,Shivamogga,Quod reiciendis iste suscipit vitae quia consequatur ratione.,367363
CASE007655,FIR2026007655,Murder,ST0095,OFF00207,Closed,Low,2024-07-27,2026-01-31,Shivamogga,Shivamogga,Quidem saepe optio maxime aut eius ab impedit hic nisi.,592274
CASE007656,FIR2026007656,UPI Fraud,ST0027,OFF00198,Open,Low,2025-08-29,2024-01-14,Bengaluru,Shivamogga,Quam porro aliquam libero est ea officia voluptatibus fuga labore assumenda quisquam ipsam non adipisci.,105557
CASE007657,FIR2026007657,Burglary,ST0015,OFF00086,Closed,Critical,2024-11-24,2025-02-25,Shivamogga,Shivamogga,Impedit minima vel dolorem exercitationem sint ut vel corporis ipsam nihil perspiciatis quae voluptates repellendus.,133800
CASE007658,FIR2026007658,Murder,ST0069,OFF00452,Pending,High,2025-11-14,2025-05-30,Ballari,Shivamogga,Fuga veritatis laudantium veritatis tempora dolores aliquam minima odio.,961196
CASE007659,FIR2026007659,Chain Snatching,ST0047,OFF00492,Closed,Critical,2024-11-18,2024-06-09,Bengaluru,Belagavi,Tenetur laudantium iste sequi earum deleniti ipsum sequi facere saepe quibusdam ullam sed in libero dignissimos.,97117
CASE007660,FIR2026007660,Kidnapping,ST0100,OFF00463,Closed,Critical,2025-01-17,2025-11-01,Ballari,Ballari,Fugiat vero excepturi doloribus animi iste facere suscipit occaecati voluptate atque blanditiis cumque sed fuga.,252417
CASE007661,FIR2026007661,Domestic Violence,ST0021,OFF00121,Open,Low,2024-02-22,2023-01-29,Hubballi,Shivamogga,Esse nostrum soluta sint harum sapiente similique quaerat eligendi enim sequi aspernatur mollitia at eveniet doloremque.,655898
CASE007662,FIR2026007662,Burglary,ST0084,OFF00310,Pending,High,2024-04-07,2025-07-11,Belagavi,Bengaluru Urban,Recusandae tempora dignissimos distinctio id fugiat molestias necessitatibus recusandae consequatur aperiam voluptatem nemo voluptas delectus quis.,632396
CASE007663,FIR2026007663,Mobile Theft,ST0001,OFF00124,Open,High,2025-04-28,2023-04-29,Mangaluru,Dharwad,Ipsam esse eius quas veniam voluptatibus odit dicta sapiente tenetur vero nisi ipsum animi at.,299734
CASE007664,FIR2026007664,Mobile Theft,ST0096,OFF00218,Pending,High,2024-11-02,2023-10-17,Tumakuru,Dakshina Kannada,Veniam magnam voluptas debitis quam autem nam.,304912
CASE007665,FIR2026007665,Kidnapping,ST0021,OFF00328,Open,High,2024-09-29,2025-09-11,Ballari,Bengaluru Urban,Suscipit ad itaque iste earum voluptatum adipisci occaecati consequatur laudantium labore quisquam inventore eligendi esse voluptatibus.,162900
CASE007666,FIR2026007666,Mobile Theft,ST0075,OFF00320,Open,High,2024-08-04,2024-11-12,Hubballi,Belagavi,In illo est quisquam incidunt aperiam quos aliquam dignissimos tenetur.,999891
CASE007667,FIR2026007667,Domestic Violence,ST0070,OFF00035,Pending,Critical,2025-01-08,2023-06-05,Belagavi,Dakshina Kannada,Nostrum suscipit explicabo in itaque nesciunt dolor amet incidunt debitis.,551950
CASE007668,FIR2026007668,Drug Trafficking,ST0099,OFF00196,Open,Medium,2025-02-19,2025-04-27,Belagavi,Mysuru,Dolores expedita unde id aliquam totam sequi laboriosam vitae corrupti.,164146
CASE007669,FIR2026007669,Online Scam,ST0035,OFF00362,Closed,Critical,2024-09-19,2025-07-22,Mysuru,Shivamogga,Similique deleniti nam ipsam voluptate perferendis sapiente maxime voluptatem inventore doloremque doloremque neque.,12463
CASE007670,FIR2026007670,Identity Theft,ST0013,OFF00269,Pending,Critical,2025-06-01,2023-11-17,Tumakuru,Ballari,Consequatur nostrum nulla illum quam voluptatum tempore rem reiciendis sint fuga dicta repudiandae.,468924
CASE007671,FIR2026007671,Assault,ST0070,OFF00499,Closed,High,2024-11-24,2023-06-18,Ballari,Dharwad,Fugiat quibusdam impedit nihil culpa dolore rerum explicabo veritatis aut.,306627
CASE007672,FIR2026007672,Vehicle Theft,ST0098,OFF00398,Open,Critical,2023-09-29,2023-08-29,Mysuru,Shivamogga,Ea quod est soluta ad quibusdam iste est rerum ratione nobis laborum iste.,124737
CASE007673,FIR2026007673,Drug Trafficking,ST0007,OFF00343,Open,Low,2025-07-04,2024-07-27,Shivamogga,Dharwad,Iste perferendis dolor voluptate expedita deserunt sapiente ex ipsa laboriosam eum dolore.,370664
CASE007674,FIR2026007674,Chain Snatching,ST0007,OFF00150,Under Investigation,Low,2024-07-01,2026-03-10,Belagavi,Shivamogga,Dolor et sit odio maiores sunt ducimus.,955685
CASE007675,FIR2026007675,Assault,ST0060,OFF00081,Open,Low,2025-05-11,2026-04-06,Ballari,Shivamogga,Explicabo beatae doloremque vero provident rem suscipit eos ab ad similique vero aspernatur animi dolore aut.,682943
CASE007676,FIR2026007676,Domestic Violence,ST0086,OFF00308,Open,High,2024-05-16,2024-05-08,Tumakuru,Mysuru,Nihil magni nemo consectetur non porro in laboriosam doloribus quasi sit officiis iusto.,147409
CASE007677,FIR2026007677,UPI Fraud,ST0036,OFF00047,Under Investigation,Low,2025-07-02,2026-03-09,Hubballi,Bengaluru Urban,Eaque tempore enim minima doloribus temporibus aspernatur aut dolorem.,912646
CASE007678,FIR2026007678,ATM Fraud,ST0023,OFF00303,Under Investigation,Critical,2025-02-16,2023-10-16,Bengaluru,Belagavi,Pariatur enim excepturi unde perferendis hic reiciendis debitis culpa aliquam praesentium sit doloremque corrupti necessitatibus veritatis.,44292
CASE007679,FIR2026007679,ATM Fraud,ST0071,OFF00180,Open,Medium,2024-01-02,2025-02-13,Hubballi,Dharwad,Adipisci voluptas quia dolor ipsum libero ipsam explicabo itaque.,798083
CASE007680,FIR2026007680,Missing Person,ST0071,OFF00275,Open,High,2026-03-23,2025-07-22,Belagavi,Bengaluru Urban,Debitis tempora fuga optio quidem soluta nisi sed eaque possimus.,177551
CASE007681,FIR2026007681,Drug Trafficking,ST0017,OFF00093,Closed,Low,2024-09-11,2025-08-09,Ballari,Tumakuru,Sunt minima accusantium maiores odit temporibus adipisci minima odit tempora dolorem.,719101
CASE007682,FIR2026007682,Kidnapping,ST0076,OFF00100,Open,Medium,2025-05-26,2024-01-07,Shivamogga,Mysuru,Ad dolore nisi quia impedit ratione ducimus sit.,91595
CASE007683,FIR2026007683,Missing Person,ST0064,OFF00292,Under Investigation,Critical,2026-04-17,2024-04-18,Tumakuru,Ballari,Repudiandae repudiandae cum sint tempore neque dolores nobis.,157283
CASE007684,FIR2026007684,Mobile Theft,ST0055,OFF00253,Under Investigation,Low,2025-04-06,2024-04-14,Hubballi,Shivamogga,Voluptas magnam sit ipsa facere quod animi aliquam porro repellat perspiciatis maxime veniam voluptate.,508208
CASE007685,FIR2026007685,Cyber Fraud,ST0096,OFF00123,Under Investigation,Medium,2023-11-08,2023-05-26,Mysuru,Tumakuru,Ab quas iusto explicabo magnam deserunt dolorum.,514982
CASE007686,FIR2026007686,Online Scam,ST0021,OFF00449,Closed,Critical,2025-10-10,2024-02-18,Tumakuru,Shivamogga,Facere corrupti beatae delectus deserunt optio facere doloribus nulla aspernatur et distinctio aut.,772227
CASE007687,FIR2026007687,Online Scam,ST0016,OFF00318,Pending,Medium,2026-04-06,2023-05-21,Bengaluru,Mysuru,Quidem mollitia dolorem perferendis saepe voluptatum eum facere.,577731
