log_id,user_id,action,case_id,timestamp,ip_address
LOG004667,USR0006,Searched Entity,,2026-07-01 09:09:00,10.120.20.68
LOG001980,USR0029,Searched Entity,,2026-07-01 09:17:00,10.17.181.207
LOG004852,USR0004,Viewed Case,CASE008783,2026-07-01 09:19:00,10.247.81.226
LOG001866,USR0016,Viewed Case,CASE008653,2026-07-01 09:20:00,10.58.47.18
LOG005979,USR0002,Downloaded Report,CASE007466,2026-07-01 09:20:00,10.71.231.61
LOG003550,USR0010,Updated Evidence,CASE003290,2026-07-01 09:22:00,10.164.212.229
LOG002704,USR0004,Downloaded Report,CASE000230,2026-07-01 09:22:00,10.136.97.204
LOG001270,USR0014,Viewed Suspect Profile,CASE006567,2026-07-01 09:23:00,10.37.160.73
LOG005530,USR0031,Viewed Case,CASE006030,2026-07-01 09:23:00,10.44.114.233
LOG003312,USR0032,Viewed Suspect Profile,CASE006575,2026-07-01 09:29:00,10.35.118.83
LOG004909,USR0019,Updated Evidence,CASE004858,2026-07-01 09:36:00,10.39.223.175
LOG003218,USR0018,Downloaded Report,CASE004491,2026-07-01 09:39:00,10.203.20.178
LOG000804,USR0031,Viewed Case,CASE004505,2026-07-01 09:40:00,10.61.81.154
LOG001206,USR0001,Searched Entity,,2026-07-01 09:42:00,10.89.120.174
LOG000726,USR0012,Viewed Suspect Profile,CASE008772,2026-07-01 10:00:00,10.225.203.122
LOG001148,USR0024,Searched Entity,,2026-07-01 10:04:00,10.79.127.2
LOG002533,USR0021,Searched Entity,,2026-07-01 10:05:00,10.51.68.114
LOG000226,USR0011,Searched Entity,,2026-07-01 10:33:00,10.17.6.123
LOG001227,USR0027,Viewed Case,CASE003486,2026-07-01 10:35:00,10.158.236.168
LOG005204,USR0030,Viewed Case,CASE003884,2026-07-01 10:37:00,10.87.204.145
LOG003237,USR0007,Viewed Suspect Profile,CASE003509,2026-07-01 10:45:00,10.147.36.169
LOG005513,USR0010,Updated Evidence,CASE005930,2026-07-01 10:54:00,10.80.216.74
LOG001764,USR0031,Viewed Case,CASE006448,2026-07-01 11:00:00,10.218.98.145
LOG003525,USR0006,Viewed Suspect Profile,CASE002564,2026-07-01 11:13:00,10.14.90.127
LOG003769,USR0028,Viewed Case,CASE004115,2026-07-01 11:18:00,10.237.146.62
LOG001209,USR0029,Updated Evidence,CASE001823,2026-07-01 11:21:00,10.158.54.74
LOG000778,USR0022,Viewed Suspect Profile,CASE008262,2026-07-01 11:22:00,10.193.245.221
LOG005661,USR0011,Viewed Case,CASE000090,2026-07-01 11:28:00,10.223.205.83
LOG002419,USR0022,Updated Evidence,CASE005447,2026-07-01 11:33:00,10.145.59.14
LOG002095,USR0008,Downloaded Report,CASE007203,2026-07-01 11:39:00,10.152.44.36
LOG000013,USR0006,Searched Entity,,2026-07-01 11:40:00,10.28.169.187
LOG002505,USR0018,Viewed Case,CASE006160,2026-07-01 11:40:00,10.247.41.233
LOG005128,USR0033,Viewed Suspect Profile,CASE007171,2026-07-01 11:41:00,10.24.113.109
LOG001120,USR0009,Viewed Suspect Profile,CASE007460,2026-07-01 11:56:00,10.140.43.190
LOG005605,USR0029,Downloaded Report,CASE004138,2026-07-01 11:57:00,10.214.22.62
LOG000537,USR0008,Viewed Suspect Profile,CASE009906,2026-07-01 12:02:00,10.15.57.62
LOG002801,USR0012,Updated Evidence,CASE002620,2026-07-01 12:05:00,10.47.222.189
LOG005818,USR0012,Viewed Case,CASE007971,2026-07-01 12:17:00,10.54.150.173
LOG001416,USR0008,Downloaded Report,CASE002246,2026-07-01 12:25:00,10.5.56.125
LOG002991,USR0008,Downloaded Report,CASE000768,2026-07-01 12:28:00,10.90.255.212
LOG002944,USR0007,Searched Entity,,2026-07-01 12:40:00,10.181.220.83
LOG004476,USR0032,Updated Evidence,CASE000835,2026-07-01 12:43:00,10.102.202.101
LOG000731,USR0007,Viewed Case,CASE004266,2026-07-01 12:45:00,10.42.131.203
LOG001549,USR0032,Downloaded Report,CASE002374,2026-07-01 12:49:00,10.193.207.97
LOG001013,USR0001,Searched Entity,,2026-07-01 13:00:00,10.152.144.169
LOG001684,USR0022,Viewed Suspect Profile,CASE007442,2026-07-01 13:03:00,10.35.4.77
LOG002562,USR0012,Viewed Case,CASE000392,2026-07-01 13:04:00,10.53.126.96
LOG000579,USR0028,Downloaded Report,CASE008262,2026-07-01 13:10:00,10.3.6.29
LOG003814,USR0002,Viewed Suspect Profile,CASE006151,2026-07-01 13:31:00,10.173.235.85
LOG003827,USR0006,Viewed Case,CASE009076,2026-07-01 13:32:00,10.155.112.93
LOG003597,USR0016,Searched Entity,,2026-07-01 13:35:00,10.235.92.197
LOG000282,USR0032,Downloaded Report,CASE001688,2026-07-01 13:36:00,10.158.101.208
LOG003830,USR0026,Viewed Case,CASE002079,2026-07-01 13:41:00,10.221.111.65
LOG001402,USR0018,Updated Evidence,CASE006889,2026-07-01 13:53:00,10.249.176.74
LOG005118,USR0005,Viewed Case,CASE003019,2026-07-01 13:53:00,10.193.208.207
LOG001745,USR0024,Viewed Suspect Profile,CASE000292,2026-07-01 13:59:00,10.10.202.208
LOG001768,USR0026,Searched Entity,,2026-07-01 13:59:00,10.179.182.115
LOG000999,USR0003,Searched Entity,,2026-07-01 14:01:00,10.159.68.159
LOG003393,USR0033,Viewed Suspect Profile,CASE003816,2026-07-01 14:10:00,10.38.245.201
LOG004844,USR0014,Viewed Case,CASE007320,2026-07-01 14:34:00,10.52.28.210
LOG000626,USR0024,Viewed Case,CASE007320,2026-07-01 14:36:00,10.197.8.229
LOG005277,USR0008,Viewed Case,CASE004689,2026-07-01 14:40:00,10.28.244.8
LOG004009,USR0004,Searched Entity,,2026-07-01 14:40:00,10.131.64.13
LOG001498,USR0030,Updated Evidence,CASE005340,2026-07-01 14:46:00,10.92.110.162
LOG005507,USR0006,Downloaded Report,CASE001572,2026-07-01 15:01:00,10.184.122.50
LOG003361,USR0018,Updated Evidence,CASE000033,2026-07-01 15:05:00,10.157.44.43
LOG005027,USR0015,Viewed Case,CASE009932,2026-07-01 15:07:00,10.158.197.211
LOG004185,USR0017,Searched Entity,,2026-07-01 15:09:00,10.121.192.114
LOG003434,USR0018,Viewed Suspect Profile,CASE009043,2026-07-01 15:12:00,10.179.55.136
LOG003317,USR0019,Downloaded Report,CASE001891,2026-07-01 15:21:00,10.161.113.102
LOG001736,USR0031,Updated Evidence,CASE002244,2026-07-01 15:30:00,10.121.224.164
LOG001089,USR0012,Updated Evidence,CASE003715,2026-07-01 15:31:00,10.129.146.200
LOG005914,USR0027,Viewed Suspect Profile,CASE008461,2026-07-01 15:32:00,10.99.145.147
LOG005829,USR0021,Downloaded Report,CASE004282,2026-07-01 15:41:00,10.92.80.164
LOG005931,USR0024,Updated Evidence,CASE003188,2026-07-01 15:56:00,10.80.17.227
LOG005030,USR0007,Downloaded Report,CASE009454,2026-07-01 16:03:00,10.56.22.73
LOG004555,USR0003,Downloaded Report,CASE001168,2026-07-01 16:27:00,10.151.225.209
LOG005371,USR0031,Viewed Case,CASE009372,2026-07-01 16:29:00,10.215.253.193
LOG000323,USR0025,Downloaded Report,CASE006568,2026-07-01 16:30:00,10.26.87.237
LOG002489,USR0023,Viewed Case,CASE000343,2026-07-01 16:31:00,10.7.175.176
LOG002182,USR0032,Viewed Case,CASE003340,2026-07-01 16:39:00,10.123.225.155
LOG001331,USR0020,Downloaded Report,CASE003127,2026-07-01 16:40:00,10.196.86.79
LOG001495,USR0021,Updated Evidence,CASE009649,2026-07-01 16:40:00,10.206.98.138
LOG001692,USR0021,Viewed Case,CASE003833,2026-07-01 16:48:00,10.28.255.46
LOG001762,USR0002,Downloaded Report,CASE004955,2026-07-01 16:59:00,10.114.230.146
LOG000523,USR0011,Updated Evidence,CASE007748,2026-07-01 17:20:00,10.31.13.73
LOG003145,USR0015,Downloaded Report,CASE009286,2026-07-01 17:20:00,10.81.106.52
LOG000609,USR0018,Searched Entity,,2026-07-01 17:22:00,10.1.20.50
LOG004082,USR0006,Updated Evidence,CASE008416,2026-07-01 17:27:00,10.140.66.49
LOG005102,USR0004,Viewed Suspect Profile,CASE006674,2026-07-01 17:36:00,10.112.105.12
LOG000597,USR0011,Searched Entity,,2026-07-01 17:37:00,10.30.209.171
LOG000716,USR0013,Searched Entity,,2026-07-01 17:48:00,10.77.155.12
LOG001362,USR0011,Downloaded Report,CASE009942,2026-07-01 17:48:00,10.89.140.145
LOG000681,USR0004,Downloaded Report,CASE007009,2026-07-01 18:04:00,10.241.253.93
LOG005006,USR0017,Viewed Case,CASE004301,2026-07-01 18:04:00,10.88.164.59
LOG004978,USR0025,Viewed Case,CASE008073,2026-07-01 18:09:00,10.68.132.177
LOG001772,USR0019,Updated Evidence,CASE004700,2026-07-01 18:09:00,10.10.78.74
LOG004727,USR0001,Viewed Case,CASE002423,2026-07-01 18:17:00,10.150.83.249
LOG004051,USR0004,Searched Entity,,2026-07-01 18:21:00,10.222.152.75
LOG003279,USR0027,Updated Evidence,CASE007690,2026-07-01 18:23:00,10.76.2.250
LOG004709,USR0015,Viewed Suspect Profile,CASE006638,2026-07-01 18:25:00,10.11.3.4
LOG004204,USR0012,Viewed Case,CASE007535,2026-07-01 18:28:00,10.165.150.82
LOG004205,USR0030,Updated Evidence,CASE008739,2026-07-01 18:29:00,10.203.20.134
LOG003921,USR0012,Viewed Case,CASE002585,2026-07-01 18:32:00,10.2.93.44
LOG000029,USR0021,Viewed Suspect Profile,CASE006723,2026-07-01 18:40:00,10.88.143.38
LOG000398,USR0006,Downloaded Report,CASE000371,2026-07-01 18:46:00,10.7.214.84
LOG002371,USR0026,Downloaded Report,CASE009888,2026-07-01 18:46:00,10.7.137.58
LOG000290,USR0008,Viewed Suspect Profile,CASE006455,2026-07-01 18:53:00,10.120.53.117
LOG004084,USR0010,Updated Evidence,CASE007535,2026-07-01 19:00:00,10.12.255.12
LOG005742,USR0023,Viewed Suspect Profile,CASE008987,2026-07-01 19:03:00,10.73.109.193
LOG003876,USR0019,Viewed Case,CASE005820,2026-07-01 19:16:00,10.45.142.105
LOG000587,USR0011,Viewed Suspect Profile,CASE002039,2026-07-01 19:22:00,10.207.251.147
LOG003566,USR0024,Viewed Case,CASE001463,2026-07-01 19:35:00,10.253.200.146
LOG005975,USR0005,Viewed Case,CASE001141,2026-07-01 19:39:00,10.118.138.91
LOG003650,USR0001,Updated Evidence,CASE001911,2026-07-01 19:42:00,10.39.19.63
LOG000348,USR0025,Viewed Suspect Profile,CASE003721,2026-07-01 19:43:00,10.4.127.53
LOG003411,USR0019,Updated Evidence,CASE001387,2026-07-01 19:44:00,10.197.166.55
LOG004123,USR0004,Viewed Case,CASE005998,2026-07-01 19:44:00,10.11.32.29
LOG000076,USR0015,Updated Evidence,CASE004302,2026-07-01 19:49:00,10.211.226.197
LOG002542,USR0011,Downloaded Report,CASE005132,2026-07-01 19:53:00,10.51.135.174
LOG003073,USR0008,Searched Entity,,2026-07-01 19:56:00,10.99.104.73
LOG000896,USR0001,Searched Entity,,2026-07-01 19:57:00,10.187.63.57
LOG000237,USR0031,Searched Entity,,2026-07-01 20:15:00,10.9.102.26
LOG001111,USR0027,Searched Entity,,2026-07-01 20:17:00,10.93.105.160
LOG003396,USR0022,Viewed Case,CASE004488,2026-07-01 20:21:00,10.251.215.61
LOG005344,USR0024,Updated Evidence,CASE009231,2026-07-01 20:22:00,10.66.175.199
LOG004115,USR0028,Searched Entity,,2026-07-01 20:23:00,10.182.226.232
LOG000093,USR0001,Viewed Suspect Profile,CASE009865,2026-07-01 20:25:00,10.149.239.233
LOG005561,USR0006,Updated Evidence,CASE000976,2026-07-01 20:44:00,10.177.6.124
LOG000621,USR0015,Downloaded Report,CASE006458,2026-07-01 20:46:00,10.27.3.140
LOG005943,USR0017,Viewed Case,CASE002374,2026-07-01 20:46:00,10.101.104.136
LOG004181,USR0009,Updated Evidence,CASE003926,2026-07-01 20:46:00,10.164.24.33
LOG001614,USR0024,Viewed Case,CASE004110,2026-07-01 20:48:00,10.228.185.20
LOG003144,USR0031,Viewed Suspect Profile,CASE009356,2026-07-02 08:07:00,10.45.44.31
LOG004665,USR0012,Viewed Case,CASE003392,2026-07-02 08:17:00,10.219.213.135
LOG005177,USR0024,Updated Evidence,CASE005848,2026-07-02 08:17:00,10.96.208.66
LOG002178,USR0030,Viewed Case,CASE000959,2026-07-02 08:23:00,10.14.227.7
LOG004617,USR0025,Downloaded Report,CASE007302,2026-07-02 08:25:00,10.124.36.54
LOG001977,USR0028,Viewed Suspect Profile,CASE002123,2026-07-02 08:33:00,10.181.215.193
LOG001287,USR0029,Viewed Suspect Profile,CASE006979,2026-07-02 08:46:00,10.116.12.167
LOG002655,USR0004,Viewed Suspect Profile,CASE002740,2026-07-02 08:48:00,10.214.115.57
LOG005492,USR0012,Updated Evidence,CASE001267,2026-07-02 08:57:00,10.158.85.150
LOG003605,USR0025,Searched Entity,,2026-07-02 09:13:00,10.205.156.108
LOG001077,USR0025,Viewed Case,CASE001577,2026-07-02 09:15:00,10.205.104.14
LOG000547,USR0002,Viewed Suspect Profile,CASE004196,2026-07-02 09:17:00,10.24.215.51
LOG004453,USR0015,Downloaded Report,CASE004650,2026-07-02 09:19:00,10.114.178.88
LOG002925,USR0004,Downloaded Report,CASE003688,2026-07-02 09:20:00,10.188.205.3
LOG005490,USR0006,Searched Entity,,2026-07-02 09:31:00,10.46.197.252
LOG000475,USR0029,Downloaded Report,CASE002029,2026-07-02 09:34:00,10.82.145.77
LOG002073,USR0014,Viewed Suspect Profile,CASE002206,2026-07-02 09:52:00,10.102.147.229
LOG003261,USR0033,Searched Entity,,2026-07-02 09:54:00,10.99.78.1
LOG002641,USR0023,Updated Evidence,CASE004561,2026-07-02 09:58:00,10.196.91.208
LOG001545,USR0014,Searched Entity,,2026-07-02 10:06:00,10.30.26.124
LOG000875,USR0025,Viewed Suspect Profile,CASE001303,2026-07-02 10:11:00,10.26.115.120
LOG001239,USR0005,Downloaded Report,CASE007580,2026-07-02 10:11:00,10.73.62.5
LOG005051,USR0031,Downloaded Report,CASE002616,2026-07-02 10:13:00,10.14.184.117
LOG005937,USR0027,Downloaded Report,CASE009246,2026-07-02 10:16:00,10.142.232.239
LOG004811,USR0021,Downloaded Report,CASE001634,2026-07-02 10:23:00,10.6.46.210
LOG004941,USR0027,Viewed Suspect Profile,CASE002707,2026-07-02 10:24:00,10.60.252.61
LOG000701,USR0026,Updated Evidence,CASE004526,2026-07-02 10:33:00,10.205.63.121
LOG002288,USR0018,Downloaded Report,CASE001411,2026-07-02 10:49:00,10.101.88.111
LOG004906,USR0026,Viewed Case,CASE004178,2026-07-02 10:49:00,10.234.70.206
LOG004808,USR0005,Downloaded Report,CASE007671,2026-07-02 10:50:00,10.22.55.217
LOG003061,USR0019,Viewed Case,CASE009434,2026-07-02 10:52:00,10.116.143.244
LOG004637,USR0032,Downloaded Report,CASE002551,2026-07-02 11:00:00,10.218.156.102
LOG003346,USR0006,Searched Entity,,2026-07-02 11:04:00,10.105.42.217
LOG003780,USR0027,Viewed Suspect Profile,CASE001815,2026-07-02 11:07:00,10.21.66.77
LOG001825,USR0007,Updated Evidence,CASE006691,2026-07-02 11:16:00,10.44.162.149
LOG004546,USR0029,Downloaded Report,CASE000877,2026-07-02 11:17:00,10.200.251.208
LOG004866,USR0032,Viewed Suspect Profile,CASE001757,2026-07-02 11:17:00,10.28.164.30
LOG005696,USR0012,Viewed Suspect Profile,CASE002141,2026-07-02 11:19:00,10.226.198.49
LOG001231,USR0030,Updated Evidence,CASE002216,2026-07-02 11:20:00,10.34.187.28
LOG003519,USR0013,Viewed Suspect Profile,CASE006162,2026-07-02 11:24:00,10.18.239.45
LOG000554,USR0014,Viewed Suspect Profile,CASE007781,2026-07-02 11:25:00,10.98.74.244
LOG005191,USR0013,Downloaded Report,CASE000384,2026-07-02 11:27:00,10.188.74.166
LOG001371,USR0032,Viewed Suspect Profile,CASE000113,2026-07-02 11:28:00,10.91.195.231
LOG005415,USR0004,Viewed Suspect Profile,CASE007866,2026-07-02 11:35:00,10.224.48.73
LOG004246,USR0023,Searched Entity,,2026-07-02 11:38:00,10.73.110.179
LOG001562,USR0022,Updated Evidence,CASE006861,2026-07-02 11:43:00,10.230.237.10
LOG001906,USR0013,Updated Evidence,CASE001813,2026-07-02 11:44:00,10.130.92.233
LOG004645,USR0019,Viewed Suspect Profile,CASE001791,2026-07-02 11:49:00,10.230.201.134
LOG000196,USR0029,Viewed Suspect Profile,CASE001925,2026-07-02 11:53:00,10.166.162.67
LOG003038,USR0025,Updated Evidence,CASE009778,2026-07-02 12:00:00,10.59.73.164
LOG003432,USR0024,Downloaded Report,CASE008555,2026-07-02 12:02:00,10.217.80.250
LOG002635,USR0024,Updated Evidence,CASE004037,2026-07-02 12:03:00,10.154.172.160
LOG004392,USR0022,Downloaded Report,CASE007887,2026-07-02 12:08:00,10.153.47.207
LOG005510,USR0003,Viewed Case,CASE004149,2026-07-02 12:14:00,10.73.197.43
LOG001203,USR0023,Viewed Case,CASE006881,2026-07-02 12:23:00,10.108.126.242
LOG000840,USR0029,Searched Entity,,2026-07-02 12:23:00,10.92.189.73
LOG001883,USR0010,Viewed Case,CASE007433,2026-07-02 12:27:00,10.166.96.195
LOG000951,USR0018,Viewed Suspect Profile,CASE006638,2026-07-02 12:30:00,10.63.58.48
LOG001838,USR0012,Updated Evidence,CASE005662,2026-07-02 12:32:00,10.167.229.160
LOG000942,USR0008,Searched Entity,,2026-07-02 12:32:00,10.230.144.128
LOG005974,USR0015,Updated Evidence,CASE001166,2026-07-02 12:36:00,10.108.21.176
LOG000761,USR0020,Viewed Case,CASE007341,2026-07-02 12:38:00,10.177.112.199
LOG005780,USR0001,Downloaded Report,CASE001514,2026-07-02 12:40:00,10.75.63.205
LOG003166,USR0004,Updated Evidence,CASE005601,2026-07-02 12:50:00,10.156.64.174
LOG004278,USR0007,Viewed Case,CASE004291,2026-07-02 12:51:00,10.62.205.204
LOG004997,USR0025,Downloaded Report,CASE008877,2026-07-02 12:52:00,10.26.121.165
LOG003865,USR0006,Viewed Suspect Profile,CASE004094,2026-07-02 12:57:00,10.232.1.164
LOG002316,USR0010,Searched Entity,,2026-07-02 13:02:00,10.47.158.111
LOG001174,USR0012,Viewed Case,CASE008588,2026-07-02 13:03:00,10.253.68.152
LOG005797,USR0032,Updated Evidence,CASE004323,2026-07-02 13:03:00,10.106.205.231
LOG000940,USR0003,Viewed Case,CASE001074,2026-07-02 13:06:00,10.239.136.226
LOG001864,USR0031,Viewed Case,CASE003492,2026-07-02 13:12:00,10.65.253.222
LOG004214,USR0011,Downloaded Report,CASE005572,2026-07-02 13:21:00,10.107.103.186
LOG001131,USR0023,Viewed Suspect Profile,CASE004779,2026-07-02 13:21:00,10.173.2.151
LOG000188,USR0005,Updated Evidence,CASE007054,2026-07-02 13:26:00,10.6.5.163
LOG002297,USR0016,Downloaded Report,CASE007911,2026-07-02 13:33:00,10.47.40.137
LOG000511,USR0019,Updated Evidence,CASE005541,2026-07-02 13:36:00,10.189.188.7
LOG002291,USR0031,Viewed Suspect Profile,CASE001039,2026-07-02 13:49:00,10.133.90.31
LOG002190,USR0014,Updated Evidence,CASE007924,2026-07-02 13:57:00,10.32.216.192
LOG002748,USR0026,Searched Entity,,2026-07-02 14:00:00,10.174.181.6
LOG003117,USR0025,Downloaded Report,CASE009539,2026-07-02 14:15:00,10.49.150.131
LOG001237,USR0009,Downloaded Report,CASE006238,2026-07-02 14:26:00,10.139.35.73
LOG004634,USR0029,Viewed Suspect Profile,CASE009782,2026-07-02 14:26:00,10.38.241.239
LOG003542,USR0013,Searched Entity,,2026-07-02 14:27:00,10.177.232.15
LOG000759,USR0032,Downloaded Report,CASE006121,2026-07-02 14:29:00,10.252.243.125
LOG000018,USR0020,Searched Entity,,2026-07-02 14:40:00,10.253.9.157
LOG004690,USR0004,Viewed Suspect Profile,CASE001127,2026-07-02 14:44:00,10.142.197.17
LOG004739,USR0014,Updated Evidence,CASE005535,2026-07-02 14:59:00,10.205.153.190
LOG000807,USR0014,Downloaded Report,CASE008262,2026-07-02 14:59:00,10.228.4.86
LOG001588,USR0004,Searched Entity,,2026-07-02 15:07:00,10.165.99.183
LOG004072,USR0030,Searched Entity,,2026-07-02 15:17:00,10.52.221.87
LOG001420,USR0014,Updated Evidence,CASE008805,2026-07-02 15:23:00,10.148.85.197
LOG002453,USR0024,Viewed Suspect Profile,CASE009954,2026-07-02 15:29:00,10.240.183.8
LOG003014,USR0013,Viewed Case,CASE008200,2026-07-02 15:30:00,10.139.139.38
LOG004719,USR0022,Updated Evidence,CASE002431,2026-07-02 15:31:00,10.120.60.191
LOG001093,USR0024,Downloaded Report,CASE007922,2026-07-02 15:37:00,10.180.148.168
LOG001935,USR0004,Downloaded Report,CASE003433,2026-07-02 15:39:00,10.238.4.199
LOG002551,USR0004,Viewed Suspect Profile,CASE002457,2026-07-02 15:39:00,10.127.145.125
LOG003838,USR0031,Viewed Case,CASE002228,2026-07-02 15:42:00,10.61.3.58
LOG003154,USR0007,Downloaded Report,CASE005947,2026-07-02 15:43:00,10.107.131.9
LOG002160,USR0009,Viewed Suspect Profile,CASE003557,2026-07-02 15:45:00,10.150.147.59
LOG003328,USR0022,Searched Entity,,2026-07-02 15:58:00,10.148.62.166
LOG001448,USR0003,Viewed Suspect Profile,CASE001500,2026-07-02 16:02:00,10.224.69.1
LOG002128,USR0013,Viewed Case,CASE009735,2026-07-02 16:10:00,10.115.19.91
LOG002755,USR0014,Searched Entity,,2026-07-02 16:16:00,10.7.121.35
LOG001412,USR0025,Viewed Suspect Profile,CASE003390,2026-07-02 16:19:00,10.246.209.190
LOG002978,USR0008,Viewed Case,CASE003843,2026-07-02 16:21:00,10.92.177.155
LOG005630,USR0025,Viewed Suspect Profile,CASE009610,2026-07-02 16:22:00,10.62.107.109
LOG002792,USR0019,Viewed Suspect Profile,CASE008888,2026-07-02 16:27:00,10.11.38.92
LOG000388,USR0002,Viewed Case,CASE003619,2026-07-02 16:34:00,10.198.80.39
LOG002567,USR0028,Viewed Case,CASE005754,2026-07-02 16:49:00,10.100.179.156
LOG004164,USR0002,Viewed Suspect Profile,CASE003895,2026-07-02 16:55:00,10.252.14.154
LOG003482,USR0011,Downloaded Report,CASE008966,2026-07-02 16:58:00,10.6.106.80
LOG005468,USR0016,Updated Evidence,CASE004475,2026-07-02 17:00:00,10.99.35.138
LOG000861,USR0028,Downloaded Report,CASE006012,2026-07-02 17:02:00,10.1.120.140
LOG000808,USR0033,Viewed Case,CASE004652,2026-07-02 17:04:00,10.22.207.217
LOG003158,USR0010,Viewed Suspect Profile,CASE008072,2026-07-02 17:26:00,10.188.147.104
LOG001192,USR0024,Viewed Case,CASE009169,2026-07-02 17:29:00,10.222.246.145
LOG003596,USR0014,Downloaded Report,CASE003887,2026-07-02 17:30:00,10.199.26.79
LOG004242,USR0027,Viewed Suspect Profile,CASE003980,2026-07-02 17:30:00,10.73.41.11
LOG003507,USR0022,Searched Entity,,2026-07-02 17:36:00,10.28.197.32
LOG003620,USR0015,Downloaded Report,CASE005043,2026-07-02 17:49:00,10.69.48.213
LOG005526,USR0014,Downloaded Report,CASE001234,2026-07-02 18:22:00,10.229.112.127
LOG004127,USR0008,Searched Entity,,2026-07-02 18:31:00,10.26.120.5
LOG000542,USR0002,Downloaded Report,CASE003109,2026-07-02 18:32:00,10.39.47.167
LOG003377,USR0014,Downloaded Report,CASE004273,2026-07-02 18:33:00,10.203.200.134
LOG003307,USR0014,Searched Entity,,2026-07-02 18:47:00,10.111.54.45
LOG003968,USR0014,Viewed Case,CASE000107,2026-07-02 18:49:00,10.61.237.190
LOG005664,USR0030,Searched Entity,,2026-07-02 18:58:00,10.117.244.39
LOG004286,USR0016,Downloaded Report,CASE004050,2026-07-02 19:06:00,10.242.126.33
LOG004698,USR0031,Viewed Case,CASE009945,2026-07-02 19:11:00,10.245.80.154
LOG000386,USR0020,Viewed Case,CASE000692,2026-07-02 19:13:00,10.226.50.207
LOG005746,USR0002,Viewed Suspect Profile,CASE005292,2026-07-02 19:17:00,10.50.161.194
LOG002553,USR0007,Viewed Suspect Profile,CASE006098,2026-07-02 19:18:00,10.10.208.74
LOG005394,USR0009,Viewed Suspect Profile,CASE001333,2026-07-02 19:22:00,10.49.235.211
LOG000815,USR0006,Searched Entity,,2026-07-02 19:33:00,10.166.136.243
LOG000876,USR0014,Downloaded Report,CASE006288,2026-07-02 19:35:00,10.138.27.252
LOG002123,USR0002,Viewed Suspect Profile,CASE007782,2026-07-02 19:35:00,10.108.227.135
LOG002509,USR0005,Viewed Case,CASE003569,2026-07-02 19:36:00,10.177.93.114
LOG005351,USR0002,Updated Evidence,CASE007540,2026-07-02 19:50:00,10.149.22.112
LOG003894,USR0028,Updated Evidence,CASE007013,2026-07-02 19:50:00,10.56.86.182
LOG000064,USR0032,Viewed Suspect Profile,CASE004398,2026-07-02 19:51:00,10.125.148.32
LOG004144,USR0031,Downloaded Report,CASE003299,2026-07-02 19:58:00,10.190.81.30
LOG003444,USR0004,Searched Entity,,2026-07-02 19:58:00,10.227.233.37
LOG002358,USR0017,Downloaded Report,CASE002054,2026-07-02 20:02:00,10.40.20.84
LOG001155,USR0029,Viewed Case,CASE000210,2026-07-02 20:02:00,10.22.12.128
LOG005243,USR0011,Searched Entity,,2026-07-02 20:10:00,10.99.211.96
LOG005320,USR0016,Downloaded Report,CASE008715,2026-07-02 20:11:00,10.139.97.179
LOG005521,USR0015,Viewed Suspect Profile,CASE007211,2026-07-02 20:16:00,10.18.13.211
LOG001948,USR0008,Searched Entity,,2026-07-02 20:20:00,10.124.18.237
LOG001747,USR0032,Viewed Suspect Profile,CASE005009,2026-07-02 20:40:00,10.240.74.200
LOG004145,USR0023,Downloaded Report,CASE008332,2026-07-02 20:46:00,10.75.123.18
LOG002663,USR0026,Viewed Suspect Profile,CASE009210,2026-07-02 20:47:00,10.68.83.52
LOG002273,USR0024,Downloaded Report,CASE004759,2026-07-02 20:48:00,10.138.147.86
LOG005580,USR0010,Updated Evidence,CASE006376,2026-07-02 20:51:00,10.192.166.202
LOG004010,USR0008,Viewed Case,CASE000546,2026-07-02 20:53:00,10.125.38.11
LOG001677,USR0007,Viewed Case,CASE002982,2026-07-03 08:00:00,10.135.180.132
LOG002532,USR0011,Updated Evidence,CASE000137,2026-07-03 08:19:00,10.118.30.102
LOG003343,USR0001,Viewed Case,CASE009076,2026-07-03 08:33:00,10.225.163.192
LOG002996,USR0027,Viewed Case,CASE008791,2026-07-03 08:37:00,10.15.31.68
LOG000505,USR0016,Viewed Suspect Profile,CASE005135,2026-07-03 08:44:00,10.123.255.24
LOG000362,USR0023,Viewed Suspect Profile,CASE009647,2026-07-03 08:45:00,10.241.60.215
LOG003516,USR0005,Searched Entity,,2026-07-03 09:00:00,10.2.249.29
LOG005982,USR0007,Searched Entity,,2026-07-03 09:01:00,10.183.78.77
LOG002849,USR0020,Viewed Suspect Profile,CASE005571,2026-07-03 09:01:00,10.206.99.193
LOG005941,USR0029,Searched Entity,,2026-07-03 09:07:00,10.83.3.10
LOG004165,USR0005,Downloaded Report,CASE007460,2026-07-03 09:11:00,10.42.82.230
LOG000530,USR0006,Downloaded Report,CASE005994,2026-07-03 09:14:00,10.47.148.152
LOG002049,USR0027,Viewed Suspect Profile,CASE004805,2026-07-03 09:18:00,10.2.227.250
LOG004567,USR0004,Viewed Suspect Profile,CASE004957,2026-07-03 09:21:00,10.10.83.249
LOG003027,USR0007,Viewed Suspect Profile,CASE009134,2026-07-03 09:27:00,10.90.189.242
LOG003016,USR0031,Downloaded Report,CASE001035,2026-07-03 09:42:00,10.14.119.66
