suspect_id,case_id,citizen_id,role,arrest_status
SUS003819,CASE009602,CID000777,Gang Member,Absconding
SUS003820,CASE001988,CID006127,Accomplice,Under Surveillance
SUS003821,CASE007984,CID002415,Accomplice,Under Surveillance
SUS003822,CASE006115,CID005981,Unknown Suspect,Absconding
SUS003823,CASE009991,CID000083,Accomplice,Wanted
SUS003824,CASE005335,CID004016,Gang Member,Under Surveillance
SUS003825,CASE004684,CID009807,Main Suspect,Arrested
SUS003826,CASE000978,CID000360,Accomplice,Absconding
SUS003827,CASE001215,CID001508,Main Suspect,Under Surveillance
SUS003828,CASE004419,CID001058,Gang Member,Under Surveillance
SUS003829,CASE004870,CID001785,Unknown Suspect,Under Surveillance
SUS003830,CASE003816,CID000108,Main Suspect,Absconding
SUS003831,CASE005103,CID009294,Main Suspect,Arrested
SUS003832,CASE003131,CID007186,Gang Member,Wanted
SUS003833,CASE002498,CID000367,Gang Member,Wanted
SUS003834,CASE005642,CID007632,Main Suspect,Arrested
SUS003835,CASE004766,CID000681,Accomplice,Wanted
SUS003836,CASE007359,CID003652,Main Suspect,Wanted
SUS003837,CASE009558,CID000474,Unknown Suspect,Arrested
SUS003838,CASE003991,CID001920,Unknown Suspect,Arrested
SUS003839,CASE008936,CID002712,Unknown Suspect,Under Surveillance
SUS003840,CASE009756,CID000111,Accomplice,Wanted
SUS003841,CASE001109,CID003936,Gang Member,Absconding
SUS003842,CASE008510,CID009240,Accomplice,Under Surveillance
SUS003843,CASE004373,CID003739,Unknown Suspect,Arrested
SUS003844,CASE009705,CID007919,Gang Member,Absconding
SUS003845,CASE003705,CID000793,Gang Member,Wanted
SUS003846,CASE007305,CID002512,Main Suspect,Absconding
SUS003847,CASE004061,CID000390,Gang Member,Absconding
SUS003848,CASE000260,CID000357,Unknown Suspect,Absconding
SUS003849,CASE008977,CID001055,Gang Member,Under Surveillance
SUS003850,CASE006602,CID005182,Accomplice,Wanted
SUS003851,CASE006467,CID008048,Main Suspect,Absconding
SUS003852,CASE005246,CID006857,Gang Member,Arrested
SUS003853,CASE000577,CID000150,Main Suspect,Under Surveillance
SUS003854,CASE001773,CID000470,Main Suspect,Wanted
SUS003855,CASE007260,CID000142,Gang Member,Wanted
SUS003856,CASE005352,CID000259,Main Suspect,Wanted
SUS003857,CASE008825,CID000946,Accomplice,Wanted
SUS003858,CASE005621,CID005018,Gang Member,Under Surveillance
SUS003859,CASE001561,CID003581,Main Suspect,Absconding
SUS003860,CASE008552,CID007553,Gang Member,Under Surveillance
SUS003861,CASE004336,CID000917,Unknown Suspect,Absconding
SUS003862,CASE002928,CID002216,Main Suspect,Absconding
SUS003863,CASE002680,CID000445,Main Suspect,Arrested
SUS003864,CASE005358,CID003633,Gang Member,Arrested
SUS003865,CASE008090,CID009325,Unknown Suspect,Wanted
SUS003866,CASE005139,CID000036,Unknown Suspect,Under Surveillance
SUS003867,CASE000338,CID001077,Unknown Suspect,Under Surveillance
SUS003868,CASE008169,CID000021,Accomplice,Under Surveillance
SUS003869,CASE000007,CID009514,Gang Member,Under Surveillance
SUS003870,CASE001499,CID000417,Main Suspect,Under Surveillance
SUS003871,CASE002607,CID000780,Main Suspect,Arrested
SUS003872,CASE002113,CID000792,Accomplice,Absconding
SUS003873,CASE005510,CID004657,Unknown Suspect,Arrested
SUS003874,CASE001430,CID005383,Unknown Suspect,Wanted
SUS003875,CASE002407,CID004343,Gang Member,Under Surveillance
SUS003876,CASE000179,CID004165,Main Suspect,Absconding
SUS003877,CASE008845,CID005781,Main Suspect,Wanted
SUS003878,CASE001717,CID001820,Gang Member,Under Surveillance
SUS003879,CASE002828,CID008300,Unknown Suspect,Arrested
SUS003880,CASE003338,CID000158,Accomplice,Under Surveillance
SUS003881,CASE000863,CID006828,Main Suspect,Arrested
SUS003882,CASE003894,CID000380,Gang Member,Absconding
SUS003883,CASE002466,CID000597,Accomplice,Wanted
SUS003884,CASE008773,CID000511,Accomplice,Under Surveillance
SUS003885,CASE001570,CID009285,Main Suspect,Under Surveillance
SUS003886,CASE001983,CID002739,Main Suspect,Absconding
SUS003887,CASE009705,CID004523,Accomplice,Absconding
SUS003888,CASE002957,CID000215,Gang Member,Arrested
SUS003889,CASE008895,CID007123,Unknown Suspect,Under Surveillance
SUS003890,CASE008296,CID000226,Unknown Suspect,Absconding
SUS003891,CASE008938,CID005115,Main Suspect,Wanted
SUS003892,CASE000986,CID001209,Accomplice,Under Surveillance
SUS003893,CASE008794,CID000116,Main Suspect,Arrested
SUS003894,CASE003891,CID002753,Unknown Suspect,Arrested
SUS003895,CASE001537,CID009248,Gang Member,Absconding
SUS003896,CASE005039,CID006217,Main Suspect,Under Surveillance
SUS003897,CASE001560,CID009056,Main Suspect,Wanted
SUS003898,CASE007695,CID000404,Accomplice,Absconding
SUS003899,CASE008656,CID002766,Main Suspect,Absconding
SUS003900,CASE003240,CID008325,Unknown Suspect,Arrested
SUS003901,CASE000939,CID001535,Main Suspect,Wanted
SUS003902,CASE008109,CID002173,Unknown Suspect,Wanted
SUS003903,CASE009361,CID009165,Unknown Suspect,Under Surveillance
SUS003904,CASE008609,CID000425,Unknown Suspect,Arrested
SUS003905,CASE003978,CID006946,Gang Member,Absconding
SUS003906,CASE000446,CID001067,Unknown Suspect,Absconding
SUS003907,CASE007500,CID000357,Accomplice,Under Surveillance
SUS003908,CASE006691,CID008130,Gang Member,Arrested
SUS003909,CASE006697,CID007477,Unknown Suspect,Arrested
SUS003910,CASE001878,CID001292,Main Suspect,Under Surveillance
SUS003911,CASE004702,CID003886,Gang Member,Under Surveillance
SUS003912,CASE006225,CID000523,Accomplice,Wanted
SUS003913,CASE001691,CID000624,Accomplice,Absconding
SUS003914,CASE004490,CID006239,Unknown Suspect,Absconding
SUS003915,CASE005083,CID000322,Gang Member,Arrested
SUS003916,CASE005280,CID006151,Accomplice,Wanted
SUS003917,CASE001043,CID006853,Gang Member,Under Surveillance
SUS003918,CASE002048,CID003949,Main Suspect,Arrested
SUS003919,CASE008482,CID003994,Main Suspect,Absconding
SUS003920,CASE004392,CID000797,Accomplice,Absconding
SUS003921,CASE004507,CID008112,Gang Member,Wanted
SUS003922,CASE006112,CID002730,Main Suspect,Wanted
SUS003923,CASE009344,CID003546,Gang Member,Under Surveillance
SUS003924,CASE002927,CID001165,Gang Member,Arrested
SUS003925,CASE004149,CID000174,Accomplice,Absconding
SUS003926,CASE002787,CID000913,Main Suspect,Wanted
SUS003927,CASE005701,CID007456,Gang Member,Absconding
SUS003928,CASE001681,CID000359,Gang Member,Wanted
SUS003929,CASE006379,CID004988,Accomplice,Wanted
SUS003930,CASE003490,CID003018,Gang Member,Wanted
SUS003931,CASE004793,CID000847,Accomplice,Wanted
SUS003932,CASE002937,CID006617,Gang Member,Under Surveillance
SUS003933,CASE000056,CID004816,Gang Member,Arrested
SUS003934,CASE005353,CID005209,Gang Member,Absconding
SUS003935,CASE003373,CID003581,Accomplice,Under Surveillance
SUS003936,CASE006312,CID000320,Accomplice,Arrested
SUS003937,CASE005223,CID004616,Gang Member,Absconding
SUS003938,CASE003122,CID000495,Gang Member,Absconding
SUS003939,CASE004329,CID007388,Unknown Suspect,Wanted
SUS003940,CASE000411,CID009722,Gang Member,Under Surveillance
SUS003941,CASE004977,CID005161,Accomplice,Arrested
SUS003942,CASE007686,CID007695,Unknown Suspect,Absconding
SUS003943,CASE005139,CID005367,Main Suspect,Under Surveillance
SUS003944,CASE008761,CID000775,Accomplice,Wanted
SUS003945,CASE002465,CID000225,Gang Member,Wanted
SUS003946,CASE009685,CID000551,Main Suspect,Wanted
SUS003947,CASE002466,CID002686,Main Suspect,Under Surveillance
SUS003948,CASE008160,CID002583,Unknown Suspect,Wanted
SUS003949,CASE004275,CID003744,Unknown Suspect,Arrested
SUS003950,CASE005170,CID000145,Accomplice,Wanted
SUS003951,CASE008182,CID000444,Accomplice,Under Surveillance
SUS003952,CASE007571,CID001759,Main Suspect,Arrested
SUS003953,CASE003940,CID000403,Accomplice,Absconding
SUS003954,CASE003945,CID000125,Accomplice,Arrested
SUS003955,CASE009962,CID000742,Unknown Suspect,Arrested
SUS003956,CASE000104,CID005312,Accomplice,Wanted
SUS003957,CASE001582,CID005715,Gang Member,Absconding
SUS003958,CASE004687,CID007666,Main Suspect,Arrested
SUS003959,CASE004061,CID002505,Gang Member,Under Surveillance
SUS003960,CASE000345,CID005574,Gang Member,Under Surveillance
SUS003961,CASE003602,CID001331,Unknown Suspect,Wanted
SUS003962,CASE006232,CID006496,Gang Member,Wanted
SUS003963,CASE009286,CID000764,Main Suspect,Wanted
SUS003964,CASE002398,CID000262,Main Suspect,Wanted
SUS003965,CASE004491,CID005840,Gang Member,Arrested
SUS003966,CASE005775,CID009847,Main Suspect,Absconding
SUS003967,CASE005232,CID000066,Main Suspect,Absconding
SUS003968,CASE002794,CID003437,Main Suspect,Wanted
SUS003969,CASE006389,CID001772,Gang Member,Under Surveillance
SUS003970,CASE005791,CID000107,Unknown Suspect,Arrested
SUS003971,CASE006931,CID000178,Main Suspect,Arrested
SUS003972,CASE006602,CID000276,Unknown Suspect,Wanted
SUS003973,CASE009079,CID000568,Main Suspect,Wanted
SUS003974,CASE001195,CID000326,Accomplice,Arrested
SUS003975,CASE002588,CID002346,Main Suspect,Wanted
SUS003976,CASE006112,CID009674,Unknown Suspect,Under Surveillance
SUS003977,CASE007365,CID000143,Unknown Suspect,Arrested
SUS003978,CASE005661,CID000552,Gang Member,Arrested
SUS003979,CASE000215,CID002961,Accomplice,Arrested
SUS003980,CASE007177,CID003953,Main Suspect,Under Surveillance
SUS003981,CASE002177,CID007822,Main Suspect,Under Surveillance
SUS003982,CASE009005,CID005683,Unknown Suspect,Absconding
SUS003983,CASE003515,CID003996,Main Suspect,Wanted
SUS003984,CASE008571,CID002752,Unknown Suspect,Absconding
SUS003985,CASE008535,CID000686,Unknown Suspect,Under Surveillance
SUS003986,CASE006494,CID009465,Gang Member,Arrested
SUS003987,CASE001223,CID007353,Gang Member,Arrested
SUS003988,CASE002800,CID006565,Accomplice,Arrested
SUS003989,CASE004989,CID009080,Main Suspect,Arrested
SUS003990,CASE005783,CID005674,Unknown Suspect,Under Surveillance
SUS003991,CASE000493,CID006898,Gang Member,Under Surveillance
SUS003992,CASE008749,CID000254,Gang Member,Wanted
SUS003993,CASE001169,CID009391,Accomplice,Absconding
SUS003994,CASE003049,CID007873,Gang Member,Under Surveillance
SUS003995,CASE007444,CID005162,Unknown Suspect,Arrested
SUS003996,CASE001365,CID006099,Accomplice,Arrested
SUS003997,CASE007303,CID008227,Accomplice,Under Surveillance
SUS003998,CASE006587,CID005877,Main Suspect,Wanted
SUS003999,CASE005329,CID009465,Main Suspect,Wanted
SUS004000,CASE004690,CID003548,Gang Member,Arrested
SUS004001,CASE000999,CID001084,Main Suspect,Under Surveillance
SUS004002,CASE005600,CID001952,Gang Member,Under Surveillance
SUS004003,CASE002242,CID007701,Accomplice,Wanted
SUS004004,CASE003207,CID000625,Main Suspect,Wanted
SUS004005,CASE001183,CID008124,Accomplice,Absconding
SUS004006,CASE003440,CID002256,Accomplice,Wanted
SUS004007,CASE009333,CID004372,Main Suspect,Wanted
SUS004008,CASE006128,CID008733,Unknown Suspect,Arrested
SUS004009,CASE002053,CID000138,Unknown Suspect,Arrested
SUS004010,CASE004592,CID003435,Accomplice,Under Surveillance
SUS004011,CASE006550,CID002103,Gang Member,Under Surveillance
SUS004012,CASE007102,CID001456,Unknown Suspect,Under Surveillance
SUS004013,CASE008960,CID000219,Main Suspect,Arrested
SUS004014,CASE000797,CID007883,Unknown Suspect,Wanted
SUS004015,CASE006419,CID009661,Accomplice,Arrested
SUS004016,CASE004618,CID008226,Accomplice,Arrested
SUS004017,CASE000935,CID003616,Accomplice,Wanted
SUS004018,CASE003365,CID006542,Accomplice,Absconding
SUS004019,CASE001957,CID000766,Accomplice,Absconding
SUS004020,CASE002556,CID001066,Gang Member,Absconding
SUS004021,CASE004941,CID005933,Gang Member,Absconding
SUS004022,CASE009980,CID000290,Gang Member,Arrested
SUS004023,CASE005582,CID002734,Main Suspect,Under Surveillance
SUS004024,CASE005732,CID001771,Main Suspect,Wanted
SUS004025,CASE000804,CID009446,Unknown Suspect,Absconding
SUS004026,CASE002381,CID000692,Gang Member,Arrested
SUS004027,CASE001429,CID007510,Accomplice,Under Surveillance
SUS004028,CASE004602,CID008867,Main Suspect,Absconding
SUS004029,CASE008870,CID000144,Unknown Suspect,Arrested
SUS004030,CASE001580,CID000425,Unknown Suspect,Under Surveillance
SUS004031,CASE005510,CID003234,Main Suspect,Under Surveillance
SUS004032,CASE002531,CID009472,Main Suspect,Wanted
SUS004033,CASE002577,CID005433,Unknown Suspect,Under Surveillance
SUS004034,CASE003423,CID000675,Accomplice,Absconding
SUS004035,CASE001331,CID004271,Main Suspect,Arrested
SUS004036,CASE006287,CID000026,Unknown Suspect,Under Surveillance
SUS004037,CASE002848,CID001441,Unknown Suspect,Absconding
SUS004038,CASE009049,CID002081,Main Suspect,Arrested
SUS004039,CASE009736,CID009891,Accomplice,Wanted
SUS004040,CASE007561,CID000455,Unknown Suspect,Wanted
SUS004041,CASE003482,CID003960,Gang Member,Under Surveillance
SUS004042,CASE008893,CID000479,Gang Member,Absconding
SUS004043,CASE000773,CID000461,Accomplice,Arrested
SUS004044,CASE005471,CID004849,Unknown Suspect,Wanted
SUS004045,CASE004708,CID002458,Unknown Suspect,Absconding
SUS004046,CASE000767,CID000003,Accomplice,Under Surveillance
SUS004047,CASE000373,CID009223,Accomplice,Arrested
SUS004048,CASE009537,CID007887,Unknown Suspect,Wanted
SUS004049,CASE008092,CID000434,Accomplice,Wanted
SUS004050,CASE002609,CID007674,Accomplice,Absconding
SUS004051,CASE005154,CID000785,Gang Member,Wanted
SUS004052,CASE009037,CID000147,Gang Member,Under Surveillance
SUS004053,CASE008252,CID004957,Accomplice,Wanted
SUS004054,CASE001884,CID005080,Accomplice,Under Surveillance
SUS004055,CASE007664,CID000703,Main Suspect,Absconding
SUS004056,CASE005345,CID007715,Accomplice,Absconding
SUS004057,CASE006235,CID003394,Accomplice,Wanted
SUS004058,CASE005831,CID008323,Unknown Suspect,Absconding
SUS004059,CASE007020,CID000146,Unknown Suspect,Arrested
SUS004060,CASE001865,CID007468,Gang Member,Absconding
SUS004061,CASE009053,CID004076,Accomplice,Absconding
SUS004062,CASE007902,CID008120,Unknown Suspect,Arrested
SUS004063,CASE009439,CID000742,Main Suspect,Under Surveillance
SUS004064,CASE004794,CID000121,Unknown Suspect,Absconding
SUS004065,CASE000292,CID007399,Gang Member,Absconding
SUS004066,CASE005836,CID008999,Gang Member,Under Surveillance
SUS004067,CASE009055,CID004350,Gang Member,Arrested
SUS004068,CASE001706,CID007402,Accomplice,Absconding
SUS004069,CASE006565,CID000290,Accomplice,Wanted
SUS004070,CASE002630,CID008775,Gang Member,Under Surveillance
SUS004071,CASE005017,CID001174,Accomplice,Arrested
SUS004072,CASE000435,CID000061,Accomplice,Arrested
SUS004073,CASE001602,CID003925,Accomplice,Under Surveillance
SUS004074,CASE008960,CID001523,Main Suspect,Absconding
SUS004075,CASE001823,CID001888,Unknown Suspect,Absconding
SUS004076,CASE009239,CID000274,Accomplice,Wanted
SUS004077,CASE009311,CID000072,Unknown Suspect,Arrested
SUS004078,CASE006345,CID000563,Accomplice,Arrested
SUS004079,CASE004774,CID006045,Main Suspect,Absconding
SUS004080,CASE004124,CID004393,Gang Member,Arrested
SUS004081,CASE006173,CID002911,Main Suspect,Wanted
SUS004082,CASE002927,CID000648,Gang Member,Under Surveillance
SUS004083,CASE006191,CID002010,Main Suspect,Under Surveillance
SUS004084,CASE001433,CID008606,Gang Member,Arrested
SUS004085,CASE005536,CID000175,Accomplice,Under Surveillance
SUS004086,CASE001908,CID007524,Accomplice,Under Surveillance
SUS004087,CASE002438,CID007807,Gang Member,Under Surveillance
SUS004088,CASE000208,CID004997,Accomplice,Absconding
SUS004089,CASE006065,CID003985,Main Suspect,Absconding
SUS004090,CASE009422,CID004207,Main Suspect,Wanted
SUS004091,CASE001261,CID000144,Unknown Suspect,Arrested
SUS004092,CASE005115,CID005550,Accomplice,Arrested
SUS004093,CASE003623,CID006903,Main Suspect,Wanted
SUS004094,CASE000933,CID003062,Gang Member,Under Surveillance
SUS004095,CASE005967,CID003407,Unknown Suspect,Arrested
SUS004096,CASE000950,CID001245,Gang Member,Under Surveillance
SUS004097,CASE003476,CID007319,Accomplice,Wanted
SUS004098,CASE000200,CID000394,Accomplice,Arrested
SUS004099,CASE003343,CID000729,Unknown Suspect,Wanted
SUS004100,CASE000429,CID000087,Unknown Suspect,Absconding
SUS004101,CASE005916,CID005857,Main Suspect,Wanted
SUS004102,CASE002743,CID002696,Unknown Suspect,Arrested
SUS004103,CASE008325,CID000526,Accomplice,Wanted
SUS004104,CASE006497,CID000489,Accomplice,Wanted
SUS004105,CASE009221,CID007377,Main Suspect,Arrested
SUS004106,CASE002372,CID000627,Gang Member,Arrested
SUS004107,CASE004901,CID000058,Main Suspect,Absconding
SUS004108,CASE001766,CID000289,Accomplice,Under Surveillance
SUS004109,CASE005907,CID007693,Accomplice,Under Surveillance
SUS004110,CASE004976,CID007604,Gang Member,Wanted
SUS004111,CASE005770,CID001820,Main Suspect,Wanted
SUS004112,CASE000263,CID004549,Main Suspect,Under Surveillance
SUS004113,CASE003338,CID000163,Accomplice,Wanted
SUS004114,CASE005364,CID001484,Main Suspect,Under Surveillance
SUS004115,CASE004905,CID000419,Unknown Suspect,Arrested
SUS004116,CASE003625,CID000598,Gang Member,Absconding
SUS004117,CASE008152,CID005554,Gang Member,Under Surveillance
SUS004118,CASE000431,CID000331,Unknown Suspect,Under Surveillance
SUS004119,CASE000580,CID001867,Accomplice,Under Surveillance
SUS004120,CASE001115,CID002170,Gang Member,Absconding
SUS004121,CASE008853,CID000333,Unknown Suspect,Wanted
SUS004122,CASE007544,CID000778,Accomplice,Arrested
SUS004123,CASE006960,CID000428,Accomplice,Under Surveillance
SUS004124,CASE008914,CID000051,Accomplice,Under Surveillance
SUS004125,CASE007257,CID001635,Gang Member,Under Surveillance
SUS004126,CASE004014,CID008421,Main Suspect,Absconding
SUS004127,CASE008694,CID004060,Accomplice,Absconding
SUS004128,CASE004854,CID006099,Unknown Suspect,Wanted
SUS004129,CASE007439,CID004065,Gang Member,Absconding
SUS004130,CASE000262,CID001774,Accomplice,Arrested
SUS004131,CASE008961,CID002171,Main Suspect,Absconding
SUS004132,CASE006686,CID003232,Unknown Suspect,Absconding
SUS004133,CASE006060,CID007896,Gang Member,Wanted
SUS004134,CASE006193,CID000647,Gang Member,Under Surveillance
SUS004135,CASE001072,CID007150,Gang Member,Wanted
SUS004136,CASE005493,CID006032,Unknown Suspect,Wanted
SUS004137,CASE003257,CID009003,Accomplice,Wanted
SUS004138,CASE006199,CID000004,Unknown Suspect,Arrested
SUS004139,CASE002965,CID005088,Accomplice,Absconding
SUS004140,CASE004197,CID002819,Unknown Suspect,Wanted
SUS004141,CASE007532,CID000127,Unknown Suspect,Wanted
SUS004142,CASE009481,CID007041,Accomplice,Absconding
SUS004143,CASE004836,CID001927,Gang Member,Under Surveillance
SUS004144,CASE002305,CID009945,Unknown Suspect,Absconding
SUS004145,CASE006748,CID000201,Gang Member,Absconding
SUS004146,CASE000686,CID004469,Main Suspect,Absconding
SUS004147,CASE009959,CID003766,Accomplice,Arrested
SUS004148,CASE001742,CID000283,Unknown Suspect,Wanted
SUS004149,CASE004323,CID007471,Main Suspect,Under Surveillance
SUS004150,CASE009144,CID000095,Gang Member,Absconding
SUS004151,CASE008236,CID004815,Accomplice,Under Surveillance
SUS004152,CASE008330,CID006149,Accomplice,Under Surveillance
SUS004153,CASE001327,CID000048,Main Suspect,Wanted
SUS004154,CASE006917,CID000601,Accomplice,Arrested
SUS004155,CASE007209,CID005973,Unknown Suspect,Absconding
SUS004156,CASE002118,CID003445,Gang Member,Absconding
SUS004157,CASE009661,CID008112,Unknown Suspect,Absconding
SUS004158,CASE001230,CID000085,Unknown Suspect,Absconding
SUS004159,CASE006001,CID001693,Gang Member,Under Surveillance
SUS004160,CASE001057,CID000082,Main Suspect,Wanted
SUS004161,CASE005612,CID009895,Unknown Suspect,Absconding
SUS004162,CASE009970,CID001926,Accomplice,Absconding
SUS004163,CASE005139,CID003126,Unknown Suspect,Absconding
SUS004164,CASE009512,CID000896,Main Suspect,Arrested
SUS004165,CASE007293,CID000518,Main Suspect,Wanted
SUS004166,CASE003811,CID000676,Accomplice,Wanted
SUS004167,CASE005979,CID003663,Main Suspect,Absconding
SUS004168,CASE007445,CID001505,Gang Member,Wanted
SUS004169,CASE002517,CID007055,Unknown Suspect,Under Surveillance
SUS004170,CASE001036,CID007211,Gang Member,Absconding
SUS004171,CASE008533,CID000373,Accomplice,Arrested
SUS004172,CASE006546,CID005192,Unknown Suspect,Absconding
SUS004173,CASE003629,CID002849,Main Suspect,Arrested
SUS004174,CASE004542,CID000397,Accomplice,Absconding
SUS004175,CASE009209,CID001879,Gang Member,Wanted
SUS004176,CASE005829,CID009625,Gang Member,Under Surveillance
SUS004177,CASE009101,CID000795,Gang Member,Arrested
SUS004178,CASE009960,CID009544,Unknown Suspect,Under Surveillance
SUS004179,CASE007143,CID008448,Unknown Suspect,Arrested
SUS004180,CASE000835,CID005015,Unknown Suspect,Under Surveillance
SUS004181,CASE006860,CID005823,Unknown Suspect,Absconding
SUS004182,CASE000821,CID007834,Gang Member,Under Surveillance
SUS004183,CASE006052,CID002503,Gang Member,Absconding
SUS004184,CASE005506,CID006962,Accomplice,Absconding
SUS004185,CASE009793,CID005809,Main Suspect,Wanted
SUS004186,CASE004733,CID000319,Accomplice,Arrested
SUS004187,CASE004278,CID000005,Accomplice,Arrested
SUS004188,CASE005515,CID002912,Gang Member,Under Surveillance
SUS004189,CASE009374,CID000372,Gang Member,Wanted
SUS004190,CASE009395,CID007670,Gang Member,Wanted
SUS004191,CASE002562,CID005745,Accomplice,Absconding
SUS004192,CASE001315,CID002896,Main Suspect,Wanted
SUS004193,CASE007375,CID009177,Gang Member,Wanted
SUS004194,CASE008568,CID005362,Accomplice,Arrested
SUS004195,CASE001227,CID005820,Unknown Suspect,Wanted
SUS004196,CASE007140,CID004412,Unknown Suspect,Under Surveillance
SUS004197,CASE000977,CID000750,Main Suspect,Arrested
SUS004198,CASE007967,CID004433,Unknown Suspect,Under Surveillance
SUS004199,CASE000593,CID007419,Unknown Suspect,Under Surveillance
SUS004200,CASE007933,CID003570,Unknown Suspect,Arrested
SUS004201,CASE000131,CID000284,Gang Member,Arrested
SUS004202,CASE000110,CID003692,Main Suspect,Under Surveillance
SUS004203,CASE007641,CID000506,Unknown Suspect,Arrested
SUS004204,CASE009092,CID000574,Gang Member,Under Surveillance
SUS004205,CASE005375,CID000369,Main Suspect,Wanted
SUS004206,CASE008778,CID008446,Unknown Suspect,Under Surveillance
SUS004207,CASE008236,CID000479,Main Suspect,Wanted
SUS004208,CASE007645,CID000157,Gang Member,Absconding
SUS004209,CASE001794,CID004643,Gang Member,Absconding
SUS004210,CASE005093,CID008568,Accomplice,Absconding
SUS004211,CASE005800,CID000551,Main Suspect,Wanted
SUS004212,CASE001095,CID000363,Main Suspect,Arrested
SUS004213,CASE004568,CID000287,Gang Member,Under Surveillance
SUS004214,CASE006159,CID008856,Main Suspect,Wanted
SUS004215,CASE000833,CID000366,Unknown Suspect,Wanted
SUS004216,CASE003872,CID000177,Unknown Suspect,Arrested
SUS004217,CASE003965,CID008386,Gang Member,Absconding
SUS004218,CASE008817,CID000449,Gang Member,Arrested
SUS004219,CASE007274,CID006518,Gang Member,Absconding
SUS004220,CASE003458,CID006387,Main Suspect,Arrested
SUS004221,CASE005214,CID009174,Gang Member,Wanted
SUS004222,CASE009074,CID003647,Unknown Suspect,Under Surveillance
SUS004223,CASE006373,CID004592,Accomplice,Under Surveillance
SUS004224,CASE007213,CID003340,Unknown Suspect,Absconding
SUS004225,CASE009054,CID000730,Gang Member,Absconding
SUS004226,CASE002193,CID000287,Main Suspect,Arrested
SUS004227,CASE009134,CID000471,Unknown Suspect,Wanted
SUS004228,CASE004954,CID000754,Gang Member,Absconding
SUS004229,CASE005273,CID005680,Main Suspect,Under Surveillance
SUS004230,CASE006945,CID005240,Accomplice,Arrested
SUS004231,CASE002935,CID004893,Accomplice,Wanted
SUS004232,CASE006693,CID000177,Unknown Suspect,Arrested
SUS004233,CASE000099,CID007080,Main Suspect,Under Surveillance
SUS004234,CASE001572,CID005086,Main Suspect,Wanted
SUS004235,CASE007392,CID003055,Main Suspect,Under Surveillance
SUS004236,CASE006043,CID008654,Gang Member,Absconding
SUS004237,CASE007007,CID003831,Unknown Suspect,Wanted
SUS004238,CASE005461,CID000574,Main Suspect,Under Surveillance
SUS004239,CASE004727,CID005265,Unknown Suspect,Under Surveillance
SUS004240,CASE009081,CID001843,Gang Member,Under Surveillance
SUS004241,CASE000391,CID007175,Accomplice,Absconding
SUS004242,CASE003748,CID003319,Unknown Suspect,Arrested
SUS004243,CASE000857,CID006484,Gang Member,Arrested
SUS004244,CASE001049,CID002125,Accomplice,Arrested
SUS004245,CASE008568,CID000800,Unknown Suspect,Under Surveillance
SUS004246,CASE000445,CID007397,Unknown Suspect,Absconding
SUS004247,CASE002999,CID000688,Unknown Suspect,Wanted
SUS004248,CASE009806,CID001947,Accomplice,Absconding
SUS004249,CASE000046,CID002016,Accomplice,Under Surveillance
SUS004250,CASE005274,CID002821,Main Suspect,Wanted
SUS004251,CASE003601,CID003469,Main Suspect,Under Surveillance
SUS004252,CASE004009,CID002846,Gang Member,Wanted
SUS004253,CASE001103,CID007905,Accomplice,Wanted
SUS004254,CASE000365,CID003930,Gang Member,Under Surveillance
SUS004255,CASE009590,CID007798,Unknown Suspect,Wanted
SUS004256,CASE007488,CID000667,Unknown Suspect,Arrested
SUS004257,CASE000775,CID003300,Main Suspect,Arrested
SUS004258,CASE004853,CID000168,Accomplice,Arrested
SUS004259,CASE006612,CID009340,Main Suspect,Absconding
SUS004260,CASE007542,CID000546,Main Suspect,Wanted
SUS004261,CASE007335,CID000126,Gang Member,Absconding
SUS004262,CASE009344,CID000263,Unknown Suspect,Arrested
SUS004263,CASE002449,CID003897,Main Suspect,Wanted
SUS004264,CASE006063,CID004967,Unknown Suspect,Under Surveillance
SUS004265,CASE008156,CID008640,Unknown Suspect,Under Surveillance
SUS004266,CASE006407,CID002692,Accomplice,Arrested
SUS004267,CASE003596,CID002403,Unknown Suspect,Arrested
SUS004268,CASE001714,CID000330,Gang Member,Wanted
SUS004269,CASE008371,CID000712,Main Suspect,Arrested
SUS004270,CASE002950,CID002561,Main Suspect,Wanted
SUS004271,CASE006013,CID001738,Accomplice,Under Surveillance
SUS004272,CASE006188,CID006108,Accomplice,Wanted
SUS004273,CASE002912,CID000792,Accomplice,Absconding
SUS004274,CASE006151,CID004445,Gang Member,Arrested
SUS004275,CASE008481,CID000646,Main Suspect,Under Surveillance
SUS004276,CASE001204,CID007256,Unknown Suspect,Wanted
SUS004277,CASE001613,CID005038,Accomplice,Absconding
SUS004278,CASE001060,CID000369,Gang Member,Absconding
SUS004279,CASE003029,CID006428,Main Suspect,Wanted
SUS004280,CASE000467,CID005012,Unknown Suspect,Wanted
SUS004281,CASE001869,CID000570,Gang Member,Wanted
SUS004282,CASE006259,CID003221,Accomplice,Arrested
SUS004283,CASE000463,CID008125,Accomplice,Absconding
SUS004284,CASE003384,CID003174,Gang Member,Arrested
SUS004285,CASE005076,CID006007,Main Suspect,Under Surveillance
SUS004286,CASE006014,CID000615,Gang Member,Under Surveillance
SUS004287,CASE009992,CID007752,Main Suspect,Under Surveillance
