ActCode,ActDescription,ShortName,Active
A73552,"Indian Penal Code, 1860",IPC,True
A73553,NDPS Act,NDPS,True
A73554,NDPS Act,NDPS,True
A73555,"Motor Vehicles Act, 1988",MV Act,True
A73556,NDPS Act,NDPS,True
A73557,"Information Technology Act, 2000",IT Act,True
A73558,POCSO Act,POCSO,True
A73559,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73560,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73561,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73562,POCSO Act,POCSO,True
A73563,"Indian Penal Code, 1860",IPC,True
A73564,POCSO Act,POCSO,True
A73565,NDPS Act,NDPS,True
A73566,Arms Act,Arms Act,True
A73567,"Information Technology Act, 2000",IT Act,True
A73568,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73569,"Indian Penal Code, 1860",IPC,True
A73570,NDPS Act,NDPS,True
A73571,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73572,"Indian Penal Code, 1860",IPC,True
A73573,POCSO Act,POCSO,True
A73574,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73575,POCSO Act,POCSO,True
A73576,Arms Act,Arms Act,True
A73577,NDPS Act,NDPS,True
A73578,"Information Technology Act, 2000",IT Act,True
A73579,"Motor Vehicles Act, 1988",MV Act,True
A73580,"Motor Vehicles Act, 1988",MV Act,True
A73581,"Indian Penal Code, 1860",IPC,True
A73582,NDPS Act,NDPS,True
A73583,"Information Technology Act, 2000",IT Act,True
A73584,Arms Act,Arms Act,True
A73585,"Information Technology Act, 2000",IT Act,True
A73586,"Information Technology Act, 2000",IT Act,True
A73587,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73588,"Indian Penal Code, 1860",IPC,True
A73589,NDPS Act,NDPS,True
A73590,"Motor Vehicles Act, 1988",MV Act,True
A73591,NDPS Act,NDPS,True
A73592,POCSO Act,POCSO,False
A73593,"Indian Penal Code, 1860",IPC,True
A73594,Arms Act,Arms Act,True
A73595,"Motor Vehicles Act, 1988",MV Act,True
A73596,"Information Technology Act, 2000",IT Act,True
A73597,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73598,POCSO Act,POCSO,True
A73599,NDPS Act,NDPS,True
A73600,POCSO Act,POCSO,True
A73601,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73602,NDPS Act,NDPS,True
A73603,NDPS Act,NDPS,True
A73604,"Indian Penal Code, 1860",IPC,True
A73605,"Indian Penal Code, 1860",IPC,False
A73606,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73607,Arms Act,Arms Act,True
A73608,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73609,"Information Technology Act, 2000",IT Act,True
A73610,"Indian Penal Code, 1860",IPC,True
A73611,NDPS Act,NDPS,True
A73612,"Indian Penal Code, 1860",IPC,True
A73613,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A73614,Arms Act,Arms Act,True
A73615,"Information Technology Act, 2000",IT Act,True
A73616,"Motor Vehicles Act, 1988",MV Act,True
A73617,Arms Act,Arms Act,True
A73618,POCSO Act,POCSO,True
A73619,"Information Technology Act, 2000",IT Act,True
A73620,POCSO Act,POCSO,False
A73621,NDPS Act,NDPS,True
A73622,POCSO Act,POCSO,True
A73623,POCSO Act,POCSO,True
A73624,"Motor Vehicles Act, 1988",MV Act,True
A73625,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73626,Arms Act,Arms Act,True
A73627,"Indian Penal Code, 1860",IPC,True
A73628,"Indian Penal Code, 1860",IPC,True
A73629,"Information Technology Act, 2000",IT Act,True
A73630,"Motor Vehicles Act, 1988",MV Act,True
A73631,"Information Technology Act, 2000",IT Act,True
A73632,POCSO Act,POCSO,True
A73633,"Motor Vehicles Act, 1988",MV Act,True
A73634,POCSO Act,POCSO,True
A73635,"Indian Penal Code, 1860",IPC,True
A73636,"Information Technology Act, 2000",IT Act,False
A73637,"Motor Vehicles Act, 1988",MV Act,True
A73638,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73639,Arms Act,Arms Act,True
A73640,POCSO Act,POCSO,True
A73641,POCSO Act,POCSO,True
A73642,POCSO Act,POCSO,True
A73643,NDPS Act,NDPS,True
A73644,POCSO Act,POCSO,True
A73645,NDPS Act,NDPS,True
A73646,POCSO Act,POCSO,False
A73647,Arms Act,Arms Act,True
A73648,"Information Technology Act, 2000",IT Act,True
A73649,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73650,NDPS Act,NDPS,True
A73651,"Indian Penal Code, 1860",IPC,True
A73652,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A73653,"Motor Vehicles Act, 1988",MV Act,True
A73654,Arms Act,Arms Act,True
A73655,POCSO Act,POCSO,True
A73656,NDPS Act,NDPS,True
A73657,"Motor Vehicles Act, 1988",MV Act,True
A73658,"Indian Penal Code, 1860",IPC,True
A73659,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A73660,NDPS Act,NDPS,True
A73661,POCSO Act,POCSO,True
A73662,"Information Technology Act, 2000",IT Act,True
A73663,Arms Act,Arms Act,True
A73664,POCSO Act,POCSO,False
A73665,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73666,"Information Technology Act, 2000",IT Act,True
A73667,"Information Technology Act, 2000",IT Act,True
A73668,"Information Technology Act, 2000",IT Act,True
A73669,Arms Act,Arms Act,True
A73670,Arms Act,Arms Act,False
A73671,POCSO Act,POCSO,True
A73672,Arms Act,Arms Act,True
A73673,NDPS Act,NDPS,True
A73674,"Motor Vehicles Act, 1988",MV Act,True
A73675,NDPS Act,NDPS,False
A73676,NDPS Act,NDPS,False
A73677,"Indian Penal Code, 1860",IPC,True
A73678,NDPS Act,NDPS,True
A73679,Arms Act,Arms Act,True
A73680,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73681,"Motor Vehicles Act, 1988",MV Act,True
A73682,POCSO Act,POCSO,True
A73683,Arms Act,Arms Act,True
A73684,Arms Act,Arms Act,True
A73685,Arms Act,Arms Act,True
A73686,NDPS Act,NDPS,True
A73687,"Indian Penal Code, 1860",IPC,True
A73688,"Indian Penal Code, 1860",IPC,True
A73689,POCSO Act,POCSO,True
A73690,POCSO Act,POCSO,True
A73691,POCSO Act,POCSO,True
A73692,Arms Act,Arms Act,True
A73693,NDPS Act,NDPS,True
A73694,"Information Technology Act, 2000",IT Act,True
A73695,NDPS Act,NDPS,True
A73696,"Indian Penal Code, 1860",IPC,True
A73697,NDPS Act,NDPS,True
A73698,"Motor Vehicles Act, 1988",MV Act,True
A73699,"Information Technology Act, 2000",IT Act,True
A73700,"Motor Vehicles Act, 1988",MV Act,True
A73701,POCSO Act,POCSO,True
A73702,"Information Technology Act, 2000",IT Act,True
A73703,"Information Technology Act, 2000",IT Act,True
A73704,Arms Act,Arms Act,True
A73705,NDPS Act,NDPS,True
A73706,"Motor Vehicles Act, 1988",MV Act,True
A73707,"Indian Penal Code, 1860",IPC,True
A73708,POCSO Act,POCSO,True
A73709,POCSO Act,POCSO,True
A73710,"Motor Vehicles Act, 1988",MV Act,True
A73711,"Motor Vehicles Act, 1988",MV Act,True
A73712,"Motor Vehicles Act, 1988",MV Act,True
A73713,"Motor Vehicles Act, 1988",MV Act,True
A73714,"Indian Penal Code, 1860",IPC,False
A73715,"Indian Penal Code, 1860",IPC,True
A73716,NDPS Act,NDPS,True
A73717,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73718,POCSO Act,POCSO,True
A73719,POCSO Act,POCSO,True
A73720,"Indian Penal Code, 1860",IPC,True
A73721,"Indian Penal Code, 1860",IPC,False
A73722,"Indian Penal Code, 1860",IPC,True
A73723,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73724,POCSO Act,POCSO,True
A73725,NDPS Act,NDPS,True
A73726,Arms Act,Arms Act,True
A73727,"Motor Vehicles Act, 1988",MV Act,True
A73728,"Indian Penal Code, 1860",IPC,True
A73729,"Motor Vehicles Act, 1988",MV Act,True
A73730,"Indian Penal Code, 1860",IPC,True
A73731,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73732,NDPS Act,NDPS,True
A73733,"Motor Vehicles Act, 1988",MV Act,True
A73734,"Information Technology Act, 2000",IT Act,True
A73735,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73736,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73737,"Motor Vehicles Act, 1988",MV Act,True
A73738,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73739,POCSO Act,POCSO,True
A73740,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73741,"Indian Penal Code, 1860",IPC,True
A73742,Arms Act,Arms Act,True
A73743,"Indian Penal Code, 1860",IPC,True
A73744,POCSO Act,POCSO,True
A73745,"Indian Penal Code, 1860",IPC,True
A73746,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73747,Arms Act,Arms Act,True
A73748,"Motor Vehicles Act, 1988",MV Act,True
A73749,NDPS Act,NDPS,True
A73750,Arms Act,Arms Act,True
A73751,NDPS Act,NDPS,True
A73752,NDPS Act,NDPS,True
A73753,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73754,NDPS Act,NDPS,True
A73755,Arms Act,Arms Act,True
A73756,"Information Technology Act, 2000",IT Act,True
A73757,POCSO Act,POCSO,True
A73758,Arms Act,Arms Act,True
A73759,"Information Technology Act, 2000",IT Act,True
A73760,"Indian Penal Code, 1860",IPC,True
A73761,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73762,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73763,"Indian Penal Code, 1860",IPC,True
A73764,"Motor Vehicles Act, 1988",MV Act,True
A73765,"Information Technology Act, 2000",IT Act,True
A73766,"Indian Penal Code, 1860",IPC,True
A73767,NDPS Act,NDPS,True
A73768,"Information Technology Act, 2000",IT Act,True
A73769,"Motor Vehicles Act, 1988",MV Act,True
A73770,"Indian Penal Code, 1860",IPC,True
A73771,Arms Act,Arms Act,True
A73772,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73773,POCSO Act,POCSO,True
A73774,"Information Technology Act, 2000",IT Act,True
A73775,"Information Technology Act, 2000",IT Act,True
A73776,"Information Technology Act, 2000",IT Act,True
A73777,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73778,"Information Technology Act, 2000",IT Act,False
A73779,"Information Technology Act, 2000",IT Act,True
A73780,"Information Technology Act, 2000",IT Act,True
A73781,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73782,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73783,Arms Act,Arms Act,False
A73784,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A73785,NDPS Act,NDPS,True
A73786,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73787,"Indian Penal Code, 1860",IPC,True
A73788,"Information Technology Act, 2000",IT Act,True
A73789,"Information Technology Act, 2000",IT Act,True
A73790,POCSO Act,POCSO,False
A73791,"Information Technology Act, 2000",IT Act,False
A73792,"Motor Vehicles Act, 1988",MV Act,False
A73793,"Indian Penal Code, 1860",IPC,True
A73794,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73795,Arms Act,Arms Act,True
A73796,Arms Act,Arms Act,True
A73797,Arms Act,Arms Act,False
A73798,"Information Technology Act, 2000",IT Act,True
A73799,Arms Act,Arms Act,True
A73800,"Motor Vehicles Act, 1988",MV Act,True
A73801,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73802,NDPS Act,NDPS,True
A73803,"Information Technology Act, 2000",IT Act,True
A73804,"Indian Penal Code, 1860",IPC,True
A73805,"Motor Vehicles Act, 1988",MV Act,True
A73806,POCSO Act,POCSO,False
A73807,NDPS Act,NDPS,True
A73808,"Motor Vehicles Act, 1988",MV Act,True
A73809,Arms Act,Arms Act,True
A73810,"Information Technology Act, 2000",IT Act,True
A73811,"Information Technology Act, 2000",IT Act,True
A73812,"Indian Penal Code, 1860",IPC,True
A73813,"Motor Vehicles Act, 1988",MV Act,True
A73814,Arms Act,Arms Act,True
A73815,"Information Technology Act, 2000",IT Act,True
A73816,"Indian Penal Code, 1860",IPC,True
A73817,POCSO Act,POCSO,True
A73818,"Motor Vehicles Act, 1988",MV Act,True
A73819,"Information Technology Act, 2000",IT Act,True
A73820,"Motor Vehicles Act, 1988",MV Act,True
A73821,"Indian Penal Code, 1860",IPC,True
A73822,"Indian Penal Code, 1860",IPC,True
A73823,NDPS Act,NDPS,True
A73824,POCSO Act,POCSO,True
A73825,"Indian Penal Code, 1860",IPC,True
A73826,"Motor Vehicles Act, 1988",MV Act,True
A73827,Arms Act,Arms Act,True
A73828,POCSO Act,POCSO,True
A73829,NDPS Act,NDPS,True
A73830,NDPS Act,NDPS,True
A73831,POCSO Act,POCSO,True
A73832,"Motor Vehicles Act, 1988",MV Act,False
A73833,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73834,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73835,POCSO Act,POCSO,True
A73836,Arms Act,Arms Act,True
A73837,POCSO Act,POCSO,True
A73838,"Indian Penal Code, 1860",IPC,False
A73839,NDPS Act,NDPS,True
A73840,POCSO Act,POCSO,True
A73841,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73842,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73843,"Indian Penal Code, 1860",IPC,True
A73844,NDPS Act,NDPS,True
A73845,NDPS Act,NDPS,True
A73846,"Indian Penal Code, 1860",IPC,True
A73847,"Motor Vehicles Act, 1988",MV Act,True
A73848,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A73849,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73850,NDPS Act,NDPS,True
A73851,POCSO Act,POCSO,True
A73852,Arms Act,Arms Act,True
A73853,NDPS Act,NDPS,True
A73854,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73855,"Motor Vehicles Act, 1988",MV Act,True
A73856,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73857,POCSO Act,POCSO,True
A73858,"Information Technology Act, 2000",IT Act,True
A73859,Arms Act,Arms Act,True
A73860,POCSO Act,POCSO,True
A73861,POCSO Act,POCSO,True
A73862,Arms Act,Arms Act,True
A73863,"Motor Vehicles Act, 1988",MV Act,True
A73864,"Information Technology Act, 2000",IT Act,True
A73865,POCSO Act,POCSO,True
A73866,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73867,"Motor Vehicles Act, 1988",MV Act,True
A73868,"Motor Vehicles Act, 1988",MV Act,True
A73869,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73870,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73871,"Motor Vehicles Act, 1988",MV Act,True
A73872,NDPS Act,NDPS,True
A73873,Arms Act,Arms Act,False
A73874,"Motor Vehicles Act, 1988",MV Act,True
A73875,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73876,"Indian Penal Code, 1860",IPC,True
A73877,POCSO Act,POCSO,True
A73878,Arms Act,Arms Act,True
A73879,"Motor Vehicles Act, 1988",MV Act,False
A73880,"Indian Penal Code, 1860",IPC,True
A73881,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73882,"Indian Penal Code, 1860",IPC,True
A73883,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73884,"Motor Vehicles Act, 1988",MV Act,True
A73885,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73886,"Indian Penal Code, 1860",IPC,True
A73887,NDPS Act,NDPS,True
A73888,POCSO Act,POCSO,True
A73889,NDPS Act,NDPS,True
A73890,Arms Act,Arms Act,True
A73891,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73892,"Motor Vehicles Act, 1988",MV Act,True
A73893,POCSO Act,POCSO,True
A73894,NDPS Act,NDPS,True
A73895,"Indian Penal Code, 1860",IPC,True
A73896,"Motor Vehicles Act, 1988",MV Act,True
A73897,"Indian Penal Code, 1860",IPC,True
A73898,NDPS Act,NDPS,True
A73899,"Motor Vehicles Act, 1988",MV Act,True
A73900,"Indian Penal Code, 1860",IPC,False
A73901,"Indian Penal Code, 1860",IPC,True
A73902,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73903,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73904,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73905,"Motor Vehicles Act, 1988",MV Act,True
A73906,"Indian Penal Code, 1860",IPC,False
A73907,Arms Act,Arms Act,True
A73908,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73909,"Motor Vehicles Act, 1988",MV Act,True
A73910,POCSO Act,POCSO,True
A73911,"Motor Vehicles Act, 1988",MV Act,True
A73912,"Motor Vehicles Act, 1988",MV Act,True
A73913,"Motor Vehicles Act, 1988",MV Act,True
A73914,"Information Technology Act, 2000",IT Act,True
A73915,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73916,NDPS Act,NDPS,True
A73917,NDPS Act,NDPS,True
A73918,"Motor Vehicles Act, 1988",MV Act,True
A73919,"Indian Penal Code, 1860",IPC,True
A73920,"Motor Vehicles Act, 1988",MV Act,True
A73921,"Information Technology Act, 2000",IT Act,True
A73922,POCSO Act,POCSO,True
A73923,"Indian Penal Code, 1860",IPC,True
A73924,"Indian Penal Code, 1860",IPC,True
A73925,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73926,"Motor Vehicles Act, 1988",MV Act,True
A73927,NDPS Act,NDPS,True
A73928,"Motor Vehicles Act, 1988",MV Act,True
A73929,Arms Act,Arms Act,True
A73930,POCSO Act,POCSO,True
A73931,Arms Act,Arms Act,True
A73932,"Motor Vehicles Act, 1988",MV Act,True
A73933,"Motor Vehicles Act, 1988",MV Act,True
A73934,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73935,NDPS Act,NDPS,True
A73936,Arms Act,Arms Act,True
A73937,POCSO Act,POCSO,True
A73938,NDPS Act,NDPS,True
A73939,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73940,"Indian Penal Code, 1860",IPC,True
A73941,"Motor Vehicles Act, 1988",MV Act,True
A73942,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73943,POCSO Act,POCSO,True
A73944,"Indian Penal Code, 1860",IPC,True
A73945,NDPS Act,NDPS,True
A73946,POCSO Act,POCSO,True
A73947,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A73948,"Motor Vehicles Act, 1988",MV Act,True
A73949,"Information Technology Act, 2000",IT Act,True
A73950,Arms Act,Arms Act,True
A73951,"Motor Vehicles Act, 1988",MV Act,True
A73952,"Motor Vehicles Act, 1988",MV Act,True
A73953,"Motor Vehicles Act, 1988",MV Act,False
A73954,"Information Technology Act, 2000",IT Act,True
A73955,POCSO Act,POCSO,True
A73956,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73957,"Information Technology Act, 2000",IT Act,True
A73958,"Information Technology Act, 2000",IT Act,True
A73959,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73960,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73961,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73962,"Information Technology Act, 2000",IT Act,True
A73963,"Indian Penal Code, 1860",IPC,True
A73964,"Indian Penal Code, 1860",IPC,True
A73965,Arms Act,Arms Act,True
A73966,"Motor Vehicles Act, 1988",MV Act,True
A73967,Arms Act,Arms Act,True
A73968,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73969,Arms Act,Arms Act,True
A73970,"Indian Penal Code, 1860",IPC,True
A73971,"Motor Vehicles Act, 1988",MV Act,True
A73972,Arms Act,Arms Act,True
A73973,Arms Act,Arms Act,True
A73974,"Motor Vehicles Act, 1988",MV Act,True
A73975,"Motor Vehicles Act, 1988",MV Act,True
A73976,NDPS Act,NDPS,True
A73977,NDPS Act,NDPS,True
A73978,"Information Technology Act, 2000",IT Act,True
A73979,POCSO Act,POCSO,True
A73980,"Motor Vehicles Act, 1988",MV Act,True
A73981,Arms Act,Arms Act,True
A73982,POCSO Act,POCSO,True
A73983,"Motor Vehicles Act, 1988",MV Act,True
A73984,Arms Act,Arms Act,True
A73985,"Information Technology Act, 2000",IT Act,True
A73986,NDPS Act,NDPS,True
A73987,Arms Act,Arms Act,True
A73988,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73989,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73990,POCSO Act,POCSO,True
A73991,Arms Act,Arms Act,True
A73992,Arms Act,Arms Act,True
A73993,"Motor Vehicles Act, 1988",MV Act,True
A73994,"Indian Penal Code, 1860",IPC,False
A73995,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73996,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A73997,"Information Technology Act, 2000",IT Act,True
A73998,"Motor Vehicles Act, 1988",MV Act,False
A73999,"Information Technology Act, 2000",IT Act,True
A74000,NDPS Act,NDPS,False
A74001,"Indian Penal Code, 1860",IPC,True
A74002,NDPS Act,NDPS,False
A74003,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74004,"Indian Penal Code, 1860",IPC,True
A74005,Arms Act,Arms Act,True
A74006,Arms Act,Arms Act,True
A74007,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74008,Arms Act,Arms Act,False
A74009,Arms Act,Arms Act,True
A74010,NDPS Act,NDPS,True
A74011,"Indian Penal Code, 1860",IPC,True
A74012,"Motor Vehicles Act, 1988",MV Act,True
A74013,Arms Act,Arms Act,True
A74014,Arms Act,Arms Act,True
A74015,"Information Technology Act, 2000",IT Act,True
A74016,NDPS Act,NDPS,True
A74017,NDPS Act,NDPS,True
A74018,POCSO Act,POCSO,True
A74019,"Indian Penal Code, 1860",IPC,True
A74020,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74021,NDPS Act,NDPS,True
A74022,"Motor Vehicles Act, 1988",MV Act,True
A74023,NDPS Act,NDPS,True
A74024,"Information Technology Act, 2000",IT Act,True
A74025,Arms Act,Arms Act,True
A74026,POCSO Act,POCSO,True
A74027,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74028,"Information Technology Act, 2000",IT Act,True
A74029,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74030,"Motor Vehicles Act, 1988",MV Act,True
A74031,Arms Act,Arms Act,True
A74032,"Motor Vehicles Act, 1988",MV Act,True
A74033,POCSO Act,POCSO,True
A74034,"Information Technology Act, 2000",IT Act,True
A74035,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74036,"Indian Penal Code, 1860",IPC,True
A74037,"Motor Vehicles Act, 1988",MV Act,False
A74038,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74039,"Motor Vehicles Act, 1988",MV Act,False
A74040,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A74041,"Motor Vehicles Act, 1988",MV Act,True
A74042,NDPS Act,NDPS,True
A74043,NDPS Act,NDPS,True
A74044,POCSO Act,POCSO,True
A74045,NDPS Act,NDPS,True
A74046,"Motor Vehicles Act, 1988",MV Act,True
A74047,Arms Act,Arms Act,True
A74048,"Indian Penal Code, 1860",IPC,True
A74049,Arms Act,Arms Act,True
A74050,"Information Technology Act, 2000",IT Act,True
A74051,"Indian Penal Code, 1860",IPC,True
A74052,Arms Act,Arms Act,True
A74053,Arms Act,Arms Act,True
A74054,"Motor Vehicles Act, 1988",MV Act,True
A74055,POCSO Act,POCSO,True
A74056,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74057,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74058,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74059,NDPS Act,NDPS,True
A74060,"Information Technology Act, 2000",IT Act,True
A74061,"Information Technology Act, 2000",IT Act,True
A74062,POCSO Act,POCSO,True
A74063,"Motor Vehicles Act, 1988",MV Act,True
A74064,NDPS Act,NDPS,False
A74065,"Information Technology Act, 2000",IT Act,True
A74066,"Information Technology Act, 2000",IT Act,True
A74067,NDPS Act,NDPS,True
A74068,Arms Act,Arms Act,True
A74069,Arms Act,Arms Act,True
A74070,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74071,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74072,Arms Act,Arms Act,True
A74073,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74074,Arms Act,Arms Act,True
A74075,Arms Act,Arms Act,True
A74076,"Information Technology Act, 2000",IT Act,True
A74077,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74078,"Motor Vehicles Act, 1988",MV Act,False
A74079,POCSO Act,POCSO,False
A74080,"Indian Penal Code, 1860",IPC,True
A74081,POCSO Act,POCSO,True
A74082,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74083,"Motor Vehicles Act, 1988",MV Act,True
A74084,Arms Act,Arms Act,True
A74085,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74086,Arms Act,Arms Act,True
A74087,"Indian Penal Code, 1860",IPC,False
A74088,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74089,"Indian Penal Code, 1860",IPC,True
A74090,Arms Act,Arms Act,True
A74091,Arms Act,Arms Act,True
A74092,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74093,NDPS Act,NDPS,True
A74094,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74095,Arms Act,Arms Act,True
A74096,Arms Act,Arms Act,True
A74097,"Motor Vehicles Act, 1988",MV Act,True
A74098,"Information Technology Act, 2000",IT Act,True
A74099,"Information Technology Act, 2000",IT Act,True
A74100,"Information Technology Act, 2000",IT Act,True
A74101,"Motor Vehicles Act, 1988",MV Act,True
A74102,"Motor Vehicles Act, 1988",MV Act,True
A74103,NDPS Act,NDPS,True
A74104,"Motor Vehicles Act, 1988",MV Act,True
A74105,"Motor Vehicles Act, 1988",MV Act,True
A74106,"Information Technology Act, 2000",IT Act,True
A74107,Arms Act,Arms Act,True
A74108,"Indian Penal Code, 1860",IPC,True
A74109,"Information Technology Act, 2000",IT Act,True
A74110,"Information Technology Act, 2000",IT Act,True
A74111,"Information Technology Act, 2000",IT Act,True
A74112,NDPS Act,NDPS,True
A74113,NDPS Act,NDPS,True
A74114,"Motor Vehicles Act, 1988",MV Act,True
A74115,Arms Act,Arms Act,False
A74116,NDPS Act,NDPS,False
A74117,"Indian Penal Code, 1860",IPC,True
A74118,"Indian Penal Code, 1860",IPC,True
A74119,"Information Technology Act, 2000",IT Act,True
A74120,"Information Technology Act, 2000",IT Act,True
A74121,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74122,"Indian Penal Code, 1860",IPC,True
A74123,"Information Technology Act, 2000",IT Act,True
A74124,"Indian Penal Code, 1860",IPC,True
A74125,"Motor Vehicles Act, 1988",MV Act,True
A74126,"Information Technology Act, 2000",IT Act,True
A74127,"Information Technology Act, 2000",IT Act,True
A74128,Arms Act,Arms Act,True
A74129,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A74130,"Motor Vehicles Act, 1988",MV Act,True
A74131,POCSO Act,POCSO,True
A74132,Arms Act,Arms Act,False
A74133,NDPS Act,NDPS,True
A74134,Arms Act,Arms Act,True
A74135,NDPS Act,NDPS,True
A74136,"Motor Vehicles Act, 1988",MV Act,True
A74137,Arms Act,Arms Act,True
A74138,Arms Act,Arms Act,True
A74139,POCSO Act,POCSO,True
A74140,"Indian Penal Code, 1860",IPC,True
A74141,POCSO Act,POCSO,True
A74142,NDPS Act,NDPS,True
A74143,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A74144,POCSO Act,POCSO,True
A74145,"Motor Vehicles Act, 1988",MV Act,True
A74146,"Information Technology Act, 2000",IT Act,True
A74147,"Indian Penal Code, 1860",IPC,True
A74148,"Indian Penal Code, 1860",IPC,True
A74149,"Information Technology Act, 2000",IT Act,True
A74150,POCSO Act,POCSO,True
A74151,"Information Technology Act, 2000",IT Act,True
