relationship_id,citizen_1,citizen_2,relationship_type
REL003703,CID002688,CID005443,Same Vehicle
REL003704,CID006486,CID007742,Same Phone
REL003705,CID005042,CID009803,Gang Member
REL003706,CID000965,CID003055,Friend
REL003707,CID000747,CID001173,Friend
REL003708,CID009851,CID000183,Same Phone
REL003709,CID007187,CID002449,Same Phone
REL003710,CID008993,CID007299,Same Vehicle
REL003711,CID000558,CID004901,Associate
REL003712,CID001520,CID005055,Gang Member
REL003713,CID005940,CID001224,Friend
REL003714,CID008740,CID006259,Money Transfer
REL003715,CID008294,CID008723,Same Bank Account
REL003716,CID006351,CID005357,Friend
REL003717,CID005686,CID007284,Same Bank Account
REL003718,CID003644,CID003799,Associate
REL003719,CID001517,CID001916,Brother
REL003720,CID009561,CID002105,Associate
REL003721,CID009757,CID007512,Associate
REL003722,CID005375,CID009016,Associate
REL003723,CID000604,CID002224,Associate
REL003724,CID002529,CID000442,Gang Member
REL003725,CID007078,CID006496,Same Bank Account
REL003726,CID002475,CID008703,Brother
REL003727,CID008720,CID003725,Money Transfer
REL003728,CID009143,CID001851,Business Partner
REL003729,CID003196,CID003690,Friend
REL003730,CID008021,CID002122,Business Partner
REL003731,CID004608,CID008104,Business Partner
REL003732,CID009734,CID001997,Money Transfer
REL003733,CID003026,CID005187,Associate
REL003734,CID003461,CID008216,Money Transfer
REL003735,CID000424,CID009727,Associate
REL003736,CID008366,CID003687,Same Phone
REL003737,CID009211,CID006576,Money Transfer
REL003738,CID009125,CID009955,Same Phone
REL003739,CID008272,CID008321,Same Bank Account
REL003740,CID007750,CID000779,Business Partner
REL003741,CID001061,CID002335,Money Transfer
REL003742,CID000174,CID007258,Gang Member
REL003743,CID009898,CID009307,Same Bank Account
REL003744,CID004775,CID006428,Same Vehicle
REL003745,CID009453,CID009790,Business Partner
REL003746,CID009165,CID008528,Business Partner
REL003747,CID004198,CID007103,Associate
REL003748,CID004942,CID006380,Same Vehicle
REL003749,CID003702,CID007568,Friend
REL003750,CID006261,CID009873,Same Vehicle
REL003751,CID000150,CID002869,Brother
REL003752,CID001578,CID000443,Same Bank Account
REL003753,CID007380,CID009807,Friend
REL003754,CID006830,CID004405,Associate
REL003755,CID002943,CID002699,Same Vehicle
REL003756,CID003128,CID009393,Same Vehicle
REL003757,CID008438,CID008976,Associate
REL003758,CID007925,CID006048,Gang Member
REL003759,CID006005,CID006728,Gang Member
REL003760,CID006179,CID004325,Same Vehicle
REL003761,CID006498,CID006139,Friend
REL003762,CID009803,CID004189,Same Phone
REL003763,CID006930,CID004206,Money Transfer
REL003764,CID002007,CID004564,Business Partner
REL003765,CID008738,CID009665,Same Phone
REL003766,CID000898,CID004350,Business Partner
REL003767,CID001536,CID001659,Same Phone
REL003768,CID009207,CID003451,Same Phone
REL003769,CID005972,CID005019,Brother
REL003770,CID008308,CID005809,Money Transfer
REL003771,CID004511,CID006533,Money Transfer
REL003772,CID006875,CID008342,Money Transfer
REL003773,CID002623,CID006113,Same Bank Account
REL003774,CID005567,CID003752,Same Phone
REL003775,CID005820,CID001219,Business Partner
REL003776,CID008271,CID009161,Friend
REL003777,CID002850,CID001845,Friend
REL003778,CID005969,CID007584,Same Vehicle
REL003779,CID005899,CID000056,Same Bank Account
REL003780,CID009106,CID005490,Same Phone
REL003781,CID000207,CID004228,Brother
REL003782,CID005931,CID002074,Associate
REL003783,CID004877,CID004616,Friend
REL003784,CID008465,CID007673,Brother
REL003785,CID009021,CID003686,Associate
REL003786,CID008714,CID007159,Gang Member
REL003787,CID000686,CID002196,Brother
REL003788,CID000318,CID008205,Same Phone
REL003789,CID000565,CID005832,Money Transfer
REL003790,CID004323,CID008109,Same Bank Account
REL003791,CID006025,CID000173,Gang Member
REL003792,CID009281,CID009176,Same Vehicle
REL003793,CID003363,CID009802,Brother
REL003794,CID006988,CID006318,Brother
REL003795,CID009264,CID003804,Business Partner
REL003796,CID005734,CID006825,Friend
REL003797,CID000017,CID001230,Friend
REL003798,CID004979,CID001173,Associate
REL003799,CID009902,CID009259,Associate
REL003800,CID008957,CID008242,Gang Member
REL003801,CID002402,CID008442,Same Phone
REL003802,CID009160,CID009477,Associate
REL003803,CID009920,CID000764,Business Partner
REL003804,CID009316,CID000721,Brother
REL003805,CID009037,CID000626,Brother
REL003806,CID008234,CID006288,Business Partner
REL003807,CID007115,CID002831,Associate
REL003808,CID005638,CID005138,Friend
REL003809,CID001904,CID004520,Associate
REL003810,CID000834,CID001572,Business Partner
REL003811,CID003139,CID001975,Same Vehicle
REL003812,CID001143,CID001893,Brother
REL003813,CID008200,CID007153,Business Partner
REL003814,CID000142,CID003136,Brother
REL003815,CID003744,CID007729,Same Bank Account
REL003816,CID004348,CID003757,Gang Member
REL003817,CID003390,CID009817,Money Transfer
REL003818,CID000984,CID001649,Friend
REL003819,CID009296,CID001777,Same Phone
REL003820,CID001828,CID002734,Associate
REL003821,CID002375,CID003696,Same Vehicle
REL003822,CID003600,CID001074,Associate
REL003823,CID006844,CID002723,Same Vehicle
REL003824,CID007590,CID001477,Gang Member
REL003825,CID009357,CID003135,Same Phone
REL003826,CID001042,CID000283,Money Transfer
REL003827,CID005439,CID006613,Gang Member
REL003828,CID007474,CID000285,Same Bank Account
REL003829,CID003180,CID007400,Associate
REL003830,CID002386,CID002339,Business Partner
REL003831,CID000294,CID006477,Same Phone
REL003832,CID008216,CID003048,Friend
REL003833,CID002295,CID005318,Brother
REL003834,CID008363,CID006858,Money Transfer
REL003835,CID006459,CID005157,Associate
REL003836,CID006405,CID004325,Friend
REL003837,CID007908,CID009673,Gang Member
REL003838,CID001185,CID000451,Same Phone
REL003839,CID003501,CID000373,Money Transfer
REL003840,CID006747,CID007710,Same Vehicle
REL003841,CID009475,CID004041,Same Bank Account
REL003842,CID000977,CID001287,Associate
REL003843,CID008535,CID001698,Business Partner
REL003844,CID004865,CID005251,Friend
REL003845,CID004993,CID009185,Same Vehicle
REL003846,CID000980,CID000310,Business Partner
REL003847,CID008322,CID002255,Money Transfer
REL003848,CID009648,CID001876,Associate
REL003849,CID004031,CID002225,Brother
REL003850,CID007022,CID008038,Same Phone
REL003851,CID003301,CID004487,Gang Member
REL003852,CID005395,CID003303,Brother
REL003853,CID001776,CID001868,Gang Member
REL003854,CID005188,CID002227,Associate
REL003855,CID008974,CID001913,Friend
REL003856,CID001617,CID007197,Same Bank Account
REL003857,CID004839,CID001769,Gang Member
REL003858,CID004246,CID009468,Same Vehicle
REL003859,CID000752,CID006245,Business Partner
REL003860,CID009080,CID008696,Same Phone
REL003861,CID008653,CID009305,Same Phone
REL003862,CID007834,CID003726,Same Vehicle
REL003863,CID003933,CID003253,Same Bank Account
REL003864,CID000280,CID006896,Money Transfer
REL003865,CID008674,CID008594,Gang Member
REL003866,CID008991,CID008493,Same Phone
REL003867,CID007677,CID003851,Associate
REL003868,CID002224,CID004849,Gang Member
REL003869,CID005412,CID000190,Gang Member
REL003870,CID003742,CID003252,Brother
REL003871,CID003599,CID009387,Brother
REL003872,CID002462,CID005925,Associate
REL003873,CID002238,CID007530,Same Phone
REL003874,CID007512,CID001033,Friend
REL003875,CID007417,CID001908,Associate
REL003876,CID009386,CID005170,Brother
REL003877,CID003653,CID007030,Money Transfer
REL003878,CID001952,CID006210,Same Bank Account
REL003879,CID002134,CID004727,Same Vehicle
REL003880,CID009850,CID001987,Same Vehicle
REL003881,CID001495,CID003056,Same Vehicle
REL003882,CID003848,CID002490,Money Transfer
REL003883,CID008362,CID003088,Business Partner
REL003884,CID009399,CID009673,Money Transfer
REL003885,CID000823,CID005699,Same Vehicle
REL003886,CID008607,CID009895,Same Bank Account
REL003887,CID000848,CID008232,Same Vehicle
REL003888,CID000839,CID001522,Money Transfer
REL003889,CID002262,CID006914,Same Bank Account
REL003890,CID009588,CID001778,Brother
REL003891,CID009665,CID009582,Same Vehicle
REL003892,CID004201,CID008930,Same Bank Account
REL003893,CID005452,CID006670,Same Phone
REL003894,CID002461,CID002083,Same Vehicle
REL003895,CID005634,CID009504,Associate
REL003896,CID002560,CID002379,Business Partner
REL003897,CID006121,CID000759,Brother
REL003898,CID002333,CID004020,Friend
REL003899,CID004525,CID006830,Same Vehicle
REL003900,CID004381,CID001582,Brother
REL003901,CID001204,CID008709,Same Bank Account
REL003902,CID006972,CID009558,Money Transfer
REL003903,CID008062,CID005837,Brother
REL003904,CID000517,CID004358,Same Bank Account
REL003905,CID003804,CID009661,Friend
REL003906,CID007791,CID003209,Brother
REL003907,CID007861,CID009530,Same Vehicle
REL003908,CID008839,CID006747,Same Bank Account
REL003909,CID008118,CID001063,Business Partner
REL003910,CID006566,CID004540,Associate
REL003911,CID005804,CID004302,Friend
REL003912,CID000585,CID002372,Brother
REL003913,CID008134,CID007419,Gang Member
REL003914,CID009613,CID001929,Brother
REL003915,CID005134,CID001059,Money Transfer
REL003916,CID003181,CID001639,Same Phone
REL003917,CID002017,CID008234,Same Phone
REL003918,CID006848,CID004125,Associate
REL003919,CID007348,CID001533,Same Bank Account
REL003920,CID004865,CID005645,Same Vehicle
REL003921,CID002939,CID000085,Money Transfer
REL003922,CID000867,CID000745,Friend
REL003923,CID005654,CID009123,Money Transfer
REL003924,CID000304,CID000237,Same Phone
REL003925,CID007105,CID003637,Same Vehicle
REL003926,CID003140,CID002592,Associate
REL003927,CID008945,CID006930,Gang Member
REL003928,CID009619,CID009543,Gang Member
REL003929,CID004186,CID003757,Brother
REL003930,CID002090,CID000345,Friend
REL003931,CID008199,CID001383,Business Partner
REL003932,CID003192,CID008577,Money Transfer
REL003933,CID002269,CID003906,Same Bank Account
REL003934,CID006009,CID005129,Associate
REL003935,CID004686,CID005451,Money Transfer
REL003936,CID008409,CID003014,Business Partner
REL003937,CID002939,CID008037,Same Bank Account
REL003938,CID004967,CID004124,Money Transfer
REL003939,CID004654,CID000967,Business Partner
REL003940,CID006311,CID000150,Gang Member
REL003941,CID008976,CID006173,Associate
REL003942,CID005447,CID003384,Same Phone
REL003943,CID008738,CID006059,Same Vehicle
REL003944,CID002198,CID002977,Brother
REL003945,CID001167,CID009325,Friend
REL003946,CID001741,CID005705,Same Bank Account
REL003947,CID007973,CID000007,Business Partner
REL003948,CID009239,CID004848,Same Vehicle
REL003949,CID004010,CID003798,Money Transfer
REL003950,CID003484,CID005803,Same Bank Account
REL003951,CID002115,CID002904,Same Bank Account
REL003952,CID009223,CID001684,Business Partner
REL003953,CID004878,CID004179,Friend
REL003954,CID000222,CID004626,Same Phone
REL003955,CID009639,CID006363,Same Vehicle
REL003956,CID006820,CID006801,Same Phone
REL003957,CID005193,CID006416,Gang Member
REL003958,CID003951,CID003638,Gang Member
REL003959,CID007042,CID004673,Brother
REL003960,CID005944,CID008400,Friend
REL003961,CID003545,CID004981,Same Bank Account
REL003962,CID002875,CID009953,Business Partner
REL003963,CID000772,CID007446,Friend
REL003964,CID002917,CID005690,Same Vehicle
REL003965,CID001318,CID001038,Gang Member
REL003966,CID008470,CID000181,Same Phone
REL003967,CID007968,CID002737,Gang Member
REL003968,CID003221,CID009303,Friend
REL003969,CID007505,CID002910,Brother
REL003970,CID004461,CID004373,Business Partner
REL003971,CID007440,CID009845,Associate
REL003972,CID007985,CID001987,Same Bank Account
REL003973,CID004381,CID003360,Associate
REL003974,CID009721,CID004531,Friend
REL003975,CID007026,CID000551,Same Vehicle
REL003976,CID009485,CID001551,Business Partner
REL003977,CID005971,CID005989,Same Bank Account
REL003978,CID001983,CID003807,Same Vehicle
REL003979,CID009185,CID001804,Business Partner
REL003980,CID006725,CID009615,Friend
REL003981,CID003873,CID006059,Money Transfer
REL003982,CID005517,CID005462,Same Phone
REL003983,CID007362,CID006519,Same Bank Account
REL003984,CID002104,CID008413,Same Phone
REL003985,CID002600,CID003266,Gang Member
REL003986,CID004224,CID002857,Same Phone
REL003987,CID000086,CID006225,Friend
REL003988,CID009206,CID009219,Money Transfer
REL003989,CID001805,CID000068,Same Phone
REL003990,CID004382,CID008591,Friend
REL003991,CID004168,CID004802,Same Phone
REL003992,CID006513,CID006663,Same Bank Account
REL003993,CID006618,CID009208,Gang Member
REL003994,CID008770,CID001597,Associate
REL003995,CID008498,CID000264,Money Transfer
REL003996,CID007046,CID006092,Gang Member
REL003997,CID009055,CID008035,Gang Member
REL003998,CID005579,CID002240,Brother
REL003999,CID000255,CID005074,Brother
REL004000,CID008963,CID006330,Same Phone
REL004001,CID003669,CID002548,Brother
REL004002,CID004732,CID008615,Business Partner
REL004003,CID000732,CID007355,Money Transfer
REL004004,CID000777,CID003925,Same Vehicle
REL004005,CID009306,CID006162,Gang Member
REL004006,CID008665,CID008735,Same Phone
REL004007,CID008975,CID002866,Gang Member
REL004008,CID005169,CID008126,Business Partner
REL004009,CID005701,CID007166,Friend
REL004010,CID004587,CID007932,Same Vehicle
REL004011,CID003005,CID003554,Business Partner
REL004012,CID009126,CID007587,Same Phone
REL004013,CID008550,CID008907,Same Bank Account
REL004014,CID009593,CID008323,Same Bank Account
REL004015,CID000674,CID006943,Friend
REL004016,CID002393,CID006864,Same Vehicle
REL004017,CID006212,CID000254,Associate
REL004018,CID001624,CID003482,Money Transfer
REL004019,CID007107,CID007577,Associate
REL004020,CID006863,CID007921,Gang Member
REL004021,CID000305,CID000476,Gang Member
REL004022,CID003626,CID007953,Friend
REL004023,CID002497,CID000596,Brother
REL004024,CID005022,CID007064,Money Transfer
REL004025,CID006394,CID002799,Gang Member
REL004026,CID002714,CID008848,Money Transfer
REL004027,CID005242,CID004882,Same Vehicle
REL004028,CID009921,CID008925,Gang Member
REL004029,CID000356,CID000718,Brother
REL004030,CID002422,CID006594,Business Partner
REL004031,CID000469,CID007655,Gang Member
REL004032,CID001790,CID000352,Same Phone
REL004033,CID006071,CID005322,Same Bank Account
REL004034,CID009412,CID001819,Same Vehicle
REL004035,CID003827,CID002210,Money Transfer
REL004036,CID003215,CID003206,Business Partner
REL004037,CID006392,CID007969,Gang Member
REL004038,CID009581,CID009024,Associate
REL004039,CID009825,CID004010,Same Bank Account
REL004040,CID003450,CID005243,Brother
REL004041,CID006071,CID001684,Gang Member
REL004042,CID007080,CID005206,Money Transfer
REL004043,CID004973,CID007404,Business Partner
REL004044,CID004265,CID006745,Same Bank Account
REL004045,CID007966,CID007992,Same Vehicle
REL004046,CID002228,CID001273,Associate
REL004047,CID008926,CID006287,Associate
REL004048,CID001972,CID006788,Friend
REL004049,CID007426,CID004423,Business Partner
REL004050,CID009378,CID003637,Associate
REL004051,CID005127,CID000142,Business Partner
REL004052,CID006727,CID000422,Associate
REL004053,CID008327,CID006113,Brother
REL004054,CID005846,CID001241,Same Phone
REL004055,CID002786,CID003685,Same Vehicle
REL004056,CID007684,CID005106,Money Transfer
REL004057,CID004354,CID006762,Brother
REL004058,CID009964,CID006384,Same Vehicle
REL004059,CID008851,CID002375,Same Phone
REL004060,CID005874,CID001718,Friend
REL004061,CID008003,CID002597,Gang Member
REL004062,CID007789,CID006315,Friend
REL004063,CID005410,CID007367,Same Vehicle
REL004064,CID001755,CID009853,Brother
REL004065,CID006826,CID002084,Same Phone
REL004066,CID005167,CID004113,Money Transfer
REL004067,CID006459,CID002677,Friend
REL004068,CID003026,CID003297,Same Bank Account
REL004069,CID009110,CID006040,Associate
REL004070,CID003448,CID008478,Brother
REL004071,CID009339,CID007574,Same Vehicle
REL004072,CID002230,CID005062,Friend
REL004073,CID007194,CID000881,Gang Member
REL004074,CID007010,CID007282,Associate
REL004075,CID008825,CID002472,Brother
REL004076,CID006165,CID007114,Associate
REL004077,CID002306,CID002924,Money Transfer
REL004078,CID000245,CID001257,Brother
REL004079,CID007357,CID001281,Same Bank Account
REL004080,CID004035,CID005706,Friend
REL004081,CID008713,CID009238,Same Phone
REL004082,CID004868,CID003287,Money Transfer
REL004083,CID005069,CID006165,Same Phone
REL004084,CID008675,CID008098,Gang Member
REL004085,CID009284,CID003305,Same Vehicle
REL004086,CID006707,CID007224,Same Phone
REL004087,CID004859,CID002148,Money Transfer
REL004088,CID005457,CID000433,Same Vehicle
REL004089,CID001528,CID001371,Gang Member
REL004090,CID007687,CID000940,Same Vehicle
REL004091,CID004898,CID009109,Same Bank Account
REL004092,CID009628,CID004605,Same Vehicle
REL004093,CID002974,CID007436,Money Transfer
REL004094,CID006945,CID003380,Same Phone
REL004095,CID000406,CID002672,Money Transfer
REL004096,CID008075,CID000606,Brother
REL004097,CID008868,CID008222,Friend
REL004098,CID007148,CID008020,Associate
REL004099,CID006135,CID008866,Gang Member
REL004100,CID003584,CID004161,Same Vehicle
REL004101,CID005266,CID004229,Same Phone
REL004102,CID006560,CID003027,Business Partner
REL004103,CID002901,CID003180,Friend
REL004104,CID001539,CID005144,Friend
REL004105,CID009030,CID002325,Brother
REL004106,CID007884,CID006233,Same Phone
REL004107,CID003183,CID002848,Same Bank Account
REL004108,CID007055,CID006057,Business Partner
REL004109,CID000065,CID007768,Friend
REL004110,CID007747,CID009752,Same Phone
REL004111,CID009266,CID001298,Money Transfer
REL004112,CID001132,CID008116,Associate
REL004113,CID008894,CID006345,Associate
REL004114,CID004531,CID002326,Associate
REL004115,CID004833,CID006943,Same Vehicle
REL004116,CID002418,CID000333,Gang Member
REL004117,CID006237,CID001408,Brother
REL004118,CID000375,CID001926,Same Bank Account
REL004119,CID000321,CID002226,Same Vehicle
REL004120,CID001924,CID005058,Friend
REL004121,CID000402,CID005807,Gang Member
REL004122,CID000197,CID002696,Brother
REL004123,CID008199,CID004086,Brother
REL004124,CID006623,CID003679,Same Vehicle
REL004125,CID002774,CID000453,Brother
REL004126,CID003070,CID009204,Same Phone
REL004127,CID007133,CID009846,Same Phone
REL004128,CID005549,CID005906,Brother
REL004129,CID006526,CID002372,Associate
REL004130,CID004052,CID002007,Same Bank Account
REL004131,CID003497,CID004334,Same Phone
REL004132,CID008731,CID008373,Friend
REL004133,CID006816,CID002960,Friend
REL004134,CID000382,CID009398,Associate
REL004135,CID007147,CID002441,Associate
REL004136,CID000385,CID002368,Money Transfer
REL004137,CID003355,CID001516,Friend
REL004138,CID001368,CID007582,Associate
REL004139,CID000481,CID006033,Business Partner
REL004140,CID002807,CID005292,Same Vehicle
REL004141,CID003295,CID002961,Business Partner
REL004142,CID001460,CID006501,Same Phone
REL004143,CID007987,CID008618,Money Transfer
REL004144,CID005087,CID006035,Money Transfer
REL004145,CID002492,CID006395,Same Phone
REL004146,CID001076,CID002877,Money Transfer
REL004147,CID000059,CID004235,Brother
REL004148,CID009184,CID003164,Brother
REL004149,CID007286,CID002778,Money Transfer
REL004150,CID008362,CID005695,Gang Member
REL004151,CID004583,CID005774,Same Bank Account
REL004152,CID000321,CID006666,Brother
REL004153,CID005366,CID009440,Same Bank Account
REL004154,CID002019,CID002111,Same Bank Account
REL004155,CID004708,CID006779,Same Vehicle
REL004156,CID004238,CID006928,Brother
REL004157,CID004082,CID008788,Money Transfer
REL004158,CID008704,CID009024,Same Bank Account
REL004159,CID002899,CID006783,Same Phone
REL004160,CID002872,CID001541,Brother
REL004161,CID001225,CID003793,Same Vehicle
REL004162,CID009888,CID003918,Money Transfer
REL004163,CID001552,CID008917,Same Bank Account
REL004164,CID004357,CID008155,Same Phone
REL004165,CID000728,CID005928,Business Partner
REL004166,CID007958,CID009988,Same Vehicle
REL004167,CID008290,CID004604,Money Transfer
REL004168,CID001096,CID004445,Associate
REL004169,CID009016,CID001463,Gang Member
REL004170,CID004870,CID009350,Same Bank Account
REL004171,CID007231,CID001563,Associate
REL004172,CID000346,CID007171,Friend
REL004173,CID006895,CID003873,Money Transfer
REL004174,CID003151,CID006951,Brother
REL004175,CID005261,CID008045,Friend
REL004176,CID004976,CID004504,Same Vehicle
REL004177,CID005645,CID001727,Gang Member
REL004178,CID006193,CID001971,Money Transfer
REL004179,CID007278,CID002811,Gang Member
REL004180,CID003290,CID008364,Associate
REL004181,CID005754,CID008323,Friend
REL004182,CID007696,CID003974,Same Phone
REL004183,CID007848,CID003034,Associate
REL004184,CID000416,CID003235,Money Transfer
REL004185,CID008675,CID008286,Same Vehicle
REL004186,CID001007,CID006251,Same Bank Account
REL004187,CID005197,CID005630,Same Vehicle
REL004188,CID008370,CID008513,Same Bank Account
REL004189,CID008354,CID004172,Same Vehicle
REL004190,CID004522,CID004333,Business Partner
REL004191,CID005976,CID006720,Gang Member
REL004192,CID009627,CID002321,Business Partner
REL004193,CID009148,CID000694,Same Vehicle
REL004194,CID000362,CID000486,Associate
REL004195,CID007649,CID006536,Gang Member
REL004196,CID000070,CID009445,Brother
REL004197,CID005781,CID000964,Same Vehicle
REL004198,CID000927,CID000019,Money Transfer
REL004199,CID003096,CID002766,Money Transfer
REL004200,CID009854,CID004473,Money Transfer
REL004201,CID008858,CID005976,Same Phone
REL004202,CID007931,CID008612,Same Bank Account
REL004203,CID005556,CID000581,Business Partner
REL004204,CID008713,CID005445,Associate
REL004205,CID003205,CID000341,Same Phone
REL004206,CID003883,CID009617,Same Bank Account
REL004207,CID003889,CID009514,Brother
REL004208,CID003241,CID001722,Associate
REL004209,CID006125,CID007270,Associate
REL004210,CID003777,CID001498,Associate
REL004211,CID007632,CID005106,Brother
REL004212,CID002369,CID009905,Business Partner
REL004213,CID004547,CID008642,Same Vehicle
REL004214,CID004363,CID000442,Same Bank Account
REL004215,CID009506,CID001446,Same Bank Account
REL004216,CID003927,CID006817,Money Transfer
REL004217,CID003355,CID003536,Brother
REL004218,CID003240,CID003879,Same Vehicle
REL004219,CID006931,CID001743,Business Partner
REL004220,CID009954,CID008909,Business Partner
REL004221,CID001539,CID000719,Money Transfer
REL004222,CID004215,CID004653,Friend
REL004223,CID001790,CID008651,Associate
REL004224,CID001833,CID004890,Gang Member
REL004225,CID001159,CID009283,Associate
REL004226,CID002763,CID001304,Same Phone
REL004227,CID002534,CID008410,Brother
REL004228,CID000834,CID004388,Same Phone
REL004229,CID008559,CID006778,Friend
REL004230,CID006981,CID007978,Same Phone
REL004231,CID001658,CID001212,Associate
REL004232,CID007650,CID001178,Same Vehicle
REL004233,CID004485,CID003004,Business Partner
REL004234,CID004051,CID006029,Same Bank Account
REL004235,CID002088,CID001753,Business Partner
REL004236,CID002254,CID009408,Business Partner
REL004237,CID001771,CID001584,Money Transfer
REL004238,CID002783,CID004942,Business Partner
REL004239,CID003814,CID003917,Brother
REL004240,CID009015,CID000325,Same Vehicle
REL004241,CID005605,CID009596,Associate
REL004242,CID008000,CID002798,Brother
REL004243,CID008442,CID007640,Business Partner
REL004244,CID008150,CID006448,Same Bank Account
REL004245,CID005497,CID006889,Associate
REL004246,CID000909,CID006395,Same Vehicle
REL004247,CID004773,CID009348,Gang Member
REL004248,CID008807,CID001297,Same Phone
REL004249,CID005868,CID009462,Brother
REL004250,CID000596,CID005402,Same Vehicle
REL004251,CID004557,CID003035,Same Phone
REL004252,CID004644,CID000503,Money Transfer
REL004253,CID002013,CID007277,Same Phone
REL004254,CID000156,CID007789,Friend
REL004255,CID006272,CID009884,Business Partner
REL004256,CID006369,CID005402,Same Phone
REL004257,CID001439,CID005836,Business Partner
REL004258,CID003709,CID005135,Same Bank Account
REL004259,CID003786,CID005498,Same Phone
REL004260,CID002001,CID002930,Associate
REL004261,CID002492,CID001091,Brother
REL004262,CID007191,CID007481,Money Transfer
REL004263,CID006305,CID002260,Brother
REL004264,CID004428,CID008869,Business Partner
REL004265,CID006127,CID002128,Business Partner
REL004266,CID006559,CID002262,Same Bank Account
REL004267,CID001362,CID006350,Friend
REL004268,CID000703,CID006082,Same Vehicle
REL004269,CID009864,CID007343,Same Vehicle
REL004270,CID005343,CID008069,Same Vehicle
REL004271,CID001336,CID000504,Same Phone
REL004272,CID004128,CID003713,Business Partner
REL004273,CID005396,CID004883,Gang Member
REL004274,CID009672,CID006676,Friend
REL004275,CID003433,CID009812,Associate
REL004276,CID008997,CID008037,Friend
REL004277,CID003223,CID008228,Associate
REL004278,CID003972,CID003450,Business Partner
REL004279,CID006226,CID002117,Same Vehicle
REL004280,CID002430,CID002317,Brother
REL004281,CID002534,CID009841,Same Phone
REL004282,CID001544,CID006428,Same Phone
REL004283,CID002060,CID004493,Associate
REL004284,CID008563,CID002072,Friend
REL004285,CID004227,CID004413,Gang Member
REL004286,CID001817,CID003890,Gang Member
REL004287,CID009023,CID006765,Same Phone
REL004288,CID008737,CID009131,Same Phone
REL004289,CID004302,CID009940,Money Transfer
REL004290,CID008504,CID002876,Friend
REL004291,CID002412,CID002763,Associate
REL004292,CID004566,CID009653,Same Phone
REL004293,CID008500,CID005078,Gang Member
REL004294,CID001354,CID000644,Gang Member
REL004295,CID002063,CID007900,Gang Member
REL004296,CID004232,CID008846,Money Transfer
REL004297,CID000812,CID009794,Same Phone
REL004298,CID000304,CID006627,Money Transfer
REL004299,CID004851,CID008215,Same Phone
REL004300,CID008854,CID005173,Associate
REL004301,CID007259,CID000148,Gang Member
REL004302,CID000497,CID006671,Same Phone
REL004303,CID000367,CID005543,Same Phone
REL004304,CID002146,CID003731,Brother
REL004305,CID008161,CID005005,Brother
REL004306,CID004003,CID002061,Brother
REL004307,CID005726,CID007294,Same Phone
REL004308,CID003452,CID001246,Same Bank Account
REL004309,CID008912,CID000267,Gang Member
REL004310,CID000297,CID008504,Same Vehicle
REL004311,CID000743,CID003969,Associate
REL004312,CID009911,CID000451,Same Vehicle
REL004313,CID007076,CID001290,Same Phone
REL004314,CID003267,CID002995,Same Vehicle
REL004315,CID004626,CID002947,Money Transfer
REL004316,CID000455,CID002487,Same Phone
REL004317,CID005894,CID003386,Associate
REL004318,CID004235,CID009852,Same Phone
REL004319,CID001029,CID006385,Associate
REL004320,CID000640,CID006755,Money Transfer
REL004321,CID001846,CID001714,Same Phone
REL004322,CID005297,CID009940,Same Phone
REL004323,CID001633,CID003730,Friend
REL004324,CID004941,CID003080,Business Partner
REL004325,CID006080,CID003047,Brother
REL004326,CID006116,CID001275,Gang Member
REL004327,CID001417,CID006398,Associate
REL004328,CID007225,CID002919,Same Vehicle
REL004329,CID007314,CID003043,Brother
REL004330,CID004894,CID002376,Associate
REL004331,CID006031,CID000059,Gang Member
REL004332,CID003028,CID001411,Friend
REL004333,CID007909,CID006183,Money Transfer
REL004334,CID000030,CID000054,Gang Member
REL004335,CID004418,CID000489,Gang Member
REL004336,CID005522,CID005340,Gang Member
REL004337,CID007637,CID005777,Brother
REL004338,CID002163,CID008329,Brother
REL004339,CID004497,CID006306,Associate
REL004340,CID008400,CID004374,Same Bank Account
REL004341,CID004454,CID007287,Friend
REL004342,CID002520,CID006365,Money Transfer
REL004343,CID007737,CID009440,Business Partner
REL004344,CID006105,CID002983,Brother
REL004345,CID008817,CID004072,Same Vehicle
REL004346,CID008025,CID006118,Associate
REL004347,CID002307,CID007827,Brother
REL004348,CID009291,CID006657,Associate
REL004349,CID001224,CID005961,Money Transfer
REL004350,CID006623,CID008014,Gang Member
REL004351,CID005567,CID001144,Same Bank Account
REL004352,CID008459,CID006110,Gang Member
REL004353,CID002789,CID004801,Associate
REL004354,CID004410,CID000252,Associate
REL004355,CID008756,CID006575,Money Transfer
REL004356,CID008688,CID008696,Gang Member
REL004357,CID009622,CID003346,Same Vehicle
REL004358,CID009275,CID006006,Gang Member
REL004359,CID004002,CID001382,Associate
REL004360,CID005819,CID004635,Associate
REL004361,CID007626,CID008466,Same Vehicle
REL004362,CID002009,CID001437,Associate
REL004363,CID002443,CID004712,Gang Member
REL004364,CID006297,CID002323,Brother
REL004365,CID006841,CID007024,Same Vehicle
REL004366,CID000435,CID006330,Business Partner
REL004367,CID002553,CID008288,Same Phone
REL004368,CID005155,CID007232,Associate
REL004369,CID009889,CID002729,Same Vehicle
REL004370,CID003805,CID003766,Money Transfer
REL004371,CID008570,CID007353,Gang Member
REL004372,CID004708,CID000378,Brother
