event_id,case_id,event
TIME037401,CASE006808,Evidence Collected
TIME037402,CASE006809,Witness Statement Recorded
TIME037403,CASE006809,Suspect Identified
TIME037404,CASE006809,Suspect Arrested
TIME037405,CASE006809,Forensic Report Received
TIME037406,CASE006809,Complaint Registered
TIME037407,CASE006809,Charge Sheet Filed
TIME037408,CASE006809,FIR Registered
TIME037409,CASE006810,Forensic Report Received
TIME037410,CASE006810,FIR Registered
TIME037411,CASE006810,Suspect Identified
TIME037412,CASE006811,Complaint Registered
TIME037413,CASE006811,Charge Sheet Filed
TIME037414,CASE006811,Forensic Report Received
TIME037415,CASE006811,Witness Statement Recorded
TIME037416,CASE006811,Evidence Collected
TIME037417,CASE006811,Suspect Arrested
TIME037418,CASE006811,FIR Registered
TIME037419,CASE006811,Suspect Identified
TIME037420,CASE006812,Suspect Arrested
TIME037421,CASE006812,Charge Sheet Filed
TIME037422,CASE006812,Evidence Collected
TIME037423,CASE006813,Evidence Collected
TIME037424,CASE006813,Witness Statement Recorded
TIME037425,CASE006813,Suspect Identified
TIME037426,CASE006813,FIR Registered
TIME037427,CASE006813,Complaint Registered
TIME037428,CASE006813,Suspect Arrested
TIME037429,CASE006814,Evidence Collected
TIME037430,CASE006814,Forensic Report Received
TIME037431,CASE006814,Complaint Registered
TIME037432,CASE006814,FIR Registered
TIME037433,CASE006814,Suspect Arrested
TIME037434,CASE006814,Suspect Identified
TIME037435,CASE006814,Witness Statement Recorded
TIME037436,CASE006814,Charge Sheet Filed
TIME037437,CASE006815,FIR Registered
TIME037438,CASE006815,Suspect Arrested
TIME037439,CASE006815,Charge Sheet Filed
TIME037440,CASE006815,Evidence Collected
TIME037441,CASE006815,Witness Statement Recorded
TIME037442,CASE006815,Complaint Registered
TIME037443,CASE006816,Suspect Identified
TIME037444,CASE006816,Suspect Arrested
TIME037445,CASE006816,Evidence Collected
TIME037446,CASE006816,Forensic Report Received
TIME037447,CASE006817,Witness Statement Recorded
TIME037448,CASE006817,Charge Sheet Filed
TIME037449,CASE006817,FIR Registered
TIME037450,CASE006817,Suspect Identified
TIME037451,CASE006818,Suspect Arrested
TIME037452,CASE006818,Evidence Collected
TIME037453,CASE006818,Complaint Registered
TIME037454,CASE006818,FIR Registered
TIME037455,CASE006818,Suspect Identified
TIME037456,CASE006818,Charge Sheet Filed
TIME037457,CASE006818,Witness Statement Recorded
TIME037458,CASE006818,Forensic Report Received
TIME037459,CASE006819,Charge Sheet Filed
TIME037460,CASE006819,FIR Registered
TIME037461,CASE006819,Witness Statement Recorded
TIME037462,CASE006819,Suspect Arrested
TIME037463,CASE006819,Evidence Collected
TIME037464,CASE006819,Suspect Identified
TIME037465,CASE006820,Evidence Collected
TIME037466,CASE006820,Suspect Identified
TIME037467,CASE006820,Witness Statement Recorded
TIME037468,CASE006820,Suspect Arrested
TIME037469,CASE006820,Forensic Report Received
TIME037470,CASE006820,Charge Sheet Filed
TIME037471,CASE006820,Complaint Registered
TIME037472,CASE006821,Suspect Identified
TIME037473,CASE006821,Suspect Arrested
TIME037474,CASE006821,FIR Registered
TIME037475,CASE006822,Complaint Registered
TIME037476,CASE006822,Evidence Collected
TIME037477,CASE006822,Forensic Report Received
TIME037478,CASE006822,FIR Registered
TIME037479,CASE006822,Suspect Identified
TIME037480,CASE006822,Suspect Arrested
TIME037481,CASE006823,Charge Sheet Filed
TIME037482,CASE006823,Forensic Report Received
TIME037483,CASE006823,FIR Registered
TIME037484,CASE006823,Complaint Registered
TIME037485,CASE006823,Suspect Arrested
TIME037486,CASE006823,Witness Statement Recorded
TIME037487,CASE006823,Suspect Identified
TIME037488,CASE006824,Charge Sheet Filed
TIME037489,CASE006824,Suspect Arrested
TIME037490,CASE006824,Evidence Collected
TIME037491,CASE006824,FIR Registered
TIME037492,CASE006825,Forensic Report Received
TIME037493,CASE006825,Suspect Identified
TIME037494,CASE006825,Suspect Arrested
TIME037495,CASE006825,Witness Statement Recorded
TIME037496,CASE006825,Charge Sheet Filed
TIME037497,CASE006825,FIR Registered
TIME037498,CASE006826,Evidence Collected
TIME037499,CASE006826,Complaint Registered
TIME037500,CASE006826,FIR Registered
TIME037501,CASE006826,Suspect Identified
TIME037502,CASE006827,Forensic Report Received
TIME037503,CASE006827,Complaint Registered
TIME037504,CASE006827,Charge Sheet Filed
TIME037505,CASE006827,Evidence Collected
TIME037506,CASE006827,Witness Statement Recorded
TIME037507,CASE006827,FIR Registered
TIME037508,CASE006828,Suspect Identified
TIME037509,CASE006828,Evidence Collected
TIME037510,CASE006828,Witness Statement Recorded
TIME037511,CASE006828,Suspect Arrested
TIME037512,CASE006828,Complaint Registered
TIME037513,CASE006828,FIR Registered
TIME037514,CASE006828,Charge Sheet Filed
TIME037515,CASE006829,Evidence Collected
TIME037516,CASE006829,Charge Sheet Filed
TIME037517,CASE006829,Suspect Identified
TIME037518,CASE006829,Forensic Report Received
TIME037519,CASE006829,Suspect Arrested
TIME037520,CASE006829,Complaint Registered
TIME037521,CASE006830,Evidence Collected
TIME037522,CASE006830,Suspect Arrested
TIME037523,CASE006830,Complaint Registered
TIME037524,CASE006830,Witness Statement Recorded
TIME037525,CASE006831,Evidence Collected
TIME037526,CASE006831,Suspect Identified
TIME037527,CASE006831,Charge Sheet Filed
TIME037528,CASE006831,FIR Registered
TIME037529,CASE006831,Suspect Arrested
TIME037530,CASE006831,Forensic Report Received
TIME037531,CASE006831,Witness Statement Recorded
TIME037532,CASE006831,Complaint Registered
TIME037533,CASE006832,Suspect Identified
TIME037534,CASE006832,Witness Statement Recorded
TIME037535,CASE006832,Evidence Collected
TIME037536,CASE006832,Suspect Arrested
TIME037537,CASE006833,Complaint Registered
TIME037538,CASE006833,Suspect Arrested
TIME037539,CASE006833,FIR Registered
TIME037540,CASE006833,Evidence Collected
TIME037541,CASE006833,Forensic Report Received
TIME037542,CASE006834,Evidence Collected
TIME037543,CASE006834,Forensic Report Received
TIME037544,CASE006834,Witness Statement Recorded
TIME037545,CASE006834,FIR Registered
TIME037546,CASE006834,Suspect Arrested
TIME037547,CASE006834,Charge Sheet Filed
TIME037548,CASE006835,Witness Statement Recorded
TIME037549,CASE006835,Suspect Arrested
TIME037550,CASE006835,Evidence Collected
TIME037551,CASE006836,Forensic Report Received
TIME037552,CASE006836,FIR Registered
TIME037553,CASE006836,Witness Statement Recorded
TIME037554,CASE006836,Suspect Arrested
TIME037555,CASE006837,Complaint Registered
TIME037556,CASE006837,FIR Registered
TIME037557,CASE006837,Suspect Identified
TIME037558,CASE006837,Evidence Collected
TIME037559,CASE006837,Forensic Report Received
TIME037560,CASE006838,Charge Sheet Filed
TIME037561,CASE006838,Forensic Report Received
TIME037562,CASE006838,Witness Statement Recorded
TIME037563,CASE006838,FIR Registered
TIME037564,CASE006838,Suspect Arrested
TIME037565,CASE006838,Evidence Collected
TIME037566,CASE006839,Charge Sheet Filed
TIME037567,CASE006839,Witness Statement Recorded
TIME037568,CASE006839,Suspect Arrested
TIME037569,CASE006839,Suspect Identified
TIME037570,CASE006839,Complaint Registered
TIME037571,CASE006839,Evidence Collected
TIME037572,CASE006839,FIR Registered
TIME037573,CASE006840,Forensic Report Received
TIME037574,CASE006840,Suspect Identified
TIME037575,CASE006840,Witness Statement Recorded
TIME037576,CASE006841,FIR Registered
TIME037577,CASE006841,Suspect Arrested
TIME037578,CASE006841,Complaint Registered
TIME037579,CASE006841,Witness Statement Recorded
TIME037580,CASE006841,Suspect Identified
TIME037581,CASE006841,Evidence Collected
TIME037582,CASE006841,Forensic Report Received
TIME037583,CASE006842,Complaint Registered
TIME037584,CASE006842,Charge Sheet Filed
TIME037585,CASE006842,Witness Statement Recorded
TIME037586,CASE006842,Evidence Collected
TIME037587,CASE006842,Suspect Identified
TIME037588,CASE006843,FIR Registered
TIME037589,CASE006843,Witness Statement Recorded
TIME037590,CASE006843,Complaint Registered
TIME037591,CASE006843,Charge Sheet Filed
TIME037592,CASE006843,Suspect Arrested
TIME037593,CASE006843,Evidence Collected
TIME037594,CASE006843,Forensic Report Received
TIME037595,CASE006844,Charge Sheet Filed
TIME037596,CASE006844,Witness Statement Recorded
TIME037597,CASE006844,Evidence Collected
TIME037598,CASE006844,Forensic Report Received
TIME037599,CASE006845,Suspect Arrested
TIME037600,CASE006845,Complaint Registered
TIME037601,CASE006845,Witness Statement Recorded
TIME037602,CASE006845,FIR Registered
TIME037603,CASE006845,Evidence Collected
TIME037604,CASE006846,Suspect Identified
TIME037605,CASE006846,Charge Sheet Filed
TIME037606,CASE006846,FIR Registered
TIME037607,CASE006846,Evidence Collected
TIME037608,CASE006846,Suspect Arrested
TIME037609,CASE006846,Witness Statement Recorded
TIME037610,CASE006846,Forensic Report Received
TIME037611,CASE006847,Suspect Identified
TIME037612,CASE006847,Evidence Collected
TIME037613,CASE006847,Forensic Report Received
TIME037614,CASE006847,FIR Registered
TIME037615,CASE006847,Complaint Registered
TIME037616,CASE006847,Suspect Arrested
TIME037617,CASE006847,Charge Sheet Filed
TIME037618,CASE006848,Suspect Identified
TIME037619,CASE006848,Forensic Report Received
TIME037620,CASE006848,Charge Sheet Filed
TIME037621,CASE006848,Suspect Arrested
TIME037622,CASE006848,Witness Statement Recorded
TIME037623,CASE006848,Evidence Collected
TIME037624,CASE006849,FIR Registered
TIME037625,CASE006849,Charge Sheet Filed
TIME037626,CASE006849,Evidence Collected
TIME037627,CASE006849,Complaint Registered
TIME037628,CASE006849,Forensic Report Received
TIME037629,CASE006849,Suspect Identified
TIME037630,CASE006850,Forensic Report Received
TIME037631,CASE006850,Suspect Identified
TIME037632,CASE006850,Witness Statement Recorded
TIME037633,CASE006850,FIR Registered
TIME037634,CASE006850,Complaint Registered
TIME037635,CASE006850,Evidence Collected
TIME037636,CASE006850,Suspect Arrested
TIME037637,CASE006851,FIR Registered
TIME037638,CASE006851,Witness Statement Recorded
TIME037639,CASE006851,Forensic Report Received
TIME037640,CASE006851,Suspect Identified
TIME037641,CASE006851,Charge Sheet Filed
TIME037642,CASE006852,Suspect Arrested
TIME037643,CASE006852,Forensic Report Received
TIME037644,CASE006852,Complaint Registered
TIME037645,CASE006852,Evidence Collected
TIME037646,CASE006852,Charge Sheet Filed
TIME037647,CASE006852,Witness Statement Recorded
TIME037648,CASE006852,Suspect Identified
TIME037649,CASE006852,FIR Registered
TIME037650,CASE006853,Evidence Collected
TIME037651,CASE006853,FIR Registered
TIME037652,CASE006853,Witness Statement Recorded
TIME037653,CASE006853,Suspect Identified
TIME037654,CASE006853,Complaint Registered
TIME037655,CASE006853,Forensic Report Received
TIME037656,CASE006853,Suspect Arrested
TIME037657,CASE006853,Charge Sheet Filed
TIME037658,CASE006854,Charge Sheet Filed
TIME037659,CASE006854,Suspect Identified
TIME037660,CASE006854,FIR Registered
TIME037661,CASE006855,FIR Registered
TIME037662,CASE006855,Evidence Collected
TIME037663,CASE006855,Complaint Registered
TIME037664,CASE006856,FIR Registered
TIME037665,CASE006856,Evidence Collected
TIME037666,CASE006856,Witness Statement Recorded
TIME037667,CASE006856,Suspect Identified
TIME037668,CASE006856,Charge Sheet Filed
TIME037669,CASE006856,Forensic Report Received
TIME037670,CASE006857,Evidence Collected
TIME037671,CASE006857,Forensic Report Received
TIME037672,CASE006857,Complaint Registered
TIME037673,CASE006857,Suspect Arrested
TIME037674,CASE006858,Suspect Arrested
TIME037675,CASE006858,Suspect Identified
TIME037676,CASE006858,Witness Statement Recorded
TIME037677,CASE006858,FIR Registered
TIME037678,CASE006858,Forensic Report Received
TIME037679,CASE006858,Charge Sheet Filed
TIME037680,CASE006858,Complaint Registered
TIME037681,CASE006859,FIR Registered
TIME037682,CASE006859,Suspect Arrested
TIME037683,CASE006859,Suspect Identified
TIME037684,CASE006860,Suspect Identified
TIME037685,CASE006860,Suspect Arrested
TIME037686,CASE006860,Evidence Collected
TIME037687,CASE006861,Suspect Identified
TIME037688,CASE006861,Evidence Collected
TIME037689,CASE006861,Charge Sheet Filed
TIME037690,CASE006861,Suspect Arrested
TIME037691,CASE006861,FIR Registered
TIME037692,CASE006862,Charge Sheet Filed
TIME037693,CASE006862,Complaint Registered
TIME037694,CASE006862,FIR Registered
TIME037695,CASE006862,Forensic Report Received
TIME037696,CASE006862,Evidence Collected
TIME037697,CASE006862,Witness Statement Recorded
TIME037698,CASE006862,Suspect Arrested
TIME037699,CASE006863,FIR Registered
TIME037700,CASE006863,Charge Sheet Filed
TIME037701,CASE006863,Forensic Report Received
TIME037702,CASE006863,Evidence Collected
TIME037703,CASE006863,Complaint Registered
TIME037704,CASE006863,Suspect Arrested
TIME037705,CASE006863,Witness Statement Recorded
TIME037706,CASE006864,Forensic Report Received
TIME037707,CASE006864,Witness Statement Recorded
TIME037708,CASE006864,Charge Sheet Filed
TIME037709,CASE006864,Evidence Collected
TIME037710,CASE006864,Suspect Identified
TIME037711,CASE006864,Complaint Registered
TIME037712,CASE006865,FIR Registered
TIME037713,CASE006865,Suspect Arrested
TIME037714,CASE006865,Evidence Collected
TIME037715,CASE006865,Suspect Identified
TIME037716,CASE006866,Charge Sheet Filed
TIME037717,CASE006866,Forensic Report Received
TIME037718,CASE006866,Suspect Arrested
TIME037719,CASE006866,Complaint Registered
TIME037720,CASE006866,Evidence Collected
TIME037721,CASE006867,Suspect Identified
TIME037722,CASE006867,Complaint Registered
TIME037723,CASE006867,Evidence Collected
TIME037724,CASE006867,Forensic Report Received
TIME037725,CASE006867,Charge Sheet Filed
TIME037726,CASE006867,Suspect Arrested
TIME037727,CASE006867,Witness Statement Recorded
TIME037728,CASE006867,FIR Registered
TIME037729,CASE006868,Witness Statement Recorded
TIME037730,CASE006868,Forensic Report Received
TIME037731,CASE006868,Evidence Collected
TIME037732,CASE006868,FIR Registered
TIME037733,CASE006868,Complaint Registered
TIME037734,CASE006869,Suspect Arrested
TIME037735,CASE006869,Forensic Report Received
TIME037736,CASE006869,Charge Sheet Filed
TIME037737,CASE006869,Witness Statement Recorded
TIME037738,CASE006869,Suspect Identified
TIME037739,CASE006869,FIR Registered
TIME037740,CASE006869,Complaint Registered
TIME037741,CASE006869,Evidence Collected
TIME037742,CASE006870,Evidence Collected
TIME037743,CASE006870,Suspect Arrested
TIME037744,CASE006870,Suspect Identified
TIME037745,CASE006870,Complaint Registered
TIME037746,CASE006870,Charge Sheet Filed
TIME037747,CASE006870,Witness Statement Recorded
TIME037748,CASE006870,FIR Registered
TIME037749,CASE006870,Forensic Report Received
TIME037750,CASE006871,Suspect Arrested
TIME037751,CASE006871,Complaint Registered
TIME037752,CASE006871,Witness Statement Recorded
TIME037753,CASE006871,Suspect Identified
TIME037754,CASE006871,FIR Registered
TIME037755,CASE006871,Forensic Report Received
TIME037756,CASE006871,Evidence Collected
TIME037757,CASE006871,Charge Sheet Filed
TIME037758,CASE006872,Suspect Arrested
TIME037759,CASE006872,Complaint Registered
TIME037760,CASE006872,FIR Registered
TIME037761,CASE006872,Forensic Report Received
TIME037762,CASE006872,Evidence Collected
TIME037763,CASE006873,FIR Registered
TIME037764,CASE006873,Suspect Arrested
TIME037765,CASE006873,Forensic Report Received
TIME037766,CASE006874,Suspect Arrested
TIME037767,CASE006874,Witness Statement Recorded
TIME037768,CASE006874,Complaint Registered
TIME037769,CASE006875,Suspect Arrested
TIME037770,CASE006875,Evidence Collected
TIME037771,CASE006875,Complaint Registered
TIME037772,CASE006875,Witness Statement Recorded
TIME037773,CASE006875,Forensic Report Received
TIME037774,CASE006875,Suspect Identified
TIME037775,CASE006875,Charge Sheet Filed
TIME037776,CASE006875,FIR Registered
TIME037777,CASE006876,Evidence Collected
TIME037778,CASE006876,Forensic Report Received
TIME037779,CASE006876,Charge Sheet Filed
TIME037780,CASE006876,Complaint Registered
TIME037781,CASE006876,Suspect Identified
TIME037782,CASE006876,FIR Registered
TIME037783,CASE006876,Witness Statement Recorded
TIME037784,CASE006877,Witness Statement Recorded
TIME037785,CASE006877,FIR Registered
TIME037786,CASE006877,Charge Sheet Filed
TIME037787,CASE006877,Suspect Arrested
TIME037788,CASE006877,Complaint Registered
TIME037789,CASE006877,Forensic Report Received
TIME037790,CASE006878,Charge Sheet Filed
TIME037791,CASE006878,Evidence Collected
TIME037792,CASE006878,Suspect Arrested
TIME037793,CASE006878,FIR Registered
TIME037794,CASE006879,Forensic Report Received
TIME037795,CASE006879,Complaint Registered
TIME037796,CASE006879,Suspect Arrested
TIME037797,CASE006879,FIR Registered
TIME037798,CASE006879,Charge Sheet Filed
TIME037799,CASE006879,Suspect Identified
TIME037800,CASE006879,Evidence Collected
TIME037801,CASE006879,Witness Statement Recorded
TIME037802,CASE006880,Suspect Arrested
TIME037803,CASE006880,FIR Registered
TIME037804,CASE006880,Complaint Registered
TIME037805,CASE006880,Charge Sheet Filed
TIME037806,CASE006880,Witness Statement Recorded
TIME037807,CASE006881,Suspect Arrested
TIME037808,CASE006881,Charge Sheet Filed
TIME037809,CASE006881,Suspect Identified
TIME037810,CASE006882,Charge Sheet Filed
TIME037811,CASE006882,Evidence Collected
TIME037812,CASE006882,Suspect Identified
TIME037813,CASE006883,Suspect Arrested
TIME037814,CASE006883,Suspect Identified
TIME037815,CASE006883,Charge Sheet Filed
TIME037816,CASE006883,FIR Registered
TIME037817,CASE006883,Complaint Registered
TIME037818,CASE006884,Evidence Collected
TIME037819,CASE006884,Witness Statement Recorded
TIME037820,CASE006884,Suspect Identified
TIME037821,CASE006884,Suspect Arrested
TIME037822,CASE006884,Complaint Registered
TIME037823,CASE006884,Charge Sheet Filed
TIME037824,CASE006884,Forensic Report Received
TIME037825,CASE006884,FIR Registered
TIME037826,CASE006885,Charge Sheet Filed
TIME037827,CASE006885,FIR Registered
TIME037828,CASE006885,Evidence Collected
TIME037829,CASE006885,Complaint Registered
TIME037830,CASE006886,FIR Registered
TIME037831,CASE006886,Witness Statement Recorded
TIME037832,CASE006886,Evidence Collected
TIME037833,CASE006887,Forensic Report Received
TIME037834,CASE006887,Suspect Arrested
TIME037835,CASE006887,Evidence Collected
TIME037836,CASE006887,Suspect Identified
TIME037837,CASE006888,Complaint Registered
TIME037838,CASE006888,Evidence Collected
TIME037839,CASE006888,Forensic Report Received
TIME037840,CASE006889,FIR Registered
TIME037841,CASE006889,Suspect Arrested
TIME037842,CASE006889,Forensic Report Received
TIME037843,CASE006889,Charge Sheet Filed
TIME037844,CASE006890,Suspect Arrested
TIME037845,CASE006890,Forensic Report Received
TIME037846,CASE006890,FIR Registered
TIME037847,CASE006890,Evidence Collected
TIME037848,CASE006890,Suspect Identified
TIME037849,CASE006891,Suspect Identified
TIME037850,CASE006891,Complaint Registered
TIME037851,CASE006891,Forensic Report Received
TIME037852,CASE006891,Charge Sheet Filed
TIME037853,CASE006891,Witness Statement Recorded
TIME037854,CASE006892,Witness Statement Recorded
TIME037855,CASE006892,Suspect Identified
TIME037856,CASE006892,Suspect Arrested
TIME037857,CASE006892,Complaint Registered
TIME037858,CASE006892,Charge Sheet Filed
TIME037859,CASE006892,Forensic Report Received
TIME037860,CASE006892,FIR Registered
TIME037861,CASE006892,Evidence Collected
TIME037862,CASE006893,FIR Registered
TIME037863,CASE006893,Suspect Identified
TIME037864,CASE006893,Charge Sheet Filed
TIME037865,CASE006893,Suspect Arrested
TIME037866,CASE006893,Evidence Collected
TIME037867,CASE006893,Witness Statement Recorded
TIME037868,CASE006894,Complaint Registered
TIME037869,CASE006894,Forensic Report Received
TIME037870,CASE006894,Suspect Identified
TIME037871,CASE006894,Charge Sheet Filed
TIME037872,CASE006895,Witness Statement Recorded
TIME037873,CASE006895,Evidence Collected
TIME037874,CASE006895,Forensic Report Received
TIME037875,CASE006895,Suspect Identified
TIME037876,CASE006895,FIR Registered
TIME037877,CASE006895,Complaint Registered
TIME037878,CASE006896,Suspect Identified
TIME037879,CASE006896,FIR Registered
TIME037880,CASE006896,Suspect Arrested
TIME037881,CASE006896,Complaint Registered
TIME037882,CASE006896,Witness Statement Recorded
TIME037883,CASE006897,Suspect Arrested
TIME037884,CASE006897,Forensic Report Received
TIME037885,CASE006897,Charge Sheet Filed
TIME037886,CASE006897,FIR Registered
TIME037887,CASE006897,Suspect Identified
TIME037888,CASE006897,Evidence Collected
TIME037889,CASE006897,Witness Statement Recorded
TIME037890,CASE006897,Complaint Registered
TIME037891,CASE006898,Charge Sheet Filed
TIME037892,CASE006898,Evidence Collected
TIME037893,CASE006898,Forensic Report Received
TIME037894,CASE006899,Suspect Identified
TIME037895,CASE006899,Evidence Collected
TIME037896,CASE006899,Forensic Report Received
TIME037897,CASE006899,Witness Statement Recorded
TIME037898,CASE006899,Complaint Registered
TIME037899,CASE006899,FIR Registered
TIME037900,CASE006899,Charge Sheet Filed
TIME037901,CASE006899,Suspect Arrested
TIME037902,CASE006900,Evidence Collected
TIME037903,CASE006900,Witness Statement Recorded
TIME037904,CASE006900,Suspect Identified
TIME037905,CASE006900,FIR Registered
TIME037906,CASE006900,Charge Sheet Filed
TIME037907,CASE006900,Complaint Registered
TIME037908,CASE006900,Suspect Arrested
TIME037909,CASE006901,Suspect Identified
TIME037910,CASE006901,FIR Registered
TIME037911,CASE006901,Forensic Report Received
TIME037912,CASE006901,Charge Sheet Filed
TIME037913,CASE006901,Suspect Arrested
TIME037914,CASE006901,Evidence Collected
TIME037915,CASE006901,Witness Statement Recorded
TIME037916,CASE006902,Evidence Collected
TIME037917,CASE006902,Suspect Arrested
TIME037918,CASE006902,Charge Sheet Filed
TIME037919,CASE006902,Forensic Report Received
TIME037920,CASE006902,Complaint Registered
TIME037921,CASE006902,FIR Registered
TIME037922,CASE006902,Suspect Identified
TIME037923,CASE006902,Witness Statement Recorded
TIME037924,CASE006903,Suspect Identified
TIME037925,CASE006903,Evidence Collected
TIME037926,CASE006903,Suspect Arrested
TIME037927,CASE006904,Witness Statement Recorded
TIME037928,CASE006904,Suspect Arrested
TIME037929,CASE006904,Complaint Registered
TIME037930,CASE006904,Forensic Report Received
TIME037931,CASE006904,Suspect Identified
TIME037932,CASE006904,Evidence Collected
TIME037933,CASE006904,FIR Registered
TIME037934,CASE006904,Charge Sheet Filed
TIME037935,CASE006905,Suspect Arrested
TIME037936,CASE006905,Witness Statement Recorded
TIME037937,CASE006905,Forensic Report Received
TIME037938,CASE006905,Evidence Collected
TIME037939,CASE006906,Charge Sheet Filed
TIME037940,CASE006906,Suspect Arrested
TIME037941,CASE006906,FIR Registered
TIME037942,CASE006906,Witness Statement Recorded
TIME037943,CASE006906,Complaint Registered
TIME037944,CASE006906,Forensic Report Received
TIME037945,CASE006906,Suspect Identified
TIME037946,CASE006906,Evidence Collected
TIME037947,CASE006907,Evidence Collected
TIME037948,CASE006907,Charge Sheet Filed
TIME037949,CASE006907,Suspect Arrested
TIME037950,CASE006908,Witness Statement Recorded
TIME037951,CASE006908,Suspect Identified
TIME037952,CASE006908,FIR Registered
TIME037953,CASE006908,Suspect Arrested
TIME037954,CASE006908,Charge Sheet Filed
TIME037955,CASE006908,Complaint Registered
TIME037956,CASE006908,Evidence Collected
TIME037957,CASE006909,Evidence Collected
TIME037958,CASE006909,Charge Sheet Filed
TIME037959,CASE006909,FIR Registered
TIME037960,CASE006909,Complaint Registered
TIME037961,CASE006909,Forensic Report Received
TIME037962,CASE006909,Witness Statement Recorded
TIME037963,CASE006909,Suspect Arrested
TIME037964,CASE006910,Witness Statement Recorded
TIME037965,CASE006910,Complaint Registered
TIME037966,CASE006910,Forensic Report Received
TIME037967,CASE006910,Suspect Arrested
TIME037968,CASE006910,Evidence Collected
TIME037969,CASE006910,Charge Sheet Filed
TIME037970,CASE006911,Suspect Identified
TIME037971,CASE006911,Evidence Collected
TIME037972,CASE006911,Forensic Report Received
TIME037973,CASE006912,Suspect Arrested
TIME037974,CASE006912,Witness Statement Recorded
TIME037975,CASE006912,Forensic Report Received
TIME037976,CASE006912,Suspect Identified
TIME037977,CASE006912,Complaint Registered
TIME037978,CASE006912,Evidence Collected
TIME037979,CASE006912,Charge Sheet Filed
TIME037980,CASE006912,FIR Registered
TIME037981,CASE006913,Evidence Collected
TIME037982,CASE006913,Suspect Identified
TIME037983,CASE006913,Forensic Report Received
TIME037984,CASE006913,Witness Statement Recorded
TIME037985,CASE006914,Suspect Arrested
TIME037986,CASE006914,Witness Statement Recorded
TIME037987,CASE006914,Suspect Identified
TIME037988,CASE006914,FIR Registered
TIME037989,CASE006914,Complaint Registered
TIME037990,CASE006914,Forensic Report Received
TIME037991,CASE006914,Charge Sheet Filed
TIME037992,CASE006915,Witness Statement Recorded
TIME037993,CASE006915,Suspect Identified
TIME037994,CASE006915,FIR Registered
TIME037995,CASE006915,Evidence Collected
TIME037996,CASE006915,Charge Sheet Filed
TIME037997,CASE006916,FIR Registered
TIME037998,CASE006916,Suspect Identified
TIME037999,CASE006916,Charge Sheet Filed
TIME038000,CASE006916,Forensic Report Received
TIME038001,CASE006916,Suspect Arrested
TIME038002,CASE006916,Witness Statement Recorded
TIME038003,CASE006916,Evidence Collected
TIME038004,CASE006916,Complaint Registered
TIME038005,CASE006917,Complaint Registered
TIME038006,CASE006917,Forensic Report Received
TIME038007,CASE006917,FIR Registered
TIME038008,CASE006917,Suspect Identified
TIME038009,CASE006918,Suspect Identified
TIME038010,CASE006918,Complaint Registered
TIME038011,CASE006918,FIR Registered
TIME038012,CASE006918,Witness Statement Recorded
TIME038013,CASE006918,Forensic Report Received
TIME038014,CASE006919,Suspect Identified
TIME038015,CASE006919,Forensic Report Received
TIME038016,CASE006919,Suspect Arrested
TIME038017,CASE006919,Witness Statement Recorded
TIME038018,CASE006919,Complaint Registered
TIME038019,CASE006919,Charge Sheet Filed
TIME038020,CASE006919,FIR Registered
TIME038021,CASE006919,Evidence Collected
TIME038022,CASE006920,Forensic Report Received
TIME038023,CASE006920,Suspect Identified
TIME038024,CASE006920,Witness Statement Recorded
TIME038025,CASE006920,Evidence Collected
TIME038026,CASE006921,Suspect Identified
TIME038027,CASE006921,Charge Sheet Filed
TIME038028,CASE006921,Complaint Registered
TIME038029,CASE006921,Forensic Report Received
TIME038030,CASE006921,Witness Statement Recorded
TIME038031,CASE006921,Suspect Arrested
TIME038032,CASE006922,Charge Sheet Filed
TIME038033,CASE006922,Suspect Arrested
TIME038034,CASE006922,Suspect Identified
TIME038035,CASE006922,Forensic Report Received
TIME038036,CASE006922,Witness Statement Recorded
TIME038037,CASE006922,FIR Registered
TIME038038,CASE006922,Evidence Collected
TIME038039,CASE006923,Charge Sheet Filed
TIME038040,CASE006923,Complaint Registered
TIME038041,CASE006923,Suspect Identified
TIME038042,CASE006923,FIR Registered
TIME038043,CASE006923,Suspect Arrested
TIME038044,CASE006923,Evidence Collected
TIME038045,CASE006923,Forensic Report Received
TIME038046,CASE006923,Witness Statement Recorded
TIME038047,CASE006924,Suspect Arrested
TIME038048,CASE006924,Charge Sheet Filed
TIME038049,CASE006924,Complaint Registered
TIME038050,CASE006925,Forensic Report Received
TIME038051,CASE006925,Suspect Identified
TIME038052,CASE006925,Complaint Registered
TIME038053,CASE006925,Suspect Arrested
TIME038054,CASE006925,Witness Statement Recorded
TIME038055,CASE006925,Charge Sheet Filed
TIME038056,CASE006925,Evidence Collected
TIME038057,CASE006926,Suspect Identified
TIME038058,CASE006926,Witness Statement Recorded
TIME038059,CASE006926,Forensic Report Received
TIME038060,CASE006926,Evidence Collected
TIME038061,CASE006926,Complaint Registered
TIME038062,CASE006927,Suspect Arrested
TIME038063,CASE006927,FIR Registered
TIME038064,CASE006927,Suspect Identified
TIME038065,CASE006927,Complaint Registered
TIME038066,CASE006927,Witness Statement Recorded
TIME038067,CASE006927,Forensic Report Received
TIME038068,CASE006927,Evidence Collected
TIME038069,CASE006928,FIR Registered
TIME038070,CASE006928,Evidence Collected
TIME038071,CASE006928,Witness Statement Recorded
